Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Gueltig_raw,Gueltig_von,Gueltig_bis
Hamburger vom Rind XXL,Metzgerfrisch,"€ 10,99",Kein vorheriger Preis,"€ 10,99 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Steinofenpizza,Gustavo Gusto,"€ 3,59",Kein vorheriger Preis,"€ 7,80 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Lichtband,Livarno Home,"€ 3,29",Kein vorheriger Preis,"€ 3,29 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Herren Trainingsjacke Tiro 24,Adidas,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Halbes Hähnchen,Metzgerfrisch,"€ 3,39",Kein vorheriger Preis,"€ 4,52 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Miracel Whip Original,Kraft,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
LED-Tischleuchte,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Original Sahne Muh-Muhs Toffees,Pico Food,"€ 1,79",Kein vorheriger Preis,"€ 8,33 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Herren Sweathoodie,Adidas,"€ 34,99",Kein vorheriger Preis,"€ 34,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Crackers,Ritz,"€ 1,49",Kein vorheriger Preis,"€ 7,45 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Mega Monte,Zott,"€ 1,49",Kein vorheriger Preis,"€ 3,72 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
2-Komponenten-Kleber 3T,Rexxan,"€ 2,99",Kein vorheriger Preis,"€ 96,45 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Delikatess Geflügel Fleischwurst,Dulano,"€ 2,15",Kein vorheriger Preis,"€ 5,37 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Microfibre Colours Allzwecktücher XXL,Vileda,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Nähartikel-Zubehör,Crelando,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Kaminwurzerl,Dulano,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Nähmaschine 323L Serenade,Singer,"€ 119,00",Kein vorheriger Preis,"€ 119,00 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Heißluftfritteuse mit Grill Easy Fry und Grill XXL EY8014,Tefal,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Schweine Schnitten Cordon Bleu,Metzgerfrisch,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Stollen Edelmarzipan,Favorina,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Die Ofenfrische Pizza,Dr. Oetker,"€ 1,99",Kein vorheriger Preis,"€ 5,10 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Wildgulasch,Deluxe,"€ 3,99",Kein vorheriger Preis,"€ 13,30 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Tafelschokolade,Fin Carre,"€ 0,79",Kein vorheriger Preis,"€ 7,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Feinste Baumkuchenspitzen,Favorina,"€ 2,99",Kein vorheriger Preis,"€ 19,93 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kaffeegetränk XXL,Milbona,"€ 0,99",Kein vorheriger Preis,"€ 2,61 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
White Tiger Garnelenring,Deluxe,"€ 4,99",Kein vorheriger Preis,"€ 16,63 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Puten-Mini-Steaks,Metzgerfrisch,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Waffel-Mischung XXL,Sondey,"€ 2,69",Kein vorheriger Preis,"€ 6,11 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Gulasch gemischt XXL,Metzgerfrisch,"€ 7,49",Kein vorheriger Preis,"€ 9,36 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Winter Funktionsstrümpfe,Crivit,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Lichterbaum,Livarno Home,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Mini-Nussecken,Favorina,"€ 2,69",Kein vorheriger Preis,"€ 13,45 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Norwegische Lachs­ Filetportionen,Ocean Sea,"€ 9,99",Kein vorheriger Preis,"€ 24,97 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Schweine Hackfleisch,Metzgerfrisch,"€ 1,99",Kein vorheriger Preis,"€ 3,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
USB-Steckdosenleiste,SilverCrest,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Heißluftfritteuse Typ CAF-R901-AEU,Cosori,"€ 149,00",Kein vorheriger Preis,"€ 149,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Akkus,Tronic,"€ 3,99",Kein vorheriger Preis,"€ 1,00 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Kaffeevollautomat EP2230-10,Philips,"€ 299,00",Kein vorheriger Preis,"€ 299,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Halbe Pute,Metzgerfrisch,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Jägerhackbraten,Chef Select,"€ 2,49",Kein vorheriger Preis,"€ 4,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Lichterschlauch,Livarno Home,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Trauben,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kitchen Tools Fritteuse SFT 1900 A1,SilverCrest,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Silikon-Springform,Coox,"€ 13,99",Kein vorheriger Preis,"€ 13,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Selection Herbstgenuss,Dulano,"€ 3,49",Kein vorheriger Preis,"€ 12,46 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Tannengirlande,Livarno Home,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Esskastanien,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Remoulade,Heinz,"€ 1,99",Kein vorheriger Preis,"€ 4,97 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
Herbstkäse,Milbona,"€ 3,99",Kein vorheriger Preis,"€ 19,95 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Vakuumierer SV 125 C7,Livarno Home,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kaustreifen XXL,Fritt,"€ 3,99",Kein vorheriger Preis,"€ 7,13 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Oberschwäbische Land-Nudeln,Dorfmühle,"€ 1,99",Kein vorheriger Preis,"€ 3,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Edelstahl­ Besteck Set 60-­tlg.,Livarno Home,"€ 19,99",Kein vorheriger Preis,"€ 0,33 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kaffeemaschine Café Gaia HD7544,Philips,"€ 54,99",Kein vorheriger Preis,"€ 54,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Mikrofaser-Jersey-Spannbettlaken,Livarno Home,"€ 2,69",Kein vorheriger Preis,"€ 2,69 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Zug-Kappsäge PZKS 2000 C3,Parkside,"€ 89,99",Kein vorheriger Preis,"€ 89,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Kissen Super Soft,John Cotton,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Damen Sweathose,Crivit,"€ 6,29",Kein vorheriger Preis,"€ 6,29 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Performance Akku-Drehschlagschrauber PASSP 20-Li C4,Parkside,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Ausstechformen,Zenker,"€ 2,00",Kein vorheriger Preis,"€ 2,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Crosstrainer EL 5000 Pro,Christopeit Sport,"€ 239,00",Kein vorheriger Preis,"€ 239,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Feder­ und Daunen­-Bettdecke,Livarno Home,"€ 44,99",Kein vorheriger Preis,"€ 44,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Steinofenpizza Margherita XXL,Trattoria Alfredo,"€ 3,49",Kein vorheriger Preis,"€ 2,91 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Wasser-Rudergerät Connected,Crivit,"€ 349,00",Kein vorheriger Preis,"€ 349,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Aufs Brot,Ferdi Fuchs,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Walking Pad,Christopeit Sport,"€ 179,00",Kein vorheriger Preis,"€ 179,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Pfanne Resistal Ceramic Stone 28cm,Tefal,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Zahnpasta,Colgate,"€ 4,99",Kein vorheriger Preis,"€ 16,63 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
Zarte Haferflocken XXL,Crownfield,"€ 1,19",Kein vorheriger Preis,"€ 1,19 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Springform,Zenker,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Performance Sechskant-Bohrer-Set,Parkside,"€ 7,99",Kein vorheriger Preis,"€ 1,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Pasta,Barilla,"€ 1,89",Kein vorheriger Preis,"€ 1,89 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kaubo-Mix,Sweet Corner,"€ 1,79",Kein vorheriger Preis,"€ 4,47 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kitchen Tools Digitaler Messbecher,SilverCrest,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Men Boxer 3er,Esmara,"€ 3,99",Kein vorheriger Preis,"€ 1,33 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Selection Schwarzwälder Schinken,Dulano,"€ 2,19",Kein vorheriger Preis,"€ 10,95 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Saure Würmer,Sweet Corner,"€ 1,19",Kein vorheriger Preis,"€ 2,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kefir Drink,Milram,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Kinder Socken 3 Paar,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 1,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Damen-Kuschelsocken 2 Paar,Esmara,"€ 1,99",Kein vorheriger Preis,"€ 0,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Mildes Bauernbrot,Lidl Backshop,"€ 1,39",Kein vorheriger Preis,"€ 1,39 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Fruchtgummi,Sweet Corner,"€ 0,89",Kein vorheriger Preis,"€ 2,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kinder Sweatpullover Minnie Mouse,Keine Marke,"€ 6,29",Kein vorheriger Preis,"€ 6,29 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Brühwurst,Dulano,"€ 1,29",Kein vorheriger Preis,"€ 6,45 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Emmentaler,Milbona,"€ 3,33",Kein vorheriger Preis,"€ 8,32 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Sandwich Scheiben,Milbona,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Bifteki,Eridanous,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Color Waschmittel Schnell Auflosend,Lenor,"€ 16,99",Kein vorheriger Preis,"€ 0,19 / Stk -",10.10. - 11.10.,2025-10-10,2025-10-11
Kaubo Cubyys,Sweet Corner,"€ 0,79",Kein vorheriger Preis,"€ 3,59 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Transportkarre,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Schweinenacken,Metzgerfrisch,"€ 3,48",Kein vorheriger Preis,"€ 5,80 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Bougatsa,Eridanous,"€ 1,99",Kein vorheriger Preis,"€ 4,34 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
mit Butter XXL,Rama,"€ 1,99",Kein vorheriger Preis,"€ 4,97 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Akku-Lötkolben,Parkside,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Rinder Markknochen,Metzgerfrisch,"€ 2,49",Kein vorheriger Preis,"€ 4,98 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Mini Rolls,Babybel,"€ 2,69",Kein vorheriger Preis,"€ 14,94 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Ouzo,Korifeos,"€ 5,99",Kein vorheriger Preis,"€ 11,98 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Küchentücher,Floralys,"€ 2,99",Kein vorheriger Preis,"€ 1,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Baby-Schneestiefel,Lupilu,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Risbellis Reis-Cracker,Reis-Fit,"€ 0,99",Kein vorheriger Preis,"€ 24,75 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Original,Heineken,"€ 3,99",Kein vorheriger Preis,"€ 2,02 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Ersatzbezüge Easy Wring & Clean,Vileda,"€ 3,59",Kein vorheriger Preis,"€ 3,59 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Trainingsstation Power Tower,Crivit,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Herren-Funktionsshirt,Crivit,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
SEVERIN Kaffeemaschine mit Mahlwerk KA9210,Severin,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Original Taste,Coca-Cola,"€ 3,99",Kein vorheriger Preis,"€ 2,02 / l -",06.10. - 12.10.,2025-10-06,2025-10-12
Pilates-Reformer,Crivit,"€ 279,00",Kein vorheriger Preis,"€ 279,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kitchen Tools Filterkaffeemaschine Brew-Buddy,SilverCrest,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Damen Kuschelsocken,Esmara,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Tischdecke,Livarno Home,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
2-in-1-Treppenhochstuhl Born Up Zickzack,Roba,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Oberflächenschutz,Parkside,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Haushaltshelfer,Jes Collection,"€ 2,00",Kein vorheriger Preis,"€ 2,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kreuzlinienlaser mit Stativ PKLL 10 B5,Parkside,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Tischwasserfilter,Brita,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Mineralwasser,Gerolsteiner,"€ 0,79",Kein vorheriger Preis,"€ 0,53 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Wasserfilterkartuschen Maxtra Pro All-in-1,Brita,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kitchen Tools Pizzaofen SPOH 1200,SilverCrest,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Tzatziki,Eridanous,"€ 1,69",Kein vorheriger Preis,"€ 6,76 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Schubladenbox,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Rinder­bäckchen,Deluxe,"€ 8,99",Kein vorheriger Preis,"€ 22,47 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kaergarden Butter,Arla,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Creme Fraiche,Milbona,"€ 1,09",Kein vorheriger Preis,"€ 5,45 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Gabel Ringschlüsselsatz 25-teilig,Parkside,"€ 29,99",Kein vorheriger Preis,"€ 1,20 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Schoko-Lollys,Favorina,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Agiorgitiko Rotwein,Nemea,"€ 4,89",Kein vorheriger Preis,"€ 6,52 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Stielkasserolle Kupfer 16 cm,SilverCrest,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Edelmarzipan-Baumstamm,Favorina,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder Thermo-Langarmshirts 2er Set,Lupilu,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Food in a Bottle,Tasty,"€ 2,49",Kein vorheriger Preis,"€ 4,98 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Cremiger Hirtenkäse,Eridanous,"€ 2,29",Kein vorheriger Preis,"€ 13,09 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Topf Kupfer 24 cm,SilverCrest,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Krustenschinkenbraten,Deluxe,"€ 1,99",Kein vorheriger Preis,"€ 16,58 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Lübecker Edelmarzipan,Favorina,"€ 1,49",Kein vorheriger Preis,"€ 11,92 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Bügeltischbezug Perfekt Fit,Vileda,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Kinder Schneejacke,Lupilu,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Handbrause,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Mango,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Thermogläser Tavolino,Leonardo,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder-Ski-Jacke,Crivit,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Palmenmix,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Sockenwolle Anika,Crelando,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Trauben,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Peanut Chocolate,m&m's,"€ 2,29",Kein vorheriger Preis,"€ 12,72 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Heidekraut,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Bio-Fruchtjoghurt,Milbona,"€ 0,59",Kein vorheriger Preis,"€ 3,93 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Creme zum Kochen,Milbona,"€ 0,89",Kein vorheriger Preis,"€ 3,56 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Wirsing,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Jeans-Arbeitsbundhose,Parkside,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Happy Day Säfte,Rauch,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Gemüse,Eridanous,"€ 3,49",Kein vorheriger Preis,"€ 8,84 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Waschmittel,Persil,"€ 18,99",Kein vorheriger Preis,"€ 0,19 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Getrocknete Steinpilze,Deluxe,"€ 1,99",Kein vorheriger Preis,"€ 99,50 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Halloween Kaubonbon Streifen Wednesday vegan,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 7,45 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Taschenfederkern-Matratze Emma Express,Emma,"€ 149,00",Kein vorheriger Preis,"€ 149,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Naturelle,Volvic,"€ 0,79",Kein vorheriger Preis,"€ 0,53 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Mediterraner Antipastiteller,Eridanous,"€ 3,99",Kein vorheriger Preis,"€ 9,97 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Kinder Schokolade Hohlfigur,Ferrero,"€ 1,29",Kein vorheriger Preis,"€ 36,86 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Taschenfederkern-Matratze Emma Original II,Emma,"€ 199,00",Kein vorheriger Preis,"€ 199,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Gebäckspezialitäten,Mulino Bianco,"€ 2,22",Kein vorheriger Preis,"€ 8,88 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Halloween Kürbis,Keine Marke,"€ 3,49",Kein vorheriger Preis,"€ 17,45 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Chicken Wings XXL,Culinea,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Riesling Scheurebe,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 6,65 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Bad-Seitenschrank Oslo,Livarno Home,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Damen Hausschuhe,Esmara,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Bad Lufterfrischer Duftdepot,Febreze,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
High Protein Quarkriegel,Milbona,"€ 0,79",Kein vorheriger Preis,"€ 10,00 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Lichtervorhang,Livarno Home,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Kuscheldecke,Keine Marke,"€ 14,99",Kein vorheriger Preis,"€ 7,50 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Cremefine,Rama,"€ 0,85",Kein vorheriger Preis,"€ 3,40 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Bad-Hochschrank Oslo,Livarno Home,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Saft,Valensina,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
Bademantel,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Waschbecken-Unterschränke,Keine Marke,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Zero Zucker,Pepsi,"€ 0,99",Kein vorheriger Preis,"€ 0,57 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Thunfischfilets,Nixe,"€ 0,99",Kein vorheriger Preis,"€ 6,60 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Taschenbuch,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Damen Sweathoodie,Keine Marke,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Finocchiona,Deluxe,"€ 2,79",Kein vorheriger Preis,"€ 27,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Auslese Klassisch,Melitta,"€ 6,79",Kein vorheriger Preis,"€ 13,58 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
