Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Tischgruppe Kira,byLiving,"€ 279,00",Kein vorheriger Preis,"€ 279,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Saugroboter SSRA C2,SilverCrest,"€ 129,00",Kein vorheriger Preis,"€ 129,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Dampfbügelstation CareStyle Compact,Braun,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Saugroboter SSRA C2,SilverCrest,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Damen Mantel,Esmara,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
3-Kammer-Feder-Kopfkissen,Fjödur,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Schäufele Schweinebraten,Metzgerfrisch,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / kg -",Gewürzt. Je 1 kg,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
4-Jahreszeiten-Daunendecke,Fjödur,"€ 119,00",Kein vorheriger Preis,"€ 119,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Lachsforellenseite,Fischerstolz,"€ 12,80",Kein vorheriger Preis,"€ 16,00 / kg -",Mit Haut. Ca. 800 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Die Limo Zitrone-Minze,Granini,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / l -",HINWEIS: MIT LIDL PLUS APP Je 1 l zzgl. 0.25 Pfand,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Schweinerückenbraten,Metzgerfrisch,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / kg -","Ca. 1,1 kg kg-Preis",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Scheibenfrostschutzkonzentrat,W5,"€ 6,99",Kein vorheriger Preis,"€ 1,40 / l -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Nescafé Dolce Gusto Piccolo X,Krups,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Auto-Winter-Set,Inno Trade,"€ 5,99",Kein vorheriger Preis,"€ 1,20 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Sister Stylingkopf,Zapf Creation,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Monitor,Chiq,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Feine Butter,Meggle,"€ 1,79",Kein vorheriger Preis,"€ 7,16 / kg -",oder Streichzart Streichzart in versch. Sorten. Je 250 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Holz-Küche,Lupilu,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Kaufladen-Zubehör,Lupilu,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Raumentfeuchter Zitronenduft,W5,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Schminktisch,Lupilu,"€ 44,99",Kein vorheriger Preis,"€ 5,00 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Waschmittel Flüssig,Dash,"€ 8,49",Kein vorheriger Preis,"€ 0,08 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Eisenbahn Erweiterungs-Set,Playtive,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Züge,Playtive,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Bauernhof,Playtive,"€ 14,99",Kein vorheriger Preis,"€ 0,83 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Kitchen Tools XXL-Sandwichmaker SSWM 900 A1,SilverCrest,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Bio Mozzarella,Milbona,"€ 1,29",Kein vorheriger Preis,"€ 10,32 / kg -",Bioland Je 200 g Abtropfgewicht: 125 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Pfanne 28cm,SilverCrest,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Bio Käse gerieben,Ein Gutes Stück Bayern,"€ 1,79",Kein vorheriger Preis,"€ 11,93 / kg -",Bioland Versch. Sorten. Je 150 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Milchaufschäumer,SilverCrest,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Brioche-Croissant mit Cremefüllung,Lidl Backshop,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Je Stück,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Garten-Kniekissen,Parkside,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Chianti Riserva,Corte Alle Mura,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / l -","HINWEIS: NUR ONLINE VERFÜGBAR DOCG, Rotwein, trocken Toskana/Italien Je 0,75 l",Ja,05.10. - 18.10.,2025-10-05,2025-10-18
Gartengerätehaus XL,Parkside,"€ 199,00",Kein vorheriger Preis,"€ 199,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Deluxe Castillo de Albai Gran Reserva Rioja,Sansibar,"€ 8,49",Kein vorheriger Preis,"€ 11,32 / l -","HINWEIS: NUR ONLINE VERFÜGBAR trocken Rioja/Spanien Je 0,75 l",Ja,05.10. - 18.10.,2025-10-05,2025-10-18
Akku-Aufsitzrasenmäher PAAM 48 A1 1,Parkside,"€ 2.499,00",Kein vorheriger Preis,"€ 2.499,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Performance Benzin-Kettensäge PPBKS 56 A1,Parkside,"€ 199,00",Kein vorheriger Preis,"€ 199,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Rasenmäher Big Wheeler 554.2 R,Güde,"€ 269,00",Kein vorheriger Preis,"€ 269,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Scottish Dry Gin,Ben Bracken,"€ 10,99",Kein vorheriger Preis,"€ 15,70 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Je 0,7 l",Ja,05.10. - 18.10.,2025-10-05,2025-10-18
Performance Akku-Bohrhammer PBHAP 12 A1,Parkside,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Golden Selection Blended Scotch Whisky,Dimple,"€ 19,99",Kein vorheriger Preis,"€ 28,56 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Je 0,7 l",Ja,05.10. - 18.10.,2025-10-05,2025-10-18
Grobe Bratwurst,Metzgerfrisch,"€ 1,99",Kein vorheriger Preis,"€ 4,97 / kg -",Vom Schwein. Je 400 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Hähnchen-Geschnetzeltes,Metzgerfrisch,"€ 3,79",Kein vorheriger Preis,"€ 9,47 / kg -",Je 400 g Normalpreis: 4.99,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Original,Bifi,"€ 1,99",Kein vorheriger Preis,"€ 16,58 / kg -",Versch. Sorten. Je 6x 20/3x 45/ 5x 20 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Schmelzkäse,Milkana,"€ 1,89",Kein vorheriger Preis,"€ 9,95 / kg -",Versch. Sorten. Je 190 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Kinder Überraschung & Friends Adventskalender,Ferrero,"€ 22,99",Kein vorheriger Preis,"€ 62,14 / kg -",Versch. Motive. Je 370 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Touch,Volvic,"€ 1,19",Kein vorheriger Preis,"€ 0,79 / l -","HINWEIS: MIT LIDL PLUS APP oder Tee Versch. Sorten. Je 1,5 l zzgl. 0.25 Pfand Normalpreis: 1.89",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Keramik-Wandheizlüfter TKWHB 2000 A1,Tronic,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Kaminofenventilator,Tronic,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Shampoo,Pantene Pro-V,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / l -",Versch. Sorten. Je 1 l,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Bio Traditions-Fleischwurst,Metzgerfrisch,"€ 2,89",Kein vorheriger Preis,"€ 11,56 / kg -",Versch. Sorten. Je 250 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Bio-Salami,Metzgerfrisch,"€ 2,49",Kein vorheriger Preis,"€ 19,92 / kg -",Versch. Sorten. Je 125 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Vorschlaghammer,Parkside,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Delikatess Katenschinken,Dulano,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -",HINWEIS: MIT LIDL PLUS APP oder Schinkenwürfel Gewür­felt. Je 250 g Normalpreis: 2.39,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Delikatess Wiener Würstchen,Dulano,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / kg -",HINWEIS: MIT LIDL PLUS APP Je 1 kg Normalpreis: 6.99,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Äpfel,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 0,99 / kg -",Rote Äpfel Sorte: Gala Ursprung: Deutschland/ Italien/Frankreich Klasse I Je 2 kg,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Vegane Rostbratwürstel-Alternative,Vemondo,"€ 1,49",Kein vorheriger Preis,"€ 8,28 / kg -",HINWEIS: MIT LIDL PLUS APP Je 180 g Normalpreis: 1.79,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
LED-Solarstrahler,Livarno Home,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Nussini Riegel,Milka,"€ 1,99",Kein vorheriger Preis,"€ 12,84 / kg -","HINWEIS: MIT LIDL PLUS APP Versch. Sorten. Je 155/185/ 157,5/182,5 g",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Haltbare Vollmilch,Milbona,"€ 0,89",Kein vorheriger Preis,"€ 0,89 / l -","HINWEIS: MIT LIDL PLUS APP 3,5 % Fett. Je 1 l Normalpreis: 1.09",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Puppenhaus,Lupilu,"€ 44,99",Kein vorheriger Preis,"€ 0,83 / Stk -",HINWEIS: MIT LIDL PLUS APP 39.99€ Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Bio-Mandel-Drink,Vemondo,"€ 1,35",Kein vorheriger Preis,"€ 1,35 / l -",ohne Zucker Je 1 l,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Latte Macchiato,Milbona,"€ 0,59",Kein vorheriger Preis,"€ 1,79 / l -",Kaffeegetränk Versch. Sorten. Je 330 ml zzgl. 0.25 Pfand,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Linzeraugen XXL,Sondey,"€ 3,29",Kein vorheriger Preis,"€ 6,33 / kg -",Je 520,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Bio-Ingwer-Shot,Solevita,"€ 2,99",Kein vorheriger Preis,"€ 5,98 / l -","Versch. Sorten. Je 0,5 l",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Pflanzen Frostschutz,Parkside,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Nesquik Original XXL,Nestlé,"€ 5,49",Kein vorheriger Preis,"€ 5,49 / kg -",Je 1 kg,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Frites,McCain,"€ 1,59",Kein vorheriger Preis,"€ 2,12 / kg -",oder Smiles Versch. Sorten. Je 750/600/450 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Pflanzenschutz,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Aloe Vera Getränk XXL,Solevita,"€ 2,49",Kein vorheriger Preis,"€ 1,66 / l -","Je 1,5 l; zzgl. 0.25 Pfand",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Happy Cake,Ruf,"€ 3,99",Kein vorheriger Preis,"€ 5,70 / kg -",Versch. Sorten. Je 700/625/ 600 g;,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Bio-Tee,Fairglobe,"€ 1,69",Kein vorheriger Preis,"€ 33,80 / kg -",Versch. Sorten. Je 25x 2 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Ice Cream,Snickers,"€ 5,29",Kein vorheriger Preis,"€ 8,91 / l -","HINWEIS: MIT LIDL PLUS APP 4.99€ Mars Ice Cream XL Je 603,6/594 ml",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Rotorloser Heizventilator TRHV 1200 A1,Tronic,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Bio Basmati Reis,Golden Sun,"€ 1,79",Kein vorheriger Preis,"€ 3,58 / kg -",Je 500 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Heizkörperverstärker THKV 55 A1,Tronic,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
LED-Stehleuchte,Livarno Home,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Miesmuscheln,Fischerstolz,"€ 2,29",Kein vorheriger Preis,"€ 2,29 / kg -",Je 1 kg,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Damen Steppjacke,Esmara,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Hähnchen Kebab XXL,Metzgerfrisch,"€ 5,99",Kein vorheriger Preis,"€ 7,49 / kg -",Je 800 g,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Kaffeevollautomat EA8155/EA815B,Krups,"€ 289,00",Kein vorheriger Preis,"€ 289,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
Cockpit-­Tücher,W5,"€ 1,99",Kein vorheriger Preis,"€ 0,07 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Wasserfilterkartuschen Maxtra Pro,Brita,"€ 23,99",Kein vorheriger Preis,"€ 23,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,13.10. - 18.10.,2025-10-13,2025-10-18
