Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
LED-Kranz,Rossmann Ideen Welt,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Wichtelbuch,Rossmann Ideen Welt,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
X-Mas-Artikel,Rossmann Ideen Welt,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Akku-Notlampe,Rossmann Ideen Welt,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Kinderwagen-Licht,Rossmann Ideen Welt,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Solar-Gartenstecker,Rossmann Ideen Welt,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
LED-Lichterkette Sisal,Deko Welt,"€ 4,79","€ 5,99","€ 4,79 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Sensitive Zahncreme,Meridol,"€ 7,79",Kein vorheriger Preis,"€ 51,93 / l -","oder Elmex, Doppelpack je 2 x 75 ml",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
LED-Glastanne,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
"Seifenfreies Duschgel pH 5,5",Isana Med,"€ 0,89",Kein vorheriger Preis,"€ 3,56 / l -",250 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Haarschleife,For your Beauty,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / l -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Kids Kindersocken 3er-Pack,Under 2 Wear,"€ 3,99",Kein vorheriger Preis,"€ 1,33 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Sensitiv Feuchtigkeitscreme,Isana men,"€ 2,49",Kein vorheriger Preis,"€ 33,20 / l -",75 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Loverdose EdP,Diesel,"€ 29,99","€ 36,95","€ 999,67 / l -",30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Oral-B Elektrische Zahnbürste iO Series 3,Braun,"€ 74,99",Kein vorheriger Preis,"€ 74,99 / Stk -","HINWEIS: MIT ROSSMANN APP COUPON 54.99 €, Stück",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Debut EdP,Etienne Aigner,"€ 16,99","€ 61,95","€ 339,80 / l -","HINWEIS: MIT ROSSMANN APP COUPON 10.19 €, oder Début By Night Eau de Parfum je 50 ml",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Women EdT,s.Oliver,"€ 6,99",Kein vorheriger Preis,"€ 233,00 / l -",oder Men Eau de Toilette je 30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Women Inspired Nature EdP,Mexx,"€ 19,99",Kein vorheriger Preis,"€ 399,80 / l -",50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Easy Way of Life EdT,Route 66,"€ 7,49",Kein vorheriger Preis,"€ 74,90 / l -",oder From Coast To Coast Eau de Toilette je 100 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Man EdP,Strellson,"€ 24,99","€ 39,90","€ 249,90 / l -",100 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Skyr Protein Bar Mixed Berries,All Stars,"€ 1,19",Kein vorheriger Preis,"€ 34,00 / kg -",oder Kokos je 35 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Body Mist,justcavalli,"€ 11,99","€ 19,95","€ 47,96 / l -",250 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Debut EdP,Etienne Aigner,"€ 34,99",Kein vorheriger Preis,"€ 349,90 / l -","HINWEIS: MIT ROSSMANN APP COUPON 21.- €, 100 ml",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Woman EdP,Roberto Cavalli,"€ 29,99","€ 39,95","€ 999,67 / l -",30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Parfum Pour Femme EDT,Joop!,"€ 26,99",Kein vorheriger Preis,"€ 269,90 / l -",100 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Junior,Nestlé Beba,"€ 13,95",Kein vorheriger Preis,"€ 17,44 / kg -",1 oder 2 je 800 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Jeans Urban Blue EdT,Karl Lagerfeld,"€ 11,99","€ 19,95","€ 199,83 / l -",oder Urban Pink Eau de Parfum je 60 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Whitening Stift,Prokudent,"€ 5,49",Kein vorheriger Preis,"€ 1.372,50 / l -",4 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Woman EdP,s.Oliver,"€ 11,49",Kein vorheriger Preis,"€ 383,00 / l -",30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Woman EdT,s.Oliver,"€ 8,88",Kein vorheriger Preis,"€ 296,00 / l -",oder Man Eau de Toilette je 30 ml oder After Shave 50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Shampoo,Pantene Pro-V,"€ 4,99",Kein vorheriger Preis,"€ 9,98 / l -",500 ml oder Spülung 350 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Professional Shampoo,Isana,"€ 1,39",Kein vorheriger Preis,"€ 5,56 / l -",250 ml oder Spülung 200 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Intensiv Creme Coloration Kastanie,Poly Palette,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / Stk -",Packung,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Mundspülung Cool Mint,Listerine,"€ 3,49",Kein vorheriger Preis,"€ 6,98 / l -",500 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Professional Colorstrong Coloration,Clairol,"€ 8,95",Kein vorheriger Preis,"€ 8,95 / Stk -",Packung,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Magic Care Cream,M. Asam,"€ 20,99",Kein vorheriger Preis,"€ 419,80 / l -",50 ml oder Drops 20 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Augencreme,Judith Williams,"€ 13,99",Kein vorheriger Preis,"€ 932,67 / l -",15 ml oder Retinol Science 24 H Creme 50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Q10 Anti-Falten Power Regenerierende Nachtpflege,Nivea,"€ 11,95",Kein vorheriger Preis,"€ 239,00 / l -",oder Straffende Tagespflege LSF 30 je 50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Waschmittel Pulver,Persil,"€ 9,49",Kein vorheriger Preis,"€ 0,19 / Stk -",Pulver oder Gel je 50 WL oder Discs 44 WL,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Weichspüler,Lenor,"€ 2,89",Kein vorheriger Preis,"€ 0,05 / Stk -",Vorteilsgröße 59 WL,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Citronensäure Spray,Heitmann Pure,"€ 2,29",Kein vorheriger Preis,"€ 4,58 / l -",500 ml oder Aktiv Natron 450 g oder Maschinen Entkalker 175 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Digital Schwangerschaftsfrühtes,Clearblue,"€ 10,49",Kein vorheriger Preis,"€ 10,49 / Stk -",mit Wochenbestimmung Stück,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Null Null WC Aktiv Gel,00,"€ 1,49",Kein vorheriger Preis,"€ 1,99 / l -",750 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Zahnbürste Antibakteriell Mittel,Prokudent,"€ 0,89","€ 1,29","€ 0,89 / Stk -",Stück,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Spülmittel,Frosch,"€ 1,79",Kein vorheriger Preis,"€ 3,58 / l -",500/750 ml oder Ecover Spülmitt,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Eye Pad Mask,Yeauty,"€ 0,88",Kein vorheriger Preis,"€ 0,88 / Stk -","HINWEIS: MIT ROSSMANN APP COUPON 0.71 €, 1 Anwendung",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Katzennahrung Fresh & Fine,Sheba,"€ 1,99",Kein vorheriger Preis,"€ 6,63 / kg -",oder Perfect Fit Katze Natural Vitality je 6 x 50 g oder Sheba Katze Soup 4 x 40 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Feine Häppchen Katzennahrung,Winston,"€ 0,25","€ 0,30","€ 2,50 / kg -",100 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Backpapier-Rolle,Rubin,"€ 1,33",Kein vorheriger Preis,"€ 1,33 / Stk -",Details im Prospekt,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Motiv-Servietten,Alouette,"€ 1,49",Kein vorheriger Preis,"€ 0,07 / Stk -",Details im Prospekt,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Bio Quetschbeutel,Babydream,"€ 0,59",Kein vorheriger Preis,"€ 5,90 / kg -",100 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Gourmet Katze Soup Thunfisch,Winston,"€ 1,49",Kein vorheriger Preis,"€ 9,31 / kg -",160 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Wisch & Weg,Zewa,"€ 2,49",Kein vorheriger Preis,"€ 0,62 / Stk -",Details im Prospekt,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Peanut Butter Cups,Reese's,"€ 0,79",Kein vorheriger Preis,"€ 20,26 / kg -","2 Stück/39,5 g",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Yogurette Erdbeere,Ferrero,"€ 1,19","€ 1,49","€ 11,90 / kg -",100 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Bio Obsties,Alete,"€ 1,95",Kein vorheriger Preis,"€ 97,50 / kg -",20 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Blanc de Blancs,Felsengartenkellerei Besigheim,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / l -","oder Blanc de Rouge oder Noir & Blanc oder Rêve de Noir je 0,75 Liter",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Pro Schmelz Zahncreme,Sensodyne,"€ 4,25",Kein vorheriger Preis,"€ 56,67 / l -",75 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Hyaluronic Moisture Serum Drops,Weleda,"€ 8,49",Kein vorheriger Preis,"€ 283,00 / l -",30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Collagen Bank Feuchtigkeitscreme LSF 30,Neutrogena,"€ 10,49",Kein vorheriger Preis,"€ 209,80 / l -",50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Kürbiskerne,Altapharma,"€ 4,49",Kein vorheriger Preis,"€ 11,22 / kg -",400 g oder SabalKürbis-Kapseln 90 Kapseln,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Beruhigungssauger,Mam,"€ 7,25",Kein vorheriger Preis,"€ 7,25 / Stk -",aus Silikon Original 0 - 16+ Monate je Packung,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Multicare Zahncreme,Sensodyne,"€ 3,99",Kein vorheriger Preis,"€ 53,20 / l -",75 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Bodyspray,Axe,"€ 3,79",Kein vorheriger Preis,"€ 25,27 / l -",150 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Men Expert Dusche,L'Oréal Paris,"€ 1,79",Kein vorheriger Preis,"€ 7,16 / l -",250 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Espresso Sticks,Jacobs,"€ 1,79",Kein vorheriger Preis,"€ 39,78 / kg -",25 Beutel/45 g oder 3in1 10 Beutel/120g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Favourites,Milka,"€ 2,79",Kein vorheriger Preis,"€ 19,79 / kg -",141 g oder Ritter Sport Schokowürfel 176 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Shampoo,Head & Shoulders,"€ 5,79",Kein vorheriger Preis,"€ 11,58 / l -",500 ml oder Shampoo 2in1 400 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Dusche Sport,Duschdas,"€ 1,39",Kein vorheriger Preis,"€ 6,18 / l -",225 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Wäscheparfüm,Lenor,"€ 3,49",Kein vorheriger Preis,"€ 22,52 / kg -","155 g, 3+1 Aktion 3 x Lenor Wäscheparfüm 155 g kaufen – 1 x gratis dazu erhalten.",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Bio Kräutertee,Pukka,"€ 2,99","€ 3,99","€ 0,15 / Stk -",20 Beutel/ 20 - 40 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Damen Karo-Flanell-Nachthemd,Rossmann Ideen Welt,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Handwärmer,Rossmann Ideen Welt,"€ 3,49",Kein vorheriger Preis,"€ 349,00 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Damen Kuschelsocken,Rossmann Ideen Welt,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Damen-Flanellhose,Rossmann Ideen Welt,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
LED-Fensterstern,Rossmann Ideen Welt,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Adventskalender,Rossmann Ideen Welt,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Weihnachtself mit Zubehör,Rossmann Ideen Welt,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Kohlenhydrat-Stoffwechsel Aktiv,Altapharma,"€ 3,69",Kein vorheriger Preis,"€ 153,75 / kg -",30 Tabl./24 g oder Fett Blocker 30 Tabl./21 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Bett-Tablet,Rossmann Ideen Welt,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
LED-Fensterkerzen,Rossmann Ideen Welt,"€ 8,99",Kein vorheriger Preis,"€ 2,25 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Merci Together,Storck,"€ 2,29","€ 2,99","€ 13,09 / kg -",175 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
LED-Leuchte Stern,Rossmann Ideen Welt,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Papiertüten-Set,Deko Welt,"€ 2,49",Kein vorheriger Preis,"€ 0,21 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
LED-Lichterkette mit Sternen,Deko Welt,"€ 4,79","€ 5,99","€ 4,79 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Sensitiv Dusch-Shampoo,Alterra,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / l -",250 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Duftglas,Rubin Licht,"€ 1,59","€ 1,99","€ 1,59 / Stk -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Badesalz,Isana,"€ 0,49",Kein vorheriger Preis,"€ 0,49 / kg -",Details im Prospekt.,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Kids Bio Quetschbeutel,Genuss Plus,"€ 0,65",Kein vorheriger Preis,"€ 6,50 / kg -",100 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Ralph EdT,Ralph Lauren,"€ 25,99","€ 32,95","€ 866,33 / l -",30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Bold Instinct EdP,David Beckham,"€ 13,99",Kein vorheriger Preis,"€ 279,80 / l -",oder Follow Your Instinct Eau de Parfum je 50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Seductive Fragrance Mist,Guess,"€ 6,49","€ 10,45","€ 25,96 / l -",250 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
For Men EdT,Jaguar,"€ 14,99",Kein vorheriger Preis,"€ 149,90 / l -",100 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Sweet Tooth Body Mist,Sabrina Carpenter,"€ 6,99","€ 9,95","€ 29,62 / l -",236 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Men EdP,Strenesse Parfum,"€ 19,99","€ 29,95","€ 333,17 / l -",oder Woman Eau de Parfum je 60 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Cherry Bloom EdP,Nature Blossom,"€ 9,99",Kein vorheriger Preis,"€ 199,80 / l -",50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Lake Night EdP,Marc O'Polo,"€ 34,99","€ 49,90","€ 349,90 / l -",100 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Casmir EdP,Chopard,"€ 24,99","€ 51,95","€ 249,90 / l -",100 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Tommy Girl EdT,Tommy Hilfiger,"€ 16,99","€ 19,95","€ 566,33 / l -",oder Boy Eau de Toilette je 30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Woman EdP,Spirit of,"€ 3,49",Kein vorheriger Preis,"€ 116,33 / l -",30 ml oder Mini Eau de Parfum 25 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Woman EdT,Mexx,"€ 11,11",Kein vorheriger Preis,"€ 370,33 / l -",30/40 ml oder Mexx Man Eau de Toilette 50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Man EdT,Tom Tailor,"€ 7,99",Kein vorheriger Preis,"€ 266,33 / l -",oder Woman Eau de Toilette oder Woman Eau de Parfum je 30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Trockenshampoo,Batiste,"€ 3,29",Kein vorheriger Preis,"€ 16,45 / l -",200 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Gliss Kur Express-Repair-Spülung,Schwarzkopf,"€ 4,49",Kein vorheriger Preis,"€ 22,45 / l -",200 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Brillance Coloration,Schwarzkopf,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Packung,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Haarspray,Nivea,"€ 2,99",Kein vorheriger Preis,"€ 11,96 / l -",250 ml oder Schaumfestiger 150 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Anti-Age Retinol Boost Tagescreme,Neutrogena,"€ 13,99",Kein vorheriger Preis,"€ 279,80 / l -",50 ml oder Serum 30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Vital Anti-Falten intensiv Nachtpflege,Nivea,"€ 6,75",Kein vorheriger Preis,"€ 135,00 / l -",oder Tagespflege je 50 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Saft,Rotbäckchen,"€ 5,79",Kein vorheriger Preis,"€ 12,87 / l -",450 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Colorwaschmittel,Domol,"€ 2,99",Kein vorheriger Preis,"€ 0,15 / Stk -",oder Vollwaschmittel Flüssig je 20 WL,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Interdental-Bürstchen ISO 2,Prokudent,"€ 1,65",Kein vorheriger Preis,"€ 0,05 / Stk -",32 Stück,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Weichspüler,Domol,"€ 1,19",Kein vorheriger Preis,"€ 0,03 / Stk -",40 WL,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Wäsche-Hygienespüler,Sagrotan,"€ 2,99",Kein vorheriger Preis,"€ 0,15 / Stk -",20 WL oder Dr. Beckmann Farb- und Schmutzfangtücher Vorteilspack 40 Stück,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Allzweckreiniger,Der General,"€ 1,59",Kein vorheriger Preis,"€ 2,12 / l -",750 ml oder Sidolin Glasreiniger 500 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Diskret Hygiene-Pants Super,Facelle,"€ 5,29",Kein vorheriger Preis,"€ 0,66 / Stk -",8 - 10 Stück,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Erdbeer Stücke in Vollmilchschokolade,enerBiO,"€ 2,69",Kein vorheriger Preis,"€ 31,65 / kg -",oder Beeren Mix in dreierlei Schokolade je 85 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
WC-Duftsteine 2in1,Domol,"€ 0,99",Kein vorheriger Preis,"€ 10,31 / kg -",4-fach-Power 2 x 48 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Katze Multipack,Sheba,"€ 4,99",Kein vorheriger Preis,"€ 4,89 / kg -","12 x 85 g oder Katze Trocken­ nahrung Perfect Fit 1,4 kg oder Whiskas 1,9 kg",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Einmal-Handschuhe Nitril,Flink & Sauber,"€ 4,49",Kein vorheriger Preis,"€ 0,07 / Stk -",oder Latex Größe S - L je 60 Stück,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Feuchtes Toilettenpapier Deluxe,Alouette,"€ 1,11","€ 1,29","€ 0,02 / Stk -",50 Stück,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Glas-Diagnosewaage,Rossmann Ideen Welt,"€ 11,99","€ 14,99","€ 11,99 / Stk -",Details im Prospekt,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Gourmet Hund Feine Pastete,Winston,"€ 0,99","€ 1,19","€ 5,66 / kg -",175 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Gourmet Hund Feine Pastete,Winston,"€ 0,69",Kein vorheriger Preis,"€ 2,30 / kg -",300 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Hund Mini Filet Sticks,Winston,"€ 1,49",Kein vorheriger Preis,"€ 18,63 / kg -",mit Hähnchen 80 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Feuchtes Toilettenpapier Deluxe Maxi Pack Kamille,Alouette,"€ 2,29",Kein vorheriger Preis,"€ 0,02 / Stk -",Details im Prospekt,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Mikado-Sticks,LU,"€ 1,39",Kein vorheriger Preis,"€ 1.853,33 / kg -",75 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Haut + Haare + Nägel Gums,Doppelherz,"€ 7,99",Kein vorheriger Preis,"€ 38,05 / kg -",60 Stück/210 g oder Kollagenpulver Zitrone 150 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Oblaten,Dr. Quendt,"€ 1,69","€ 2,49","€ 11,27 / kg -",150 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Folgemilch 2,Humana,"€ 11,99",Kein vorheriger Preis,"€ 15,99 / kg -",2 oder 3 je 750 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Fontal Tinto Vino Varietal,Keine Marke,"€ 4,49",Kein vorheriger Preis,"€ 5,99 / l -","0,75 Liter",Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Pore Refining Serum Drops,Weleda,"€ 8,49",Kein vorheriger Preis,"€ 283,00 / l -",30 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Nuss-Mix Thai Spice,Genuss Plus,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -",gewürzt 125 - 150 g,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
Collagen Bank Augen-Gel-Creme,Neutrogena,"€ 10,49",Kein vorheriger Preis,"€ 699,33 / l -",15 ml,Nein,03.11. - 07.11.,2025-11-03,2025-11-07
