Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Weihnachtskarten ­Set,Crelando,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Details im Prospekt,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Bio Käse am Stück,Milbona,"€ 2,22",Kein vorheriger Preis,"€ 11,10 / kg -",HINWEIS: MIT LIDL PLUS APP Versch. Sorten. Je 200 g Normalpreis: 2.69,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
KFZ-Verbandstasche,Sensiplast,"€ 3,99",Kein vorheriger Preis,"€ 0,09 / Stk -",44-teilig Inhalt nach DIN 13164:2022. Mit ErsteHilfe-Anleitung. Je Stück,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Die Sonnenwinzer Landwein Federweißer,Badischer Winzerkeller,"€ 2,79",Kein vorheriger Preis,"€ 2,79 / l -",Baden/Deutschland Versch. Sorten. Je 1 l,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Vegane Chunks,Vemondo,"€ 2,15",Kein vorheriger Preis,"€ 11,62 / kg -","HINWEIS: MIT LIDL PLUS APP, Versch. Sorten. Je 185 g Normalpreis: 2.45",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Mais-Reis-Snacks,MC Ennedy,"€ 1,19",Kein vorheriger Preis,"€ 9,52 / kg -",Mit Pulled-Pork-Geschmack. Je 125 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Kashkaval Käse,Milbona,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / kg -",HINWEIS: MIT LIDL PLUS APP Je 750 g Normalpreis: 4.99,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Eistee,Fuze Tea,"€ 1,29",Kein vorheriger Preis,"€ 1,03 / l -","Versch. Sorten. Je 1,25 l zzgl. 0.25 Pfand",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Heidekraut,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Soft Cookies,MC Ennedy,"€ 1,99",Kein vorheriger Preis,"€ 8,84 / kg -",Versch. Sorten. Je 225 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Frischkäse,Milbona,"€ 1,45",Kein vorheriger Preis,"€ 4,83 / kg -",HINWEIS: MIT LIDL PLUS APP Versch. Sorten. Je 300 g Normalpreis: 1.69,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Window-Color-Set,Crelando,"€ 6,99",Kein vorheriger Preis,"€ 0,47 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Dekochrysanthemen,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt.,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Mosaic,PlayMais,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Weihnachtsbaumschmuck,Livarno Home,"€ 4,99",Kein vorheriger Preis,"€ 0,17 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Schweine-Gyros XXL,Metzgerfrisch,"€ 4,49",Kein vorheriger Preis,"€ 5,99 / kg -",Mariniert. Je 750 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Apfeltasche,Lidl Backshop,"€ 1,38",Kein vorheriger Preis,"€ 0,46 / Stk -",HINWEIS: MIT LIDL PLUS APP Je 3 Stück Normalpreis: 2.07,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Herren Freeride-Hose,Keine Marke,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,20.10. - 25.10.,2025-10-20,2025-10-25
Künstlicher Weihnachtsbaum,Livarno Home,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Hamburger,Food Fox,"€ 5,99",Kein vorheriger Preis,"€ 9,08 / kg -",Je 6x 110 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Weihnachtsgebäck,Favorina,"€ 3,99",Kein vorheriger Preis,"€ 6,65 / kg -",Versch. Sorten. Je 600 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Thermo-Scheibenschutz,Ultimate Speed,"€ 3,39",Kein vorheriger Preis,"€ 3,39 / Stk -",Details im Prospekt,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Adventskalender Kinder-Mix 3D-Zug,Ferrero,"€ 10,79",Kein vorheriger Preis,"€ 47,74 / kg -",Je 226 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Football Box,MC Ennedy,"€ 4,99",Kein vorheriger Preis,"€ 5,87 / kg -",850g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
LED-Echtwachskerzen,Livarno Home,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Reibekäse Tex Mex,MC Ennedy,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",Versch. Sorten. Je 200 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Bio Joghurt mit Knuspermüsli,Milbona,"€ 0,95",Kein vorheriger Preis,"€ 6,33 / kg -",Versch. Sorten. Je 150 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Bettdecken-Aufbewahrungstasche,W5,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
3D Adventskalender,Milka,"€ 11,99",Kein vorheriger Preis,"€ 73,56 / kg -",Je 163 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Akku-Winkelschleifer PWSA 20-Li F4,Parkside,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
7-Zonen-Boxspring-Matratze Royal Flex KS,BeCo Matratzen,"€ 219,00",Kein vorheriger Preis,"€ 219,00 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Saft,Valensina,"€ 1,39",Kein vorheriger Preis,"€ 1,39 / l -",oder Nektar Versch. Sorten. 1 l zzgl. 0.25 Pfand,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Energy-Drink XXL,Kong Strong,"€ 0,49",Kein vorheriger Preis,"€ 0,98 / l -","Versch. Sorten. Taurin- und koffeinhaltig. Je 0,5 l zzgl. 0.25 Pfand Standardpackung: 0,33 l",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Rote Paprika,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / kg -",Ursprung: Spanien/Niederlande Klasse I Je 500 g,Nein,25.10. - 25.10.,2025-10-25,2025-10-25
Stuffed Crust Pizza,MC Ennedy,"€ 3,69",Kein vorheriger Preis,"€ 7,38 / kg -",Versch. Sorten. Je 500/450 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Grabschale,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details Im Prospekt.,Nein,25.10. - 25.10.,2025-10-25,2025-10-25
Curlies XXL,MC Ennedy,"€ 3,29",Kein vorheriger Preis,"€ 2,74 / kg -","Je 1,2 kg",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Mixed Minis,Mars,"€ 5,49",Kein vorheriger Preis,"€ 7,73 / kg -",Je 710 g Standardpackung: 400 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Culinesse XXL,Rama,"€ 1,99",Kein vorheriger Preis,"€ 2,65 / l -",Versch. Sorten. Je 750 ml Standardpackung: 500 ml,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Granatapfel,Keine Marke,"€ 0,69",Kein vorheriger Preis,"€ 0,69 / Stk -",Ursprung: Spanien/Türkei Klasse I Je Stück,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Clippys Spiele-Set M,Lupilu,"€ 9,99",Kein vorheriger Preis,"€ 0,03 / Stk -",Details im Prospekt,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
LED-­Totenkopf,Livarno Home,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",HINWEIS: MIT LIDL PLUS APP Gültig von 20.10.–26.10 Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Mini-Sterne-Herzen-Brezeln,Favorina,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / kg -",Versch. Sorten. Je 400 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Blanc,Lillet,"€ 10,99",Kein vorheriger Preis,"€ 14,65 / l -","oder Rosé 17 % vol Je 0,75 l",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Steinofenpizza Edelsalami XXL,Trattoria Alfredo,"€ 4,69",Kein vorheriger Preis,"€ 3,35 / kg -",Je 4x 350 g Standardpackung: 3x 350 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Schwerlast-Ratschenspanngurte-Set,Ultimate Speed,"€ 7,19",Kein vorheriger Preis,"€ 3,60 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Ski- und Snowboardbrille,Crivit,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Pudding,Zum Dorfkrug,"€ 1,29",Kein vorheriger Preis,"€ 7,17 / kg -",Grütze/ Vanillesauce Versch. Sorten. Je 180 g/125 ml,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Clippys Junior Bausteine-Set,Lupilu,"€ 14,99",Kein vorheriger Preis,"€ 0,21 / Stk -",Details im Prospekt,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Selection Cashewkerne XXL,Alesto,"€ 5,79",Kein vorheriger Preis,"€ 11,58 / kg -",Naturbelassen. Je 500 g Standardpackung: 200 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Schauma Shampoo,Schwarzkopf,"€ 2,59",Kein vorheriger Preis,"€ 3,45 / l -",Versch. Sorten. Je 750 ml,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Mini-Figuren,Favorina,"€ 2,99",Kein vorheriger Preis,"€ 23,92 / kg -",Versch. Figuren. Je 125 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Labs Rasierer,Gillette,"€ 17,95",Kein vorheriger Preis,"€ 17,95 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Cashewkerne XXL,Alesto,"€ 2,79",Kein vorheriger Preis,"€ 11,16 / kg -",Geröstet & gesalzen. Je 250 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Kinder Halloween Kostüm,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Adventskalender,Franzis,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Kaffeevollautomat LattEspress EA8298,Krups,"€ 349,00",Kein vorheriger Preis,"€ 349,00 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Montagerollbrett und Werkstatthocker,Parkside,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Crunchips Paprika,Lorenz,"€ 1,99",Kein vorheriger Preis,"€ 6,63 / kg -",Je 300 g Standardpackung: 220 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Tiptoi Adventskalender,Ravensburger,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
4 Radzierblenden,Ultimate Speed,"€ 17,49",Kein vorheriger Preis,"€ 4,37 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Clippys Bausteine Set,Lupilu,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Veganer Aufstrich,Vemondo,"€ 1,19",Kein vorheriger Preis,"€ 6,80 / kg -",Versch. Sorten. Je 175 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Akku-LED Klemmleuchte,Parkside,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,20.10. - 25.10.,2025-10-20,2025-10-25
Erfrischungsgetränk,Solevita,"€ 3,69",Kein vorheriger Preis,"€ 1,32 / l -",Versch. Sorten. Je 14x 200 ml,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Akku-Ratsche Starterset PAR 12 B1,Parkside,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,20.10. - 25.10.,2025-10-20,2025-10-25
Faltshopper,TopMove,"€ 1,00",Kein vorheriger Preis,"€ 1,00 / Stk -","100 % Polyester. Waschbar bis 30 °C. Entfaltet: ca. B 43,5 x H 63 cm. Je Stück",Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Weisse Voll-Nuss,Ritter Sport,"€ 1,69",Kein vorheriger Preis,"€ 16,90 / kg -",HINWEIS: MIT LIDL PLUS APP Versch. Sorten. Je 100 g Normalpreis: 2.29,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Dominosteine,Favorina,"€ 2,79",Kein vorheriger Preis,"€ 11,16 / kg -",HINWEIS: MIT LIDL PLUS APP Versch. Sorten. Je 250 g; Normalpreis: 3.49,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Kräuterlikör,Jägermeister,"€ 11,99",Kein vorheriger Preis,"€ 17,13 / l -","35 % vol Je 0,7 l",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Delikatess Saucen,Maggi,"€ 0,79",Kein vorheriger Preis,"€ 17,95 / kg -","Versch. Sorten. Je 44/39,6/33 g",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
WPC Terrassendielen Samana,Home Deluxe,"€ 449,00",Kein vorheriger Preis,"€ 449,00 / Stk -",Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Beef Jerky,MC Ennedy,"€ 1,99",Kein vorheriger Preis,"€ 44,22 / kg -",Versch. Sorten. Je 45 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Muffins XXL,MC Ennedy,"€ 2,49",Kein vorheriger Preis,"€ 4,61 / kg -",Versch. Sorten. Je 540 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Hähnchen-Rollbraten,Metzgerfrisch,"€ 5,49",Kein vorheriger Preis,"€ 10,98 / kg -",Gefüllt in versch. Sorten. Je 500 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Mikrowellen-Popcorn XXL,MC Ennedy,"€ 2,49",Kein vorheriger Preis,"€ 4,98 / kg -",süß Je 500 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Ahornsirup,MC Ennedy,"€ 3,39",Kein vorheriger Preis,"€ 13,56 / l -",Je 250 ml,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Katzenstreu XXL,Coshida,"€ 3,95",Kein vorheriger Preis,"€ 0,49 / l -",Je 8 l Standardpackung: 6 l,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Premium Rindersteak,Metzgerfrisch,"€ 4,05",Kein vorheriger Preis,"€ 13,50 / kg -",Mariniert aus Südamerika. Ca. 300–500 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Knuspergarnelen,Nordsee,"€ 3,49",Kein vorheriger Preis,"€ 17,45 / kg -",Je 200 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Sylvaner Vieilles Vignes,Camille Meyer,"€ 6,99",Kein vorheriger Preis,"€ 9,32 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Gewürztraminer AOC, Weißwein, lieblich Elsass/Frankreich Je 0,75 l",Ja,27.10. - 01.11.,2025-10-27,2025-11-01
Obazda Original,Alpenhain,"€ 1,49",Kein vorheriger Preis,"€ 11,92 / kg -",Camembert Creme Versch. Sorten. Je 125 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Skyr Der Klassiker Bourbon Vanille,Arla,"€ 1,49",Kein vorheriger Preis,"€ 3,31 / kg -",Versch. Sorten. Je 450 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Typ Cappuccino,Nescafé,"€ 2,89",Kein vorheriger Preis,"€ 20,64 / kg -",Latte Typ Cappuccino in versch. Sorten. Je 140/125/144 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Delikatess-Hähnchenbrust XXL,Dulano,"€ 1,49",Kein vorheriger Preis,"€ 12,42 / kg -",Truthahnbrust XXL Je 120 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Dessert,Milka,"€ 0,49",Kein vorheriger Preis,"€ 6,13 / kg -",Versch. Sorten. Je 80 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Damen Strickpullover,Esmara,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -","HINWEIS: NUR ONLINE VERFÜGBAR, Details im Prospekt – Preis variiert je nach Größe und Variante",Ja,20.10. - 25.10.,2025-10-20,2025-10-25
Frikadellen XXL,Dulano,"€ 2,99",Kein vorheriger Preis,"€ 4,98 / kg -",Versch. Sorten. Je 600 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Herren Sweathose,Esmara,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -","HINWEIS: NUR ONLINE VERFÜGBAR, Details im Prospekt – Preis variiert je nach Größe und Variante",Ja,20.10. - 25.10.,2025-10-20,2025-10-25
Schnitzel XXL,Culinea,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -","Vom Schwein, paniert. Je 500 g",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
KitKat Riegel,Nestlé,"€ 1,79",Kein vorheriger Preis,"€ 10,65 / Stk -",HINWEIS: MIT LIDL PLUS APP oder Lion KitKat in versch. Sorten. Je 168/ 166/ 160/150 g Normalpreis: 3...,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Tortillas XXL,Chio,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -","HINWEIS: MIT LIDL PLUS APP, Versch. Sorten. Je 200 g, Normalpreis: 2.99",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Back-Camembert Classic,Alpenhain,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",Versch. Sorten. Je 200 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Zahnpasta,Colgate,"€ 4,99",Kein vorheriger Preis,"€ 22,18 / l -",Versch. Sorten. Je 3 x 75 ml,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Antibeschlagspray,Parkside,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / l -",Je 400 ml. Details im Prospekt.,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Damen Softshell-Skihose,Crivit,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
LED-Grablicht,Livarno Home,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Beeren-Mix XXL,Fritt,"€ 2,99",Kein vorheriger Preis,"€ 8,54 / kg -",Versch. Sorten. Je 350 g,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Eistee,Pfanner,"€ 1,29",Kein vorheriger Preis,"€ 0,65 / l -",Versch. Sorten. Je 2 l,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
2 Taschenwärmer,Sensiplast,"€ 2,79",Kein vorheriger Preis,"€ 1,40 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Grabgestecke,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Gusseisen Servierpfanne Ø 26 cm,SilverCrest,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante․,Ja,27.10. - 01.11.,2025-10-27,2025-11-01
Streichzart,Meggle,"€ 2,99",Kein vorheriger Preis,"€ 7,48 / kg -",Versch. Sorten. Je 400 g,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Boxspringbett Broome,Sun Garden,"€ 459,00",Kein vorheriger Preis,"€ 459,00 / Stk -","HINWEIS: NUR ONLINE VERFÜGBAR, Details im Prospekt",Ja,20.10. - 25.10.,2025-10-20,2025-10-25
