Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Norwegischer Räucherlachs,Nautica,"€ 2,49",Kein vorheriger Preis,"€ 27,67 / kg -",Je 90 g,Nein,29.11. - 06.12.,2025-11-29,2025-12-06,images_marktguru/marktguru_0013.jpg
Speyside Single Malt Scotch Whisky 25 Jahre,Ben Bracken,"€ 69,90",Kein vorheriger Preis,"€ 99,86 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Je 0,7 l",Ja,23.11. - 06.12.,2025-11-23,2025-12-06,images_marktguru/marktguru_0014.jpg
Zigarrenbrand,Pfanner und Gutmann Getränke,"€ 29,99",Kein vorheriger Preis,"€ 42,84 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Je 0,7 l",Ja,23.11. - 06.12.,2025-11-23,2025-12-06,images_marktguru/marktguru_0015.jpg
Bio Norwegische Lachsfiletportionen,Fischerstolz,"€ 13,99",Kein vorheriger Preis,"€ 27,98 / kg -",Mit Haut. Je 4x 125 g,Nein,29.11. - 06.12.,2025-11-29,2025-12-06,images_marktguru/marktguru_0016.jpg
Bio Lachsfiletportion,Fischerstolz,"€ 6,49",Kein vorheriger Preis,"€ 32,45 / kg -",Mit Haut. Je 200 g,Nein,29.11. - 06.12.,2025-11-29,2025-12-06,images_marktguru/marktguru_0017.jpg
Fischerstolz Ofen- und Grilllachs,Keine Marke,"€ 5,25",Kein vorheriger Preis,"€ 21,00 / kg -",Mariniert in versch. Sorten. Je 250 g,Nein,29.11. - 06.12.,2025-11-29,2025-12-06,images_marktguru/marktguru_0018.jpg
Graved Lachs,Nautica,"€ 3,99",Kein vorheriger Preis,"€ 23,47 / kg -",Norwegischer Je 170 g,Nein,29.11. - 06.12.,2025-11-29,2025-12-06,
Norwegische Lachs­ Filetportionen,Ocean Sea,"€ 4,99",Kein vorheriger Preis,"€ 19,96 / kg -",Ohne Haut. Je 250 g,Nein,29.11. - 06.12.,2025-11-29,2025-12-06,
Lachsfilet-Portionen,Fischerstolz,"€ 9,49",Kein vorheriger Preis,"€ 18,98 / kg -",Norwegische Lachsfilet-Portionen Mit Haut. Je 4 x 125 g,Nein,29.11. - 06.12.,2025-11-29,2025-12-06,images_marktguru/marktguru_0021.jpg
Lachsforellenfilet,Fischerstolz,"€ 3,79",Kein vorheriger Preis,"€ 21,06 / kg -",ASC Mit Haut. Je 180 g,Nein,29.11. - 06.12.,2025-11-29,2025-12-06,images_marktguru/marktguru_0022.jpg
Réserve Champagner,Taittinger,"€ 39,99",Kein vorheriger Preis,"€ 53,32 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Brut, Je 0,75 l",Ja,30.11. - 13.12.,2025-11-30,2025-12-13,images_marktguru/marktguru_0023.jpg
Blended Scotch Whisky PX Cask Finish 30 Jahre,Glenalba,"€ 59,90",Kein vorheriger Preis,"€ 85,57 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Je 0,7 l",Ja,23.11. - 06.12.,2025-11-23,2025-12-06,images_marktguru/marktguru_0024.jpg
Rosé Impérial,Moët & Chandon,"€ 49,99",Kein vorheriger Preis,"€ 66,65 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Champagner, brut Champagne/ Frankreich Je 0,75 l",Ja,23.11. - 06.12.,2025-11-23,2025-12-06,
Salami-Vielfalt,Deluxe,"€ 4,99",Kein vorheriger Preis,"€ 23,76 / kg -",Je 210 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,
Crumble Desserts,Deluxe,"€ 1,69",Kein vorheriger Preis,"€ 16,90 / kg -",Versch. Sorten. Enthält teilweise Alkohol. Je 100 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0027.jpg
Kinder Thermojeggings,Lupilu,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0028.jpg
Pasta,Giovanni Rana,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -",Versch. Sorten. Je 500 g,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0029.jpg
Sekundenkleber,Pritt,"€ 1,79",Kein vorheriger Preis,"€ 298,33 / kg -",Details im Prospekt,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0030.jpg
Dattel-Cherrytomaten,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -",Ursprung: Spanien/ Marokko Klasse I Je 500 g,Nein,04.12. - 06.12.,2025-12-04,2025-12-06,images_marktguru/marktguru_0031.jpg
Kinder Schneestiefel,Crivit,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0032.jpg
Backzubehör,SilverCrest,"€ 2,19",Kein vorheriger Preis,"€ 2,19 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Knollensellerie,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / kg -",lose kg-Preis,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Play-Doh 4 Knetdosen,Hasbro,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0035.jpg
Doppelzonen-Heißluftfritteuse SHFD 2600 B2,SilverCrest,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",Details im Prospekt,Nein,04.12. - 06.12.,2025-12-04,2025-12-06,images_marktguru/marktguru_0036.jpg
Weicher Torroneriegel,Deluxe,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -",Versch. Sorten. Je 100 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0037.jpg
Rinder-Suppenfleisch,Metzgerfrisch,"€ 6,59",Kein vorheriger Preis,"€ 13,18 / kg -","Vom Jungbullen, ohne Knochen. Je 500 g",Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0038.jpg
Folienbeutel,SilverCrest,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt,Nein,04.12. - 06.12.,2025-12-04,2025-12-06,
Ofenkäse,Rougette,"€ 3,99",Kein vorheriger Preis,"€ 12,47 / kg -","HINWEIS: MIT LIDL PLUS APP, Versch. Sorten. Je 320 g., Normalpreis: 5.99",Nein,11.12. - 13.12.,2025-12-11,2025-12-13,
Macadamia,Deluxe,"€ 3,49",Kein vorheriger Preis,"€ 26,85 / kg -",Versch. Sorten. Je 130/120 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0041.jpg
Norwegische Lachsseite,Keine Marke,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / kg -",Schock­ge­frostet und aufgetaut. Mit Haut. Ca. 1 kg kg-Preis,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0042.jpg
Kitchen Tools Vakuumierer SV 125 C7,SilverCrest,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt,Nein,04.12. - 06.12.,2025-12-04,2025-12-06,images_marktguru/marktguru_0043.jpg
Gold Label Reserve Blended Scotch Whisky,Johnnie Walker,"€ 35,99",Kein vorheriger Preis,"€ 51,41 / l -","40 % vol Je 0,7 l",Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0044.jpg
Folienrollen,SilverCrest,"€ 2,99",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt,Nein,04.12. - 06.12.,2025-12-04,2025-12-06,images_marktguru/marktguru_0045.jpg
Streichzart,Meggle,"€ 2,99",Kein vorheriger Preis,"€ 7,48 / kg -",Versch. Sorten. Je 400 g,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0046.jpg
Cremant de Bourgogne,Bonot Pére & Fils,"€ 8,99",Kein vorheriger Preis,"€ 11,99 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Prestige AOC rosé, Schaumwein, brut Burgund/Frankreich Je 0,75 l",Ja,08.12. - 13.12.,2025-12-08,2025-12-13,
Schweinegulasch,Metzgerfrisch,"€ 2,99",Kein vorheriger Preis,"€ 5,98 / kg -","HINWEIS: MIT LIDL PLUS APP, Je 500 g., Normal­preis: 4.19",Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Noble Vodka,Beluga Wodka,"€ 29,99",Kein vorheriger Preis,"€ 42,84 / l -","40 % vol Je 0,7 l",Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0049.jpg
Performance Schlagbit-Set,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 0,25 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0050.jpg
Die Ofenfrische Pizza,Dr. Oetker,"€ 1,89",Kein vorheriger Preis,"€ 4,61 / kg -",HINWEIS: MIT LIDL PLUS APP 1.79 € oder Pizza Tradizionale Versch. Sorten. Je 410/390/350/405/360/415...,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0051.jpg
Dippi,Kiri,"€ 2,79",Kein vorheriger Preis,"€ 15,94 / kg -","Je 175 g., 5er-Pack",Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0052.jpg
Performance Meißelschraubendreher-Satz,Parkside,"€ 14,99",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,
Corned Beef,Dulano,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",oder Turkey. Je 200 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,
Heißluftfritteuse,SilverCrest,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0055.jpg
Brotaufstrich Eiersalat,Popp,"€ 1,19",Kein vorheriger Preis,"€ 7,93 / kg -","HINWEIS: MIT LIDL PLUS APP, Versch. Sorten. Je 150 g., Normalpreis: 1.79",Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0056.jpg
Porree,Keine Marke,"€ 0,45",Kein vorheriger Preis,"€ 0,45 / Stk -",Ursprung: Deutschland/ Niederlande Klasse I Je Stück,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0057.jpg
Rindersaftschinken,Dulano,"€ 2,49",Kein vorheriger Preis,"€ 24,90 / kg -",Versch. Sorten. Je 100 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0058.jpg
Getränkespender,Sansibar,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0059.jpg
Damen Feinstrick-Hose,Esmara,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0060.jpg
Ziegenfrischkäse im Speckmantel,Deluxe,"€ 3,99",Kein vorheriger Preis,"€ 26,60 / kg -",Je 150 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,
Schnellkochtopf,Silit,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Küchenblock Classic,Menke Küchen,"€ 959,00",Kein vorheriger Preis,"€ 959,00 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0063.jpg
Les Sauces Hollandaise,Thomy,"€ 0,99",Kein vorheriger Preis,"€ 3,30 / l -",Versch. Sorten. Je 300 ml,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0064.jpg
Weihnachtsmann,Milka,"€ 0,95",Kein vorheriger Preis,"€ 21,11 / kg -",HINWEIS: MIT LIDL PLUS APP 0.88 Je 45 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0065.jpg
Sahnespender Dessert Creative Whip Essential,Isi,"€ 27,99",Kein vorheriger Preis,"€ 27,99 / Stk -",Details Im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0066.jpg
Energy Drink,Monster Energy,"€ 7,99",Kein vorheriger Preis,"€ 1,60 / l -","Versch. Sorten. Je Gebinde 10x 0,5 l zzgl. 2.50 Pfand",Nein,01.12. - 06.12.,2025-12-01,2025-12-06,
Dessert,Milbona,"€ 2,99",Kein vorheriger Preis,"€ 6,64 / kg -",Spezialitäten Versch. Sorten. Enthält Alkohol. Gekühlt. Je 450 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Kaufmannsladen,Lupilu,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0069.jpg
Damen Wide-Leg-Hose,Esmara,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details Im Prospekt,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0070.jpg
Akku PAP 20 B1 + Ladegerät PLG 20 C1,Parkside,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0071.jpg
Damen Thermo-Leggings,Esmara,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details Im Prospekt,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0072.jpg
Selection Mandeln vegan,Alesto,"€ 2,22",Kein vorheriger Preis,"€ 11,10 / kg -",HINWEIS: MIT LIDL PLUS APP Naturbelassen. Je 200 g Normalpreis: 3.49,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0073.jpg
Bio Griechischer Feta,Milbona,"€ 2,22",Kein vorheriger Preis,"€ 11,10 / kg -",Je 200 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0074.jpg
Sahnejoghurt,Zott,"€ 0,39",Kein vorheriger Preis,"€ 2,79 / kg -",HINWEIS: MIT LIDL PLUS APP 0.33 € Versch. Sorten. Je 140 g,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,
Bio-Zitronen,Keine Marke,"€ 0,79",Kein vorheriger Preis,"€ 0,79 / Stk -",Ursprung: Italien/ Spanien/Griechenland Klasse I Je Stück,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Fix,Maggi,"€ 0,49",Kein vorheriger Preis,"€ 13,61 / kg -",Versch. Sorten. Je 36/33/30 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0077.jpg
Gemüse,Freshona,"€ 1,99",Kein vorheriger Preis,"€ 2,65 / kg -",Versch. Sorten. Tiefgefroren. Je 750 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0078.jpg
Performance Akku-Kreuzlinienlaser KLLP 3360 A,Parkside,"€ 99,99",Kein vorheriger Preis,"€ 49,99 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0079.jpg
Schokoladenkränze,Favorina,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",Mit Nonpareille. Je 200 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0080.jpg
Black Ruby Blended Scotch Whisky,Johnnie Walker,"€ 19,99",Kein vorheriger Preis,"€ 39,98 / l -","40 % vol Je 0,5 l + 50ml Black Label Blended Scotch Whisky",Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Feingefüllte Kugeln,Favorina,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -",Versch. Sorten. Je 100 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Bio-Hülsenfrüchte,Golden Sun,"€ 1,45",Kein vorheriger Preis,"€ 2,90 / kg -",Versch. Sorten. Je 500 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0083.jpg
Elektrischer Fleischwolf SFWT 400 B1,SilverCrest,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,04.12. - 06.12.,2025-12-04,2025-12-06,images_marktguru/marktguru_0084.jpg
Weihnachtssterne,Keine Marke,"€ 2,29",Kein vorheriger Preis,"€ 2,29 / Stk -",Details Im Prospekt,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0085.jpg
Natives Bio-Olivenöl Extra,Primadonna Öl,"€ 6,95",Kein vorheriger Preis,"€ 9,27 / l -","Je 0,75 l",Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0086.jpg
Damen Soft-Shaping-Body,Esmara,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0087.jpg
Holzleim,Pattex,"€ 2,69",Kein vorheriger Preis,"€ 10,76 / kg -",Details im Prospekt,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0088.jpg
Schokolierte Früchte,Deluxe,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",Versch. Sorten. Je 200 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Deluxe Ganzer Sommertrüffel,Sansibar,"€ 7,99",Kein vorheriger Preis,"€ 319,60 / kg -",Je 40 g; Abtropfgewicht: 25 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Gusseisen Topf,SilverCrest,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,04.12. - 06.12.,2025-12-04,2025-12-06,images_marktguru/marktguru_0091.jpg
Länder-Käseselektion,Deluxe,"€ 3,79",Kein vorheriger Preis,"€ 19,95 / kg -",Versch. Sorten. Gekühlt. Je 190/150/180 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0092.jpg
Bio-Blütenhonig,Maribel,"€ 3,85",Kein vorheriger Preis,"€ 7,70 / kg -",flüssig Je 500 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0093.jpg
Performance Smart-Akku 20 V/4 Ah PAPS 204 B1,Parkside,"€ 34,99",Kein vorheriger Preis,"€ 34,99 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0094.jpg
Damen-Slips 2er,Esmara,"€ 5,99",Kein vorheriger Preis,"€ 3,00 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Tee,Meßmer,"€ 1,49",Kein vorheriger Preis,"€ 29,80 / kg -","Versch. Sorten. Je 20x 2,5/20x 2 g",Nein,11.12. - 13.12.,2025-12-11,2025-12-13,
Briocheteig Croissant mit Schokofüllung,Lidl Backshop,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Je Stück,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0097.jpg
Steirisches Kürbiskernöl,Deluxe,"€ 4,99",Kein vorheriger Preis,"€ 19,96 / l -",g.g.A. Aus der Steiermark. Je 250 ml,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0098.jpg
Plüsch-Spannbettlaken,Livarno Home,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0099.jpg
Tuc Cracker Original,LU,"€ 0,89",Kein vorheriger Preis,"€ 8,90 / kg -",Versch. Sorten. Je 100 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0100.jpg
Damen Bademantel,Sansibar,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0101.jpg
Putenschnitzel auf Metaxa-Sauce,Metzgerfrisch,"€ 4,49",Kein vorheriger Preis,"€ 8,98 / kg -",Mariniert. In einer Backofenschale. Je 500 g,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0102.jpg
Maniküre-Etui,Sansibar,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Longlife Batterien,Varta,"€ 6,99",Kein vorheriger Preis,"€ 0,23 / Stk -",Details im Prospekt.,Nein,04.12. - 06.12.,2025-12-04,2025-12-06,
Frottier-Duschvorleger,Sansibar,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0105.jpg
Edelstahl-Isolierflasche,Sansibar,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0106.jpg
Semmelknödel,Deluxe,"€ 2,99",Kein vorheriger Preis,"€ 9,97 / kg -",Versch. Sorten. Gekühlt. Je 300 g,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0107.jpg
Dipschalen-Set,Sansibar,"€ 6,99",Kein vorheriger Preis,"€ 1,75 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0108.jpg
Goldbären XXL,Haribo,"€ 1,19",Kein vorheriger Preis,"€ 3,50 / kg -",Versch. Sorten. Je 340/300 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,
Kinder Sweatpullover,Lupilu,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,
Steckdosenadapter,Tronic,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,11.12. - 13.12.,2025-12-11,2025-12-13,images_marktguru/marktguru_0111.jpg
Küchenmaschine SKMB 1000 A1,SilverCrest,"€ 119,00",Kein vorheriger Preis,"€ 119,00 / Stk -",Details Im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0112.jpg
Kinder Maxi Mix Große Mischung,Ferrero,"€ 6,49",Kein vorheriger Preis,"€ 32,29 / kg -",Je 201 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0113.jpg
Alugussbräter Karree,ELO,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0114.jpg
1-2-3 Frites Original,McCain,"€ 2,99",Kein vorheriger Preis,"€ 1,99 / kg -","Je 1,5 kg",Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0115.jpg
Duftkerze im Glas,Sansibar,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details Im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0116.jpg
Kinder Joy,Ferrero,"€ 2,99",Kein vorheriger Preis,"€ 49,83 / kg -",Je 60 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,
Damen Pailletten Minirock,Esmara,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,
Raffaello Geschenkbox,Ferrero,"€ 7,89",Kein vorheriger Preis,"€ 26,30 / kg -",Je 300 g,Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0119.jpg
Pepsi Cola,Pepsi,"€ 0,88",Kein vorheriger Preis,"€ 0,70 / l -","Koffeinhaltig. Versch. Sorten. Je 1,25 l zzgl. 0.25 Pfand",Nein,01.12. - 06.12.,2025-12-01,2025-12-06,images_marktguru/marktguru_0120.jpg
Jersey Spannbettlaken,Sansibar,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details Im Prospekt,Nein,08.12. - 13.12.,2025-12-08,2025-12-13,images_marktguru/marktguru_0121.jpg
