Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Gourmet Mini Bananen,Gourmet Mini Bananen,"1,00 €",,"1 kg = 4,00 €",,Nein,,,,images_tegut/tegut_offer_047.jpg
Bio-Pausenäpfel,demeter,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_048.jpg
Bio-Blutorangen,Demeter,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_049.jpg
Bio-Heidelbeeren,Bio-Heidelbeeren,"3,99 €",,"1 kg = 13,30 €",,Nein,,,,images_tegut/tegut_offer_050.jpg
Bio-Rinderbeinscheibe,tegut,"1,79 €",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_051.jpg
Bio-Rinderroulade,Bio-Rinderroulade,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_052.jpg
Roastbeef,Roastbeef,"3,99 €",,,,Nein,,,,images_tegut/tegut_offer_053.jpg
LandPrimus Schweineschnitzel,tegut...,"0,99 €",,,,Nein,,,,images_tegut/tegut_offer_054.jpg
Kalbsbraten,Kalbsbraten,"2,49 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_055.jpg
Schweinegeschnetzeltes,Schweinegeschnetzeltes,"0,79 €",,,,Nein,,,,images_tegut/tegut_offer_056.jpg
Maigriller,tegut... LandPrimus,"4,99 €",,1 kg = 19.96 €,,Nein,,,,images_tegut/tegut_offer_057.jpg
Schweinemett,Schweinemett,"0,69 €",,,,Nein,,,,images_tegut/tegut_offer_058.jpg
Rinderbrust,LandPrimus,"1,99 €",,,,Nein,,,,images_tegut/tegut_offer_059.jpg
Entenbrust mit Haut,Entenbrust mit Haut,"2,49 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_060.jpg
Bio-Schweinerücken,Bio-Schweinerücken,"2,99 €",,"3,49 €",,Nein,,,,images_tegut/tegut_offer_061.jpg
Bio-Putenoberkeule,Bio-Putenoberkeule,"1,99 €",,1.99 per 100 g,,Nein,,,,images_tegut/tegut_offer_062.jpg
Kulmbacher Rolle,Kulmbacher Rolle,"0,99 €",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_063.jpg
Fleischkäse Brötchen/Leberkäse Semmel,Fleischkäse Brötchen/Leberkäse Semmel,"2,00 €",,,,Nein,,,,images_tegut/tegut_offer_064.jpg
Forelle,Meine Lieblinge,"2,29 €",,"1 kg = 30,53 €",,Nein,,,,images_tegut/tegut_offer_065.jpg
Fischertopf,Fischertopf,"1,99 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_066.jpg
Aioli Knoblauch Creme,Ergüllü,"2,29 €",,"1 kg = 11,45/18,32 €",,Nein,,,,images_tegut/tegut_offer_067.jpg
Saft,livefresh,"2,99 €",,"1 l = 11,96 €",,Nein,,,,images_tegut/tegut_offer_068.jpg
Bio-Lachsfilet,Bio-Lachsfilet,"3,99 €",,,,Nein,,,,images_tegut/tegut_offer_069.jpg
Feinkostsalat,Rüma,"1,99 €",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_070.jpg
Ananas in Scheiben,tegut... Daily,"3,79 €",,"4,29 €",,Nein,,,,images_tegut/tegut_offer_071.jpg
Bio-Mehrkornbrötchen,Herzberger,"1,99 €",,"1 kg = 9,48",,Nein,,,,images_tegut/tegut_offer_072.jpg
My Cake Marmor,KomPack,"2,79 €",,1 kg = 7.97,,Nein,,,,images_tegut/tegut_offer_073.jpg
Schokoladen-Nuss-Gipfel,Schokoladen-Nuss-Gipfel,"0,99 €",,"1,39 €",,Nein,,,,images_tegut/tegut_offer_074.jpg
Bio-Leinsprossenbrot,Herzberger,"3,49 €",,"1 kg = 6,98 €",,Nein,,,,images_tegut/tegut_offer_075.jpg
Wraps Whole Wheat,Poco Loco,"1,79 €",,"1 kg = 5,59/4,71/4,84 €",,Nein,,,,images_tegut/tegut_offer_076.jpg
Weizenbrötchen,Weizenbrötchen,"1,50 €",,"1 kg = 2,31 €",,Nein,,,,images_tegut/tegut_offer_077.jpg
Korn & Saaten,tegut,"0,99 €",,"1 kg = 1,98 €",,Nein,,,,images_tegut/tegut_offer_078.jpg
Kaisersülze,Kaisersülze,"1,99 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_079.jpg
Pizzafleischkäse,LandPrimus,"0,99 €",,,,Nein,,,,images_tegut/tegut_offer_080.jpg
Bio-Kochschinken,Bio-Kochschinken,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_081.jpg
Chili-Beißer,Chili-Beißer,"1,49 €",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_082.jpg
Bio-Wiener-Würstchen,Bio-Wiener-Würstchen,"1,99 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_083.jpg
Delikatess-Leberwurst,Delikatess-Leberwurst,"0,88 €",,,,Nein,,,,images_tegut/tegut_offer_084.jpg
LandPrimus Bauernschinken,tegut...,"1,99 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_085.jpg
Montagnolo Affiné,Montagnolo Affiné,"1,99 €",,"2,79 €",,Nein,,,,images_tegut/tegut_offer_086.jpg
Frischkäsecreme,Dahlhoff,"1,79 €",,,,Nein,,,,images_tegut/tegut_offer_087.jpg
50 % Rabatt,50 % Rabatt,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_088.jpg
Saint Albray,Saint Albray,"1,99 €",,,,Nein,,,,images_tegut/tegut_offer_089.jpg
Schweizer Appenzellerin 5,Schweizer Appenzellerin 5,"2,79 €",,"3,49 €",,Nein,,,,images_tegut/tegut_offer_090.jpg
Weichkäse,St. André,"1,99 €",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_091.jpg
frischer Schmand,Milram,"1,29 €",,"1,49 €",,Nein,,,,images_tegut/tegut_offer_092.jpg
Butter,Weihenstephan,"1,79 € *",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_093.jpg
Pfannengericht,Rügenwalder Mühle,"2,49 €",,"1 kg = 12,45/13,83 €",,Nein,,,,images_tegut/tegut_offer_094.jpg
Joghurt mit der Ecke,Müller,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_095.jpg
Monte Maxi,Zott,"1,79 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_096.jpg
Actimel Granatapfel,Danone,"2,22 €",,"1 kg = 2,78 €",,Nein,,,,images_tegut/tegut_offer_097.jpg
Barista Hafer,Berief,"1,49 €",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_098.jpg
Bio-Rahmjoghurt,Andechser Natur,"0,99 €",,"1,19 €",,Nein,,,,images_tegut/tegut_offer_099.jpg
Bio-Joghurt,Naturland Fair Berchtesgadener Land,"0,99 €",,"1,19 €",,Nein,,,,images_tegut/tegut_offer_100.jpg
The VGN Classic-Scheiben,Ziegler,"1,79 €",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_101.jpg
Schlagsahne,tegut...,"2,49 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_102.jpg
Ofenkäse,Rougette,"3,99 €",,"1 kg = 12,47 €",,Nein,,,,images_tegut/tegut_offer_103.jpg
Pfefferbeißer,Jeden Tag,"3,59 €",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_104.jpg
Frische fettarme Milch,Jeden Tag,"0,85 €",,,,Nein,,,,images_tegut/tegut_offer_105.jpg
Knoblauch Salami,Sorger,"1,79 €",,"23,87 € / 1 kg",,Nein,,,,images_tegut/tegut_offer_106.jpg
Edelcreme Sahne,Adler,"1,49 €",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_107.jpg
Bio-Geflügel-Lyoner fein,Wiltmann,"1,99 €",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_108.jpg
Frischkäse Kräuter,Philadelphia,"1,19 €",,"2,29 €",,Nein,,,,images_tegut/tegut_offer_109.jpg
geriebener Emmentaler,tegut,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_110.jpg
Lachsschinken,Jeden Tag,"2,39 €",,"1 kg = 15,93 €",,Nein,,,,images_tegut/tegut_offer_111.jpg
Bami Goreng,Frosta,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_112.jpg
Butter-Blätterteig,Tante Fanny,"2,22 €",,,,Nein,,,,images_tegut/tegut_offer_113.jpg
Casa Pietra Tortelloni Käse,Steinhaus,"1,79 €",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_114.jpg
Baguette,Nordic Gluten Free Bakery,"3,49 €",,"1 kg = 13,42/10,26 €",,Nein,,,,images_tegut/tegut_offer_115.jpg
Eierspätzle,Henglein,"1,99 €",,"1 kg = 4,98/3,98 €",,Nein,,,,images_tegut/tegut_offer_116.jpg
Bio-Eiscreme Vanille,Alnatura,"3,79 €",,"1 l = 7,58 €",,Nein,,,,images_tegut/tegut_offer_117.jpg
Gemüse Dumplings,Itsu,"3,33 €",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_118.jpg
Lachs Naturfilets,tegut...,"5,99 €",,"7,99 €",,Nein,,,,images_tegut/tegut_offer_119.jpg
Suprema Calabrese & Nduja,Dr. Oetker,"3,99 €",,"5,49 €",,Nein,,,,images_tegut/tegut_offer_120.jpg
10% Rabatt,Naduria,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_121.jpg
10-fach Punkte,More,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_122.jpg
Cookies & Cream Protein-Riegel,Barebells,"2,49 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_123.jpg
Designer Protein Bar,ESN,"1,99 €",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_124.jpg
Smoothie,Innocent,"1,99 €",,"2,29 €",,Nein,,,,images_tegut/tegut_offer_125.jpg
Collagen Premium Hydrolysat,Nadea,"9,99 €",,,,Nein,,,,images_tegut/tegut_offer_126.jpg
Protein Iced Coffee,More,"16,99 €",,"1 kg = 56,63 €",,Nein,,,,images_tegut/tegut_offer_127.jpg
this is food Trinkmahlzeit cold brew coffee,yfood,"3,49 €",,"1 l = 6,98 €",,Nein,,,,images_tegut/tegut_offer_128.jpg
Crunchy Cream,Ovomaltine,"3,49 €",,"1 kg = 9,18 €",,Nein,,,,images_tegut/tegut_offer_129.jpg
Tortilla Chips Chili,tegut...,"0,99 €",,"1,49 €",,Nein,,,,images_tegut/tegut_offer_130.jpg
After Eight,Nestlé,"2,99 €",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_131.jpg
Bio veganer Bio-Aufstrich,tegut,"1,39 €",,"1 kg = 7,72 €",,Nein,,,,images_tegut/tegut_offer_132.jpg
Bio-Cafe Orgánico,GEPA,"5,99 €",,"6,99 €",,Nein,,,,images_tegut/tegut_offer_133.jpg
Grün-Ohr Hase,Katjes,"0,99 €",,"1 kg = 4,71 €",,Nein,,,,images_tegut/tegut_offer_134.jpg
Bio-Blütenhonig cremig,tegut... Bio,"2,59 €",,"1 kg = 7,62 €",,Nein,,,,images_tegut/tegut_offer_135.jpg
Bio-Schokolade,Vivani,"3,33 €",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_136.jpg
fret Mini,Kägi,"2,22 €",,"1 kg = 21,76 €",,Nein,,,,images_tegut/tegut_offer_137.jpg
Bio-Sticks & -Brezeln,tegut...,"2,39 €",,"1 kg = 7,97 €",,Nein,,,,images_tegut/tegut_offer_138.jpg
Frosties,Kellogg's,"2,99 €",,"4,49 €",,Nein,,,,images_tegut/tegut_offer_139.jpg
Meerrettich Alpensahne,Schamel,"1,49 €",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_140.jpg
Pasta-Sauce Bolognese,Barilla,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_141.jpg
Delikatess Sauce Rahm-Sauce,Maggi,"ab 0,79 € *",,"1 l = 1,58 €",,Nein,,,,images_tegut/tegut_offer_142.jpg
Bio-Olivenöl,tegut...,"6,99 €",,"1 l = 9,32 €",,Nein,,,,images_tegut/tegut_offer_143.jpg
Tante Franzi veganer Aufstrich,Simmler,"2,99 €",,"3,49 €",,Nein,,,,images_tegut/tegut_offer_144.jpg
Puddingpulver Vanille,Dr. Oetker,"0,79 €",,"1 kg = 7,12 €",,Nein,,,,images_tegut/tegut_offer_145.jpg
Gewürzgurken,Spreewaldhof,"1,79 €",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_146.jpg
Linsen-Eintopf,Reichenhof,"1,69 €",,"1 kg = 4,23 €",,Nein,,,,images_tegut/tegut_offer_147.jpg
Meisterbäckers Vital,Schär,"2,99 €",,"1 kg = 8,54 €",,Nein,,,,images_tegut/tegut_offer_148.jpg
Teig für Kartoffel-Knödel,Pfanni,"1,99 €",,"2,79 €",,Nein,,,,images_tegut/tegut_offer_149.jpg
Pasta Fusilli,Barilla,"ab 0,79 € *",,"1 kg = 1,58 €",,Nein,,,,images_tegut/tegut_offer_150.jpg
Münchner Hell,Paulaner,"14,99 €",,"1 l = 1,50 €",,Nein,,,,images_tegut/tegut_offer_151.jpg
Sekt,Jules Mumm,"3,99 €",,"5,49 €",,Nein,,,,images_tegut/tegut_offer_152.jpg
Bio-Riesling,Landlust,"3,99 €",,"1 l = 5,32 €",,Nein,,,,images_tegut/tegut_offer_153.jpg
Groni Pils,Tyskie,"13,99 €",,"1 l = 1,40 €",,Nein,,,,images_tegut/tegut_offer_154.jpg
Beerenstark,Beerenstark,"3,99 €",,"4,99 €",,Nein,,,,images_tegut/tegut_offer_155.jpg
Sekt,Rotkäppchen,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_156.jpg
Novantaceppi,Novantaceppi,"4,99 €",,"5,99 €",,Nein,,,,images_tegut/tegut_offer_157.jpg
Selection,Pfaffl,"5,99 €",,"6,99 €",,Nein,,,,images_tegut/tegut_offer_158.jpg
NaturRadler,Gösser,"4,99 €",,"5,99 €",,Nein,,,,images_tegut/tegut_offer_159.jpg
Extra,Corona,"16,99 €",,"22,49 €",,Nein,,,,images_tegut/tegut_offer_160.jpg
Frucht,hella,"0,99 €",,"1,29 €",,Nein,,,,images_tegut/tegut_offer_161.jpg
20% Rabatt,Wolfra,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_162.jpg
Mineralwasser,Evian,"0,99 €",,"1,29 €",,Nein,,,,images_tegut/tegut_offer_163.jpg
Getränkesirup Orange,Sodastream,"3,99 €",,"1 l = 9,07 €",,Nein,,,,images_tegut/tegut_offer_164.jpg
Mineralwasser,Adelholzener,"5,99 €",,"8,99 €",,Nein,,,,images_tegut/tegut_offer_165.jpg
Trauben Direktsaft,tegut...,"0,99 €",,"1 l = 3,00 €",,Nein,,,,images_tegut/tegut_offer_166.jpg
Energy Drink,Red Bull,"0,99 €",,"1 l = 3,96 €",,Nein,,,,images_tegut/tegut_offer_167.jpg
Saft,Rotbäckchen,"3,33 €",,"1 l = 4,76 €",,Nein,,,,images_tegut/tegut_offer_168.jpg
"Coca-­Cola, Fanta, Sprite oder Mezzo Mix","Coca-­Cola, Fanta, Sprite oder Mezzo Mix","5,49 €",,"1 l = 0,73 €",,Nein,,,,images_tegut/tegut_offer_169.jpg
Profi Klappbox,Profi Klappbox,"12,99 €",,"8,99 €",,Nein,,,,images_tegut/tegut_offer_170.jpg
Baby Calendula Wundschutzcreme,Weleda,"4,99 €",,"66,53 €/l",,Nein,,,,images_tegut/tegut_offer_171.jpg
Regenschirm,Regenschirm,"9,99 €",,,,Nein,,,,
Haarspray,Taft,"2,99 €",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_173.jpg
Shampoo,Lavera,"3,99 €",,"1 l = 15,96",,Nein,,,,images_tegut/tegut_offer_174.jpg
Men Expert Pure Carbon,L'Oréal,"1,79 €",,"2,29 €",,Nein,,,,images_tegut/tegut_offer_175.jpg
Filz Shopper,Filz Shopper,"14,99 €",,,,Nein,,,,images_tegut/tegut_offer_176.jpg
Deospray Dry Impact,Nivea,"2,79 €",,"1 l = 18,60 €",,Nein,,,,images_tegut/tegut_offer_177.jpg
Bio-Vollkorngetreidebrei Dinkel,Holle,"2,49 €",,"1 kg = 9,96 €",,Nein,,,,images_tegut/tegut_offer_178.jpg
Gesichtsmaske,Schaebens,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_179.jpg
Bio-Dinkel-Bällchen,Mogli,"1,11 €",,"1 kg = 27,75",,Nein,,,,images_tegut/tegut_offer_180.jpg
Universal-Reiniger Zitrone,Frosch,"1,99 €",,"1 l = 2,65 €",,Nein,,,,images_tegut/tegut_offer_181.jpg
Kaminbriketts,Rekord,"5,55 €",,"1 kg = 0,56 €",,Nein,,,,images_tegut/tegut_offer_182.jpg
Kamillen-Toilettenpapier,Regina,"2,99 €",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_183.jpg
Hundenahrung,Cesar,"0,75 €",,"0,89 €",,Nein,,,,images_tegut/tegut_offer_184.jpg
Taschentücher,Tempo,"4,44 €",,"5,79 €",,Nein,,,,images_tegut/tegut_offer_185.jpg
Gourmet Gold Katzennahrung,Purina,"3,00 €",,"1 kg = 5,88 €",,Nein,,,,images_tegut/tegut_offer_186.jpg
Slipeinlagen,natracare,"2,49 €",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_187.jpg
Feinstrumpfhose Warm & Transparent,nur die,"11,99 €",,"14,99 €",,Nein,,,,images_tegut/tegut_offer_188.jpg
Waschmittel Pulver,Ariel,"17,99 €",,"23,99 €",,Nein,,,,images_tegut/tegut_offer_189.jpg
Black Velvet,Coral,"3,99 €",,"4,99 €",,Nein,,,,images_tegut/tegut_offer_190.jpg
Anzündwürfel,Favorit,"1,69 €",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_191.jpg
30-fach Punkte,30-fach Punkte,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_192.jpg
30-fach Punkte,30-fach Punkte,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_193.jpg
Glückliche Auszeit,Glückliche Auszeit,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_194.jpg
Elephant Strong Beer oder Extra Strong Beer,Carlsberg,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_195.jpg
50-fach Punkte,PAYBACK,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_196.jpg
25-fach Punkte,Saliter,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_197.jpg
20-fach Punkte,20-fach Punkte,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_198.jpg
Villa Borghetti Soave Classico,Pasqua,"9,32 €",,"1 l = 9,32 €",,Nein,,,,images_tegut/tegut_offer_199.jpg
Bio-Mozzarella,tegut...,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_200.jpg
"H-Milch 3,8% Fett",tegut...,"14,00 € *",,1 l = 1.17 €,,Nein,,,,images_tegut/tegut_offer_201.jpg
Joghurt mild Himbeere,tegut...,"3,00 € *",,"1 kg = 3,00 €",,Nein,,,,images_tegut/tegut_offer_202.jpg
Schupfnudeln,tegut...,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_203.jpg
Schattenmorellen,tegut...,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_204.jpg
Fruchtaufstrich,tegut...,"5,55 €",,"1 kg = 5,44 €",,Nein,,,,images_tegut/tegut_offer_205.jpg
Steinofenpizza,tegut,"4,00 € *",,,,Nein,,,,images_tegut/tegut_offer_206.jpg
Frischepack-Sortiments,tegut,"2,99 €",,,,Nein,,,,images_tegut/tegut_offer_207.jpg
