Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Kinder Choco Fresh,Ferrero,"€ 1,69",Kein vorheriger Preis,"€ 16,41 / kg -","Je 102,5 g. 5 Stück",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Berliner mit Marillenfüllung,Lidl Backshop,"€ 2,49",Kein vorheriger Preis,"€ 5,53 / kg -",6er-Pack Je 450 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Google Play Geschenkarte,Google,"€ 25,00",Kein vorheriger Preis,"€ 25,00 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
London Dry Gin,Bombay Sapphire,"€ 16,99",Kein vorheriger Preis,"€ 24,27 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Je 0,7 l",Ja,17.11. - 22.11.,2025-11-17,2025-11-22
Wärmesohlen,Sensiplast,"€ 1,79",Kein vorheriger Preis,"€ 0,45 / Stk -",Details im Prospekt,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Deko-Wichtel,Livarno Home,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Müllermilch,Müller,"€ 1,11",Kein vorheriger Preis,"€ 2,77 / l -",Versch. Sorten. Je 400 ml zzgl. 0.25 Pfand,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Lachs in Blätterteig,Deluxe,"€ 6,99",Kein vorheriger Preis,"€ 9,99 / kg -",Versch. Sorten. Je 700 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Bausteine-Box,LEGO,"€ 18,99",Kein vorheriger Preis,"€ 18,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Hausschuhe unisex,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Nuss Nougat Berliner,Lidl Backshop,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Je Stück,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Max Alkaline Batterien,Energizer,"€ 5,99",Kein vorheriger Preis,"€ 0,37 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Mandelprinten,Favorina,"€ 3,49",Kein vorheriger Preis,"€ 27,92 / kg -",Haselnuss Spitzkuchen Je 125 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen Cardigans,Keine Marke,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kinder-Pullover,Esmara,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Baklava Mischung,Deluxe,"€ 3,49",Kein vorheriger Preis,"€ 13,96 / kg -",HINWEIS: MIT LIDL PLUS APP Je 250 g Normalpreis: 15.96,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Dipschalen-Set 4-tlg.,SilverCrest,"€ 4,99",Kein vorheriger Preis,"€ 1,25 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Minis,Nestlé,"€ 2,79",Kein vorheriger Preis,"€ 11,07 / kg -",Versch. Sorten. Je 252/233/201 g,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Lugana,Ca’del Lago,"€ 8,49",Kein vorheriger Preis,"€ 11,32 / l -","HINWEIS: NUR ONLINE VERFÜGBAR DOP, Weißwein,trocken Lugana/Italien Je 0,75 l",Ja,17.11. - 22.11.,2025-11-17,2025-11-22
Hirschgulasch,Deluxe,"€ 7,99",Kein vorheriger Preis,"€ 19,97 / kg -",Versch. Sorten. Je 400 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Bürostuhl Montreal,Juskys,"€ 64,99",Kein vorheriger Preis,"€ 64,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Wasserkocher SWKE 3000 G1,SilverCrest,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Geburtstags-Eisenbahn-Set,Lupilu,"€ 9,99",Kein vorheriger Preis,"€ 0,77 / Stk -",,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Wildgerichte,Deluxe,"€ 4,99",Kein vorheriger Preis,"€ 12,47 / kg -",Versch. Sorten. Je 400 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Baby-Plüschanzug,Lupilu,"€ 4,99",Kein vorheriger Preis,"€ 2,50 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Manuka Honig,Deluxe,"€ 16,99",Kein vorheriger Preis,"€ 67,96 / kg -",aus Neuseeland Je 250 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Smart TV Full HD LV3E63DAZ,Toshiba,"€ 209,00",Kein vorheriger Preis,"€ 209,00 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Knusperstück,Ritter Sport,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",Versch. Sorten. Enthält Alkohol. Je 200 g,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Islay Single Malt Scotch Whisky 18 Jahre,Ben Bracken,"€ 64,99",Kein vorheriger Preis,"€ 92,84 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Je 0,7 l",Ja,17.11. - 22.11.,2025-11-17,2025-11-22
Malbücher,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Maishähnchen-Filet,Deluxe,"€ 4,20",Kein vorheriger Preis,"€ 14,00 / kg -",Im Speckmantel. Ca. 300 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Funk-Wetterstation,Auriol,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Ofenkäse fein-würzig,Rougette,"€ 3,99",Kein vorheriger Preis,"€ 12,47 / kg -",HINWEIS: MIT LIDL PLUS APP Versch. Sorten. Je 320 g Normalpreis: 5.99,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Red Label & Freeway Cola Geschenkset,Johnnie Walker,"€ 10,99",Kein vorheriger Preis,"€ 10,99 / Stk -","Johnnie Walker Red Label Blended Scotch Whisky, 40 % vol Inkl. 2x 0,33 l Freeway Cola Je 0,7 l zzgl....",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Haltbare Milch,Bärenmarke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / l -","3,8/1,5 % Fett. Je 1 l",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Wok 28 cm,KitchenAid,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Orangen-Direktsaft,Innocent,"€ 2,69",Kein vorheriger Preis,"€ 2,99 / l -",Versch. Sorten. Je 900 ml zzgl. 0.25 Pfand Normalpreis: 3.99,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Lichterkette,Livarno Home,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Kochtopf mit Deckel 20 cm,KitchenAid,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Pasta Classica,Steinhaus,"€ 2,99",Kein vorheriger Preis,"€ 3,99 / kg -",Versch. Sorten. Je 750 g,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Aluguss-Bräter,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Akkus,Tronic,"€ 3,99",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Mini,Tuc,"€ 1,49",Kein vorheriger Preis,"€ 12,42 / kg -",Versch. Sorten. Je 120 g,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Snacksaucen,Heinz,"€ 1,69",Kein vorheriger Preis,"€ 4,22 / l -",Versch. Sorten. Je 400 ml,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Pudding,Mövenpick,"€ 0,69",Kein vorheriger Preis,"€ 4,60 / kg -",oder Feinjoghurt Versch. Sorten. Je 150 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Personal Care Shiatsu-Massagekissen SSM 12 A1,SilverCrest,"€ 27,99",Kein vorheriger Preis,"€ 27,99 / Stk -",Details im Prospekt,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Grönlandgarnelen,Deluxe,"€ 8,99",Kein vorheriger Preis,"€ 9,99 / kg -","MSC Mit Schale, gekocht. Je 1 kg Abtropfgewicht: 900 g",Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Duo Schoko Creme XXL,Mister Choc,"€ 3,29",Kein vorheriger Preis,"€ 4,39 / kg -",Je 1 kg Standardpackung: 750 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Finesse Schinken,Herta,"€ 1,39",Kein vorheriger Preis,"€ 13,90 / kg -",Versch. Sorten. Je 100 g,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Nussöle,Deluxe,"€ 2,99",Kein vorheriger Preis,"€ 11,96 / l -",Versch. Sorten. Je 250 ml,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Feinste Mini Maultaschen,Deluxe,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",Versch. Sorten. Je 250 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Getrocknete Steinpilze,Deluxe,"€ 1,59",Kein vorheriger Preis,"€ 79,50 / kg -",Je 20 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Supersoft Premium Toilettenpapier XXL,Floralys,"€ 6,29",Kein vorheriger Preis,"€ 0,39 / Stk -",4-lagig. Je 16x 180 Blatt Standardpackung: 10x 180 Blat,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Filterkaffeemaschine,SilverCrest,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Bio Japanischer Matcha,Deluxe,"€ 6,99",Kein vorheriger Preis,"€ 233,00 / kg -",Je 30 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Speyside Single Malt Scotch Whisky 27Y,Ben Bracken,"€ 74,99",Kein vorheriger Preis,"€ 107,13 / l -","HINWEIS: NUR ONLINE VERFÜGBAR Je 0,7 l",Ja,10.11. - 15.11.,2025-11-10,2025-11-15
Kinder Überraschung Anhänger,Ferrero,"€ 1,09",Kein vorheriger Preis,"€ 54,50 / kg -",Versch. Motive. Je 20 g,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Damen-Plüschpullover,Esmara,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Damen Sweatkleid,Esmara,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Kleinkinder Weihnachtspullover,Lupilu,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Dark Spiced,Takamaka Zannannan,"€ 13,99",Kein vorheriger Preis,"€ 19,99 / l -","HINWEIS: NUR ONLINE VERFÜGBAR (Rum-Basis) Je 0,7 l",Ja,10.11. - 15.11.,2025-11-10,2025-11-15
Küchentücher,Floralys,"€ 2,49",Kein vorheriger Preis,"€ 0,83 / Stk -",HINWEIS: MIT LIDL PLUS APP mit Dekor 3-lagig. Je 3x 100 Blatt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Gnocchi XXL,Bürger,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / kg -",Versch. Sorten. Je 1 kg,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Macarons,Deluxe,"€ 3,99",Kein vorheriger Preis,"€ 31,67 / kg -",in Geschenkbox. Versch. Sorten. Je 126 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Bourbon Vanille Paste,Dr. Oetker,"€ 3,49",Kein vorheriger Preis,"€ 69,80 / kg -",Je 50 g,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Feinste Trüffel,Deluxe,"€ 4,49",Kein vorheriger Preis,"€ 22,45 / kg -",Versch. Sorten. Enthält teilweise Alkohol. Je 200 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Katzentrockennahrung,Perfect Fit,"€ 9,99",Kein vorheriger Preis,"€ 3,57 / kg -","Adult Alleinfuttermittel für ausgewachsene Katzen. Versch. Sorten. Je 2,8 kg",Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Espressomaschine SEMB 1100 B1,SilverCrest,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Werkzeugkoffer,Parkside,"€ 39,99",Kein vorheriger Preis,"€ 0,42 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Deko-Artikel,Livarno Home,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Dessert-Gläschen,Deluxe,"€ 2,49",Kein vorheriger Preis,"€ 19,92 / kg -",Versch. Sorten. Enthält Alkohol. Je 125 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Laser-Entfernungsmesser PLEM 50 D5,Parkside,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Damen Boots,Esmara,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Herren Laufschuhe,Crivit,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Jacquard-Tischdecke,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen-Funktionstights,Crivit,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Men Thermo-Langarmshirt,Esmara,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt.,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Herren Trainingshose,Crivit,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Performance Exzenterschleifer PPEXS 750 A1,Parkside,"€ 44,99",Kein vorheriger Preis,"€ 44,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen-Leggings,Esmara,"€ 5,99",Kein vorheriger Preis,"€ 3,00 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Waschmittel Pods,Ariel,"€ 15,99",Kein vorheriger Preis,"€ 0,27 / Stk -",HINWEIS: MIT LIDL PLUS APP Flüssig oder Pulver. Je 60/80/ 72 Waschladungen Normalpreis: 18.95,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Mini-Stollen,Favorina,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -",Versch. Sorten. Je 200 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen Fleece-Wellness,Esmara,"€ 14,99",Kein vorheriger Preis,"€ 7,50 / Stk -",Details im Prospekt.,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Kopfkissen,Livarno Home,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Nutella Socke,Ferrero,"€ 9,99",Kein vorheriger Preis,"€ 47,80 / kg -",Je 209 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Snack Becher,Knorr,"€ 0,99",Kein vorheriger Preis,"€ 15,23 / kg -",Versch. Sorten. Je 65/64/63/62/ 61/60/59 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Thermo-Arbeitssocken 2 Paar,CAT,"€ 4,99",Kein vorheriger Preis,"€ 2,50 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Performance Multifräse PPMF 710 A1,Parkside,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Original Taste,Coca-Cola,"€ 1,69",Kein vorheriger Preis,"€ 0,84 / l -",Fanta/ Sprite/ Mezzo Mix Versch. Sorten. Teilweise koffeinhaltig. Je 2 l zzgl. 0.25 Pfand; Standard...,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Akku-Handleuchte,Parkside,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Feder­ und Daunen­-Bettdecke,Livarno Home,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Zucchini,Keine Marke,"€ 1,29",Kein vorheriger Preis,"€ 1,29 / kg -",lose Ursprung: Spanien/ Marokko Klasse I kg-Preis,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Original Baiser Mini-Tropfen,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 12,45 / kg -",Versch. Sorten. Je 200 g,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
London Dry Gin,Hampstead,"€ 9,99",Kein vorheriger Preis,"€ 14,27 / l -","Cucumber/ London Dry Gin Mandarin/ Gin Likör Sloe Berry. Je 0,7 l",Nein,12.11. - 22.11.,2025-11-12,2025-11-22
Heißklebestifte,Parkside,"€ 1,39",Kein vorheriger Preis,"€ 1,39 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Christrose,Keine Marke,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Puppenset,Barbie,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Performance Trennscheibe,Parkside,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Zimt-Mousse,Dr. Oetker,"€ 1,29",Kein vorheriger Preis,"€ 20,48 / kg -",Versch. Sorten. Je 63/92/60 g,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Pom-Bär Crizzlies,Funny Frisch,"€ 1,99",Kein vorheriger Preis,"€ 12,84 / kg -",Versch. Sorten. Je 155 g,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Autostarthilfe mit Kompressor und Powerbank UPK 10 H5,Ultimate Speed,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kinder Überraschung Riesen-Ei,Ferrero,"€ 9,99",Kein vorheriger Preis,"€ 45,41 / kg -",Versch. Motive. Je 220 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Schoko-Geld,Favorina,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -",Je 150 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kinder Joy,Ferrero,"€ 4,49",Kein vorheriger Preis,"€ 56,13 / kg -",Je 80 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Schokoladenkränze,Favorina,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",Mit Nonpareille. Je 200 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Thunfischsalat,Hawesta,"€ 1,49",Kein vorheriger Preis,"€ 9,31 / kg -",Versch. Sorten. Je 160 g,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Bio Sterne-Herzen-Brezeln,Favorina,"€ 3,49",Kein vorheriger Preis,"€ 13,96 / kg -",Versch. Sorten. Je 250 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Men Boots,Esmara,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt.,Nein,20.11. - 22.11.,2025-11-20,2025-11-22
Organizer,Parkside,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
Herren Gefütterte Arbeitshose,Parkside,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,10.11. - 15.11.,2025-11-10,2025-11-15
Bohrer-Bit-Set,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 1,43 / Stk -",Details im Prospekt,Nein,13.11. - 15.11.,2025-11-13,2025-11-15
