Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Adventsgestecke,Keine Marke,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -","auf Holz je Stück mit hochwertiger Nobilistanne, mit 4 Kerzen, ca. 27 cm lang, versch. Ausführungen",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Pudding,Zum Dorfkrug,"€ 2,00",Kein vorheriger Preis,"€ 56,00 / kg -","oder Grütze gekühlt, versch. Sorten 360 – 375 g",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen Winterboots,Keine Marke,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -","Herren oder wärmendes Textilfutter, griffige TPR Laufsohle",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Edelstahl-Pfanne 20cm,Brat Maxx,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Bettwäsche,Dekor,"€ 14,99",Kein vorheriger Preis,"€ 7,50 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kompressor 415/10/50,Güde,"€ 199,99",Kein vorheriger Preis,"€ 199,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Haferflocken,Kölln,"€ 1,00",Kein vorheriger Preis,"€ 2,00 / kg -","HINWEIS: NUR ONLINE VERFÜGBAR. 15er Pack, zart 500 g",Ja,17.11. - 22.11.,2025-11-17,2025-11-22
Bio Hülsenfrüchte,BioBio,"€ 1,00",Kein vorheriger Preis,"€ 3,77 / kg -","HINWEIS: NUR ONLINE VERFÜGBAR. 12er Pack versch. Sorten, 265 g Abtropfgewicht",Ja,17.11. - 22.11.,2025-11-17,2025-11-22
3D-LED-Leuchtstern,Dekor,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Dampfbügeleisen,Clean Maxx,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Lichterkette mit Sternen,Grundig,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Birkenschiffchen,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
LED-Tannengirlande,Dekor,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Drink,Yakult,"€ 2,99",Kein vorheriger Preis,"€ 7,67 / l -","6 x 65 ml gekühlt, versch. Sorten",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
LED Acryl Lichterkette,Dekor,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
LED Eisbär Fredi,Dekor,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Pizza Donut Cheeseburger Style,Netto Backstube,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",mit würzigem Rinderhackfleisch und Nacho Cheese Füllung Stück,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Sekt,Rotkäppchen,"€ 2,99",Kein vorheriger Preis,"€ 3,99 / l -","0,75 l versch. Sorten",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Multipack,Shelma,"€ 2,99",Kein vorheriger Preis,"€ 2,93 / kg -",12 x 85 g versch. Sorten,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen Nicki Hausanzug,Keine Marke,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Klumpstreu XXL,Finé,"€ 3,95",Kein vorheriger Preis,"€ 0,49 / l -",8 l,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen Chenille-Socken 2er Pack,Spirit of Colours,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Pilsner,Würzburger Hofbräu,"€ 11,99",Kein vorheriger Preis,"€ 1,20 / l -","20 x 0,5 l zzgl. Pfand 3.10",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Heisse Tasse,Erasco,"€ 1,00",Kein vorheriger Preis,"€ 1,67 / l -",versch. Sorten ergibt 4 x 150 ml,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Reiniger,Sagrotan,"€ 2,79",Kein vorheriger Preis,"€ 3,72 / l -",oder Tücher 750 ml; 60 Stück versch. Sorten,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Fix,Maggi,"€ 0,55",Kein vorheriger Preis,"€ 5,98 / kg -",versch. sorten 26 g – 92 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Fruchtglühwein,Katlenburger,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / l -","aromatisiertes weinhaltiges Getränk, versch. Sorten, 1 Liter",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Glögg Rot,Snöflingor,"€ 2,99",Kein vorheriger Preis,"€ 3,99 / l -","oder Weiß 0,75 Liter",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Hitschies Saure Drachenzungen,Hitschler,"€ 1,00",Kein vorheriger Preis,"€ 8,00 / kg -",HINWEIS: NUR ONLINE VERFÜGBAR 20er Pack 125 g,Ja,17.11. - 22.11.,2025-11-17,2025-11-22
Butter Spekulatius,Santa Claus in Town,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",250 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Cola,Star Drink,"€ 0,55",Kein vorheriger Preis,"€ 0,37 / l -","oder Limonaden 0% Zucker 1,5 l teilw. koffeinhaltig, versch. Sorten zzgl. Pfand 0.25",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Anisgebäck,Schulte Feingebäck,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -",150 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Seelenwärmer Pudding Vanille,Dr. Oetker,"€ 1,00",Kein vorheriger Preis,"€ 6,67 / l -",HINWEIS: NUR ONLINE VERFÜGBAR 10er Pack für 150 ml Wasser,Ja,17.11. - 22.11.,2025-11-17,2025-11-22
Katzennahrung,Sheba,"€ 1,00",Kein vorheriger Preis,"€ 16,67 / kg -","HINWEIS: NUR ONLINE VERFÜGBAR 32er Pack versch. Sorten, 60 g",Ja,17.11. - 22.11.,2025-11-17,2025-11-22
BellaCrema La Crema,Melitta,"€ 13,99",Kein vorheriger Preis,"€ 13,99 / kg -","HINWEIS: MIT NETTO PLUS APP 12.99, ganze Kaffeebohnen, versch. Sorten 1 kg – 1,1 kg",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Natürliches Mineralwasser,Vitrex,"€ 3,49",Kein vorheriger Preis,"€ 0,38 / l -","versch. Sorten 6 x 1,5 Liter zzgl. Pfand 1.50 Einzelpreis: 0.79 zzgl. Pfand 0.25",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kaki Rojo Brillante,Keine Marke,"€ 0,59",Kein vorheriger Preis,"€ 0,59 / Stk -","Spanien, Kl. I, Stück",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Modulares Sofa VERONA,Home Deluxe,"€ 724,00",Kein vorheriger Preis,"€ 724,00 / Stk -",Details im Prospekt.,Nein,15.11. - 22.11.,2025-11-15,2025-11-22
Hunde-Snacks,Purina,"€ 1,00",Kein vorheriger Preis,"€ 11,11 / kg -","versch. Sorten, 90 – 142 g",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Ecksofa Tokio,Möbel Punkt,"€ 649,00",Kein vorheriger Preis,"€ 649,00 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Cremissimo Bourbon Vanille,Langnese,"€ 2,00",Kein vorheriger Preis,"€ 2,42 / l -","tiefgekühlt, versch. Sorten 825 – 1300 ml",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Bio Cranberries getrocknet,BioBio,"€ 2,79",Kein vorheriger Preis,"€ 15,94 / kg -","Kanada, USA, getrocknet 175 g Beutel",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Garderobenpaneel QUEST,Home Deluxe,"€ 174,99",Kein vorheriger Preis,"€ 174,99 / Stk -",Details im Prospekt.,Nein,15.11. - 22.11.,2025-11-15,2025-11-22
Brotaufstriche,Genuss Welt,"€ 1,00",Kein vorheriger Preis,"€ 6,67 / kg -","150 g gekühlt, versch. Sorten",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Leberwurst,Hofmaier,"€ 1,00",Kein vorheriger Preis,"€ 6,67 / kg -",150 g versch. Sorten,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Mango,Keine Marke,"€ 1,00",Kein vorheriger Preis,"€ 1,00 / Stk -","Stück Brasilien, Kl. I",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Biscoff Original Karamellgebäck XXL,Lotus,"€ 2,00",Kein vorheriger Preis,"€ 7,17 / kg -",279 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Bio-Möhren,BioBio,"€ 1,00",Kein vorheriger Preis,"€ 1,00 / kg -","Deutschland, Kl. II 1 kg Beutel",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Backmischung Schokoflocken Bananenbrot,Backfee,"€ 2,00",Kein vorheriger Preis,"€ 5,71 / kg -",350 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Schokoliertes Popcorn,Santa Claus in Town,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -",versch. Sorten 100 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Edel-Marzipan Pralinen,Santa Claus in Town,"€ 2,49",Kein vorheriger Preis,"€ 19,92 / kg -","versch. Sorten, enthält Alkohol, 125 g",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Hähnchen-Minutenschnitzel,Gut Ponholz,"€ 3,99",Kein vorheriger Preis,"€ 9,97 / kg -",aus dem Brustfilet geschnitten 400 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Marzipan-Brot,Santa Claus in Town,"€ 1,99",Kein vorheriger Preis,"€ 11,37 / kg -",175 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Schuhschrank GW-Adana,Germania,"€ 216,99",Kein vorheriger Preis,"€ 216,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Grand Raffaello,Ferrero,"€ 4,99",Kein vorheriger Preis,"€ 39,92 / kg -",125 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Die 100% Pflanzliche,Rama,"€ 1,00",Kein vorheriger Preis,"€ 2,50 / kg -",400 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kräutertee,Teekanne,"€ 2,19",Kein vorheriger Preis,"€ 36,50 / kg -",oder Früchtetee versch. Sorten 30 – 60 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Sackkarre SK-02,TroniTechnik,"€ 26,99",Kein vorheriger Preis,"€ 26,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kiwi Gold,Zespri,"€ 0,69",Kein vorheriger Preis,"€ 0,69 / Stk -","Stück Italien, Kl. I",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Höhenverstellbarer Schreibtisch Elmo,Home Deluxe,"€ 79,99",Kein vorheriger Preis,"€ 79,99 / Stk -",Details im Prospekt.,Nein,15.11. - 22.11.,2025-11-15,2025-11-22
Hafermastgans,Keine Marke,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / kg -","mit Innereien, Hkl. A, ca. 5 kg, pro kg",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Chicken-Nuggets XXL,Hofmaier,"€ 4,99",Kein vorheriger Preis,"€ 6,65 / kg -",2 x 375 g paniert und gebraten,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kinderbett Cosmos,Home Deluxe,"€ 214,99",Kein vorheriger Preis,"€ 214,99 / Stk -",Details im Prospekt.,Nein,15.11. - 22.11.,2025-11-15,2025-11-22
Rinder-Hackfleisch,Gut Ponholz,"€ 7,99",Kein vorheriger Preis,"€ 9,99 / kg -",800 g zum Braten,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Hähnchenschenkel,Gourmeat,"€ 3,33",Kein vorheriger Preis,"€ 3,33 / kg -","1 kg tiefgekühlt, mit Rückenstück, ungewürzt, Hkl. A",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Rollbrett/Transportroller,TroniTechnik,"€ 26,99",Kein vorheriger Preis,"€ 26,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Zwiebeln,Keine Marke,"€ 1,00",Kein vorheriger Preis,"€ 0,50 / kg -","2 kg Netz Deutschland, Kl. II",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Pokerkoffer No Limit,Home Deluxe,"€ 84,99",Kein vorheriger Preis,"€ 84,99 / Stk -",Details im Prospekt.,Nein,15.11. - 22.11.,2025-11-15,2025-11-22
Adventskalender,Ahoj-Brause,"€ 8,49",Kein vorheriger Preis,"€ 31,44 / kg -","270,1 g",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Infrarotkabine Redsun M,Home Deluxe,"€ 999,00",Kein vorheriger Preis,"€ 999,00 / Stk -",Details im Prospekt.,Nein,15.11. - 22.11.,2025-11-15,2025-11-22
Dekoteppich,Dekor,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -","aus kuscheligem Fellimitat, besonders flauschig, Wendeseite mit Wildlederimitat",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Mini-Adventskalender Praline,Lindt,"€ 9,99",Kein vorheriger Preis,"€ 79,92 / kg -",125 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Haselnusskerne,Backfee,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",naturbelassene und ganze Kerne 200 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kinder Maxi Mix Adventskalender,Ferrero,"€ 12,99",Kein vorheriger Preis,"€ 37,01 / kg -",351 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Taschenheizkissen,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Fusilli Tricolore,Mondo Italiano,"€ 1,00",Kein vorheriger Preis,"€ 2,00 / kg -","HINWEIS: NUR ONLINE VERFÜGBAR. 20er Pack, 500 g",Ja,17.11. - 22.11.,2025-11-17,2025-11-22
Weiße Riesenbohnen,Dilek,"€ 1,00",Kein vorheriger Preis,"€ 4,17 / kg -",HINWEIS: NUR ONLINE VERFÜGBAR. 12er Pack. 240 g Abtropfgewicht,Ja,17.11. - 22.11.,2025-11-17,2025-11-22
Secco Bianco Frizzante,Vinetti,"€ 0,79",Kein vorheriger Preis,"€ 3,95 / l -",oder Hugo 200 ml versch. Sorten,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Rebenkranz,Keine Marke,"€ 16,99",Kein vorheriger Preis,"€ 16,99 / Stk -","oder -gesteck je Stück mit 4 Kerzen, Ø = 30 cm oder ca. 50 cm lang, versch. Ausfürhrungen",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Weltmeisterbrötchen,Netto Backstube,"€ 0,99",Kein vorheriger Preis,"€ 0,33 / Stk -","Sonnenblumen-, Roggen- oder Kürbiskernbrötchen 3 Stück, Einzelpreis: 0.39 – 0.49",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Deko-Türkränze,Keine Marke,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Rustikales Steinofenbaguette,Netto Backstube,"€ 0,99",Kein vorheriger Preis,"€ 2,47 / kg -",400 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Zimtschnecken Vegan,Knack & Back,"€ 1,99",Kein vorheriger Preis,"€ 7,37 / kg -",270 g gekühlt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Weltmeisterbrot,Netto Backstube,"€ 1,79",Kein vorheriger Preis,"€ 2,39 / kg -",750 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Bananen,MarktTag,"€ 1,11",Kein vorheriger Preis,"€ 1,11 / kg -",1 kg Costa Rica/Ecuador,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Feine Butter,Meggle,"€ 1,79",Kein vorheriger Preis,"€ 7,16 / kg -","Streichzart oder Joghurtbutter 250 g gekühlt, versch. Sorten",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Duschgel,Duschdas,"€ 0,99",Kein vorheriger Preis,"€ 4,40 / l -",225 ml versch. Sorten,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Frischeier-Nudeln,Gaggli,"€ 1,00",Kein vorheriger Preis,"€ 4,00 / kg -","versch. Sorten, 250 g",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen Strickhose,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Damen Leggings,Spirit of Colours,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Skittles Fruits,Wrigley´s,"€ 1,00",Kein vorheriger Preis,"€ 7,35 / kg -",versch. Sorten 136 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Frohes Fest,Lindt,"€ 5,99",Kein vorheriger Preis,"€ 39,93 / kg -",150 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Küchentücher,Glücksblatt,"€ 4,44",Kein vorheriger Preis,"€ 0,56 / Stk -",8 x 45 Blatt 3-lagig,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Chardonnay,Janee,"€ 2,99",Kein vorheriger Preis,"€ 3,99 / l -","0,75 l versch. Sorten",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kipferl Vanille,Santa Claus in Town,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -",150 – 175 g versch. Sorten,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Pilsener,Veltins,"€ 11,99",Kein vorheriger Preis,"€ 1,20 / l -","HINWEIS: MIT NETTO PLUS APP 11.49, oder Alkoholfrei 20 x 0,5 l zzgl. Pfand 3.10",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Adventskränze,Keine Marke,"€ 18,99",Kein vorheriger Preis,"€ 18,99 / Stk -","Hochwertiger Adventskranz je Stück aus hochwertiger Nobillis oder Nordmanntanne, mit 4 Kerzen, versc...",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Waffelröllchen,Capico,"€ 1,00",Kein vorheriger Preis,"€ 13,33 / kg -","versch. Sorten, 75 g",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Kieler Sprotten,Larsen,"€ 1,00",Kein vorheriger Preis,"€ 9,09 / kg -",110 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Hüttenwurst,Wolf,"€ 2,99",Kein vorheriger Preis,"€ 9,97 / kg -",300 g nach Art einer Kochsalami,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Edelmarzipan-Herzen,Carstens Lübeck,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -",100g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
WPC Terrassendielen Samana,Home Deluxe,"€ 139,99",Kein vorheriger Preis,"€ 139,99 / Stk -",Details im Prospekt.,Nein,15.11. - 22.11.,2025-11-15,2025-11-22
Heizdecke,Nedis,"€ 68,99",Kein vorheriger Preis,"€ 68,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Cabanossi,Hofmaier,"€ 2,00",Kein vorheriger Preis,"€ 6,67 / kg -","gebrüht, geräuchert 300 g",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Express Kakaopulver,Suchard,"€ 2,00",Kein vorheriger Preis,"€ 5,00 / kg -",400 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Topper LAY,Home Deluxe,"€ 199,99",Kein vorheriger Preis,"€ 199,99 / Stk -",Details im Prospekt.,Nein,15.11. - 22.11.,2025-11-15,2025-11-22
Käsekuchen Snack,Exquisa,"€ 1,00",Kein vorheriger Preis,"€ 14,29 / kg -","70 g gekühlt, versch. Sorten",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Mini-Stollen,Bahlsen,"€ 2,49",Kein vorheriger Preis,"€ 12,45 / kg -",200g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Garderoben-Set Tamina,byLiving,"€ 134,99",Kein vorheriger Preis,"€ 134,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Wein Merlot,Grand Sud,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / l -",HINWEIS: MIT NETTO PLUS APP 21.- BEIM KAUF VON 6 FLASCHEN versch. Sorten 1 Liter,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Lebkuchensortiment,Santa Claus in Town,"€ 3,49",Kein vorheriger Preis,"€ 6,98 / kg -",versch. Sorten 500 g – 600 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Hähnchen-Oberkeulensteaks,Gut Ponholz,"€ 2,99",Kein vorheriger Preis,"€ 7,48 / kg -",aus dem Brustfilet geschnitten 400 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Die Frische Milch,Bärenmarke,"€ 1,19",Kein vorheriger Preis,"€ 1,19 / l -","1 Liter gekühlt, 1,8% oder 3,8% Fett",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Prosciutto Cotto,Hofmaier,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",200 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Puten-Geschnetzeltes,Gut Ponholz,"€ 3,33",Kein vorheriger Preis,"€ 8,32 / kg -","aus der mageren Brust geschnitten, 400 g",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Fahrzeuge 1:64,Hot Wheels,"€ 1,69",Kein vorheriger Preis,"€ 1,69 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Zyklonstaubsauger,Clean Maxx,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Schwerlastregal,TroniTechnik,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt.,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Mini Berner Würstl,Hofmaier,"€ 2,29",Kein vorheriger Preis,"€ 9,16 / kg -",250 g mit Emmentaler und Bauchspeck,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Weihnachtskugeln,Windel,"€ 1,99",Kein vorheriger Preis,"€ 62,19 / kg -",32 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Spitzkohl,Heimat,"€ 1,00",Kein vorheriger Preis,"€ 1,00 / kg -","1 kg Deutschland, Kl. I",Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Premium Lebkuchen-Mischung,Henry Lambertz,"€ 3,79",Kein vorheriger Preis,"€ 12,43 / kg -",oder Domino-Mischung 200 – 305 g,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Wasserspar-Duschkopf,easy! MAXX,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Abflussreiniger-Sticks,easy! MAXX,"€ 9,99",Kein vorheriger Preis,"€ 0,20 / Stk -",Details im Prospekt,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
Curry-Gewürz-Ketchup,Hela,"€ 2,00",Kein vorheriger Preis,"€ 2,50 / l -",versch. Sorten 800 ml,Nein,17.11. - 22.11.,2025-11-17,2025-11-22
