Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Hafer-Porridge,Kölln,"€ 2,49",Kein vorheriger Preis,"€ 6,64 / kg -",versch. Sorten je 350 - 375-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Druckerpatrone 305,Hewlett Packard (HP),"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -","Schwarz, Details im Prospekt",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Clip Sesam Sticks,Ülker,"€ 0,99",Kein vorheriger Preis,"€ 4,95 / kg -",oder Pizza-Sticks knuspriges Snackgebäck je 4 x 50-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Scheuermilch XXXL,Viss,"€ 1,95",Kein vorheriger Preis,"€ 2,60 / l -",Citrus oder Original je 750-ml-Fl.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Möglingen Trollinger mit Lemberger,WZG,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / l -","halbtrocken Qualitätswein, Württemberg, Beerenaromen, rubinrot, feinherb, duftig, passt zu Schlachtp...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Speisekartoffeln,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 1,00 / kg -","Dtsch. Speisekartoffeln versch. Kocheigenschaften, Sorten laut Auszeichnung, Qualität I je 2,5-kg-Sa...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
WC Gel Kraft & Frische XXL,Domestos,"€ 1,85",Kein vorheriger Preis,"€ 1,85 / l -","Ocean oder Lime, gegen Bakterien und Kalkablagerungen je 1-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Quark Genuss,Exquisa,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -","nur 0,2 % Fett, versch. Sorten je 500-g-Becher",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Standmixer JB 1050 WH,Braun,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
TWS-In-Ear-Kopfhörer TWE-48,Denver,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Taschenbuch,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Soundbar HT-SB100,Sharp,"€ 54,99",Kein vorheriger Preis,"€ 54,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Juicy,Volvic,"€ 1,19",Kein vorheriger Preis,"€ 1,19 / l -","mit natürlichem Mineralwasser und Fruchtsaftkonzentrat, versch. Sorten (+ 0.25 Pfand) je 1-l-PET-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Lachsfilet XXL,K-Classic,"€ 9,99",Kein vorheriger Preis,"€ 19,98 / kg -","ohne Haut, praktisch grätenfrei je 4 St. = 500-g-Großpackg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Knuspertaschen,Dreamies,"€ 2,99",Kein vorheriger Preis,"€ 16,61 / kg -","oder Whiskas Knuspertaschen Katzensnack, versch. Sorten je 120 - 180-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Weinbrand 7 Sterne,Metaxa,"€ 13,79",Kein vorheriger Preis,"€ 19,70 / l -","griech. Branntweinspezialität, 40 Vol. % je 0,7-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Büble Bier,Allgäuer Brauhaus,"€ 13,59",Kein vorheriger Preis,"€ 1,36 / l -","in der Bügelflasche (+ 4.50 Pfand) je Ka. 20 x 0,5-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Feines Butter-Schmalz,Meggle,"€ 5,99",Kein vorheriger Preis,"€ 14,98 / kg -","zum Braten, Kochen und Backen je 400-g-Becher",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Trockenfutter,Whiskas,"€ 2,39",Kein vorheriger Preis,"€ 2,99 / kg -",für Katzen versch. Sorten je 800-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Discreet Hygieneeinlagen,Always,"€ 9,99",Kein vorheriger Preis,"€ 0,21 / Stk -","bei Blasenschwäche, versch. Sorten je 48 - 72-St.-Packg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Gin-Schinken,Fleischwerke Zimmermann,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -",saftig-zarter Schweineschinken aus Bayern je 100 g,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Brenndauer,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Taft Haarspray Halt 5,Schwarzkopf,"€ 2,99",Kein vorheriger Preis,"€ 11,96 / l -","oder Schaumfestiger Haarlack, -spray oder Schaumfestiger, versch. Sorten je 150 - 250-ml-Dose",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Frikadellen XXL,K-Classic,"€ 2,99","€ 0,30","€ 4,98 / kg -","verzehrfertig, aus Schweinefleisch je 600-g-Großpackg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kids 3in1 Duschgel,Nivea,"€ 1,49",Kein vorheriger Preis,"€ 5,96 / l -","Shampoo & Spülung mit Apfel- oder Beerenduft, extra mild je 250-ml-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Draught irisches Bier,Guinness,"€ 4,99",Kein vorheriger Preis,"€ 2,84 / l -","dunkles Bier aus Gerste und Hopfen mit cremiger Schaumkrone (+ 1.00 Pfand) je Packg. 4 x 0,44-l-Dose",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Wäscheklammern,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Salatsieb -Set,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kaffeelikör,Kahlua,"€ 12,99",Kein vorheriger Preis,"€ 18,56 / l -","Mexik. Kaffeelikör hergestellt aus Zuckerrohrdestillat, feinem ArabicaKaffee und süßer Vanille, 16 V...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Gourmet Gold mit Huhn,Purina,"€ 0,49",Kein vorheriger Preis,"€ 5,76 / kg -","HINWEIS: MIT KAUFLAND CARD 0.44 €, versch. Sorten je 85-g-Dose",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Damen-Socken 10er-Pack,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 0,60 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Flüssigseife,Bevola,"€ 0,88",Kein vorheriger Preis,"€ 0,88 / l -",versch. Sorten je 1-l-Nachfüllbeutel,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Queso Manchego,Don Bernardo,"€ 2,49",Kein vorheriger Preis,"€ 24,90 / kg -","span. Hartkäse aus 100 % Schafsmilch, geschmeidig, pikant, 50 % Fett i. Tr. je 100 g",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Tomato Frito,Heinz,"€ 0,99",Kein vorheriger Preis,"€ 2,83 / kg -","passiert, stückig oder Basilikum je 350 - 390-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Taschenlampe LCM2A5,Energizer,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kräftig-Würzig,Appenzeller Switzerland,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -","schweiz. Schnittkäse aus Rohmilch, 4 - 5 Monate gereift, mit Kräutersulz behandelt, 48 % Fett i. Tr....",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Hackfleisch gemischt,K-Purland,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / kg -","aus 70 % Schweine- und 30 % Rindfleisch, zum Braten je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Premium-Pils,Leikeim,"€ 10,99",Kein vorheriger Preis,"€ 1,10 / l -","in der Bügelflasche (+ 4.50 Pfand) je Ka. 20 x 0,5-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Ciolino,K-Classic,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -",knuspriges Waffelröllchen mit Haselnusscreme-Füllung je 8 St. = 200-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Scheiben-Frostschutz,Nigrin,"€ 9,99",Kein vorheriger Preis,"€ 2,00 / l -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kabelloser Kopfhörer Maxi 2,Music Sound,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
USB-Stick Jet Line,Intenso,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Handstaubsauger HV-123508,Emerio,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Erdnüsse XXL,Keine Marke,"€ 2,79",Kein vorheriger Preis,"€ 3,72 / kg -",Amerik./ ägypt. Erdnüsse XXL Kl. I je 750-g-Beutel,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Schupfnudeln XXL,K-Classic,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / kg -",oder Spätzle pfannenfertig je 1-kg-Großpackg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Wischmopp-Set Power Mop 3 in 1,Leifheit,"€ 14,99",Kein vorheriger Preis,"€ 5,00 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Zimmerpflanzen,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Piccolinis XXL,Original Wagner,"€ 4,59",Kein vorheriger Preis,"€ 6,38 / kg -","versch. Sorten, z. B. Salami je 24 St. = 720-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Herren T-Shirts 3er Set,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 3,33 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Klappdeckelboxen,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -","ca. 88 l, Details im Prospekt",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Wasserfilter-Kanne Style Essential,Brita,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Lahmacun,Mekkafood,"€ 2,79",Kein vorheriger Preis,"€ 5,17 / kg -",hauchdünne Teigfladen mit pikanter TomatenRinderhackfleisch-Soße je 3 St. = 540-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Bodenwischerersatzbezüge,Leifheit,"€ 2,99",Kein vorheriger Preis,"€ 1,50 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Gourmet Frühstück Fruchtaufstrich,Mövenpick,"€ 1,89",Kein vorheriger Preis,"€ 7,56 / kg -",versch. Sorten je 250-g-Glas,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Wasserfilter-Kartusche Maxtra Pro Extra Kalkschutz,Brita,"€ 27,99",Kein vorheriger Preis,"€ 4,67 / Stk -",HINWEIS: MIT KAUFLAND CARD 20 % RABATT Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Naturelle Mineralwasser,Volvic,"€ 3,00",Kein vorheriger Preis,"€ 1,00 / l -","Naturelle natürliches Mineralwasser ohne Kohlensäure (+ 1.50 Pfand) je Packg. 6 x 0,5-l-PET-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Dürüm Weizenfladen,Durum Company,"€ 1,49",Kein vorheriger Preis,"€ 1,87 / kg -","je ca. Ø 30 cm, halal je 8 St. = 800-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Bio Altmeister weinwürziger Essig,Hengstenberg,"€ 0,99",Kein vorheriger Preis,"€ 1,10 / l -",5 % Säure je 900-ml-Fl,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kaffeepads,K-Classic,"€ 1,99",Kein vorheriger Preis,"€ 14,21 / kg -",Kaffeepads versch. Sorten je 20 St. = 140-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Einhebel Spültischarmatur,Liv&Bo,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kondensmilch XXL,K-Classic,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / kg -",4 % Fett je 500-g-Großpackg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Ultra-Klumpstreu XXL,K-Classic,"€ 3,95",Kein vorheriger Preis,"€ 0,49 / l -",mit Lavendelduft je 8-l-Großpackg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Chambelle,Reinert,"€ 1,79",Kein vorheriger Preis,"€ 22,38 / kg -",Gourmet-Salami mit orig. franz. Camembert je 80-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Rinderfilet,K-Wertschätze,"€ 39,90",Kein vorheriger Preis,"€ 39,90 / kg -","dtsch. Jungbullenfleisch, mind. 21 Tage gereift, aus eigener Herstellung je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Hähnchenbraten Roast Chicken,Gutfried,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","gepökelt und gegart, mit Geflügelbouillon verfeinert je 100-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Dosen-Set Fresh & Go,Curver,"€ 1,49",Kein vorheriger Preis,"€ 0,50 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Parmigiano Reggiano,Casa Modena,"€ 3,99",Kein vorheriger Preis,"€ 26,60 / kg -","ital. Hartkäse, am Stück, 24 Monate gereift, 40 % Fett i. Tr. je 150-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Rosinenzopf,Ölz,"€ 2,22",Kein vorheriger Preis,"€ 3,70 / kg -","oder Butter-Zopf feines Hefeteiggebäck mit Rosinen oder Honig, handgeflochten je 500 - 600-g-Stück",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Duschgel XXXL,Duschdas,"€ 2,49",Kein vorheriger Preis,"€ 3,69 / l -",versch. Sorten je 3 x 225-ml-Fl.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Teewurst,Rügenwalder Mühle,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","fein, grob oder mit grünem Pfeffer je 100 g",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Käseschnecke,Kaufland Bäckerei,"€ 0,79",Kein vorheriger Preis,"€ 0,79 / Stk -",Plunderteigling mil Käsecremefüllung mit Käse bestreut je Stück,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Deodorant & Bodyspray,Axe,"€ 3,49",Kein vorheriger Preis,"€ 23,27 / l -",versch. Sorten je 150-ml-Dose,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
One For All TV-Wandhalterung WM 2452,Blaupunkt,"€ 19,99",Kein vorheriger Preis,"€ 19,98 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Körniger Frischkäse,Milram,"€ 1,99",Kein vorheriger Preis,"€ 5,69 / kg -","3,5 % Fett i. Tr. je 350-g-Becher",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Akku-Wechselbitschrauber Rapidfire 2.2,Parkside,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
All-in-One Drucker Deskjet 2810e,Hewlett Packard (HP),"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Herren Arbeitssocken 5 Paar,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Carta Medium Dry Sekt,Freixenet,"€ 3,79",Kein vorheriger Preis,"€ 5,05 / l -","Span. Schaumwein versch. Sorten, auch alkoholfrei 0,0 Vol. % je 0,75-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Duftspüler,WC Frisch,"€ 4,79",Kein vorheriger Preis,"€ 23,95 / kg -",oder Blauspüler versch. Sorten je 4 St. = 200-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Baby Feuchttücher,Bevola,"€ 1,69",Kein vorheriger Preis,"€ 0,84 / Stk -",Sensitiv oder Mild je 2 x 80-St.-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Biscoff,Milka,"€ 2,39",Kein vorheriger Preis,"€ 12,58 / kg -","HINWEIS: MIT KAUFLAND CARD 1.79 €, versch. Sorten je 190-g-Tafel",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Recycling Multifunktions Papier,Talentus,"€ 3,99",Kein vorheriger Preis,"€ 0,01 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Tasty Snacks Crisps,Wasa,"€ 1,99",Kein vorheriger Preis,"€ 8,46 / kg -","oder Rounds, versch. Sorten je 190 - 235-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Sweet Rouge,Le Sweet Filou,"€ 2,89",Kein vorheriger Preis,"€ 3,85 / l -","versch. Sorten, z. B. rot: spritzig, fruchtig, temperamentvoll, passt zu Pizza, Pasta, moderner Küch...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Multicolorsalat,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Dtsch. Multicolor-Salat oder Kopfsalat Kl. I je Stück,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Fruchtgummis XL-Packung,Trolli,"€ 1,79",Kein vorheriger Preis,"€ 5,11 / kg -",versch. Sorten je 350-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Rinderzunge,K-Purland,"€ 8,49",Kein vorheriger Preis,"€ 8,49 / kg -","mit Pökellake zubereitet, roh, zum Kochen, 1 Stück je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Bitsatz,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 0,26 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Schweinebauch,K-Purland,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / kg -",mit Knochen je kg,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Häppchen in Gelee XXL,K-Classic,"€ 4,49",Kein vorheriger Preis,"€ 1,87 / kg -","Katzennahrung Adult, Mischung aus 4 Sorten je 24 St. = 2,4-kg-Großpackg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kontaktgrill Inicio Classic GC271D,Tefal,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Silikonbackformen,Kitchbo,"€ 9,99",Kein vorheriger Preis,"€ 5,00 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Landkäse,Coburger,"€ 2,99",Kein vorheriger Preis,"€ 8,54 / kg -","cremig-würziger Weichkäse mit Rotkulturen, Doppelrahmstufe je 350-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Universal Pulver,Persil,"€ 14,99",Kein vorheriger Preis,"€ 0,19 / Stk -","oder Colorwaschmittel versch. Sorten, Pulver 4,5 kg, Gel 3,6 l oder versch. Sorten Discs 1 - 1,02 kg...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kentucky Straight Bourbon Whiskey,Jim Beam,"€ 19,99",Kein vorheriger Preis,"€ 13,33 / l -","40 Vol. % je 1,5-l-Fl",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Taschentücher,K-Classic,"€ 0,85",Kein vorheriger Preis,"€ 0,01 / Stk -",4-lagig je 100-St.-Box,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Suppeneinlagen,Settele,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -",versch. Sorten je 250-g-Schale,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Frischeier-Nudeln,Bucki,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / kg -",versch. Ausformungen je 1-kg-Beutel,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kloßteig,Henglein,"€ 1,79",Kein vorheriger Preis,"€ 2,39 / kg -","Thüringer Art oder Fränkischer Kloßteig, ergibt 4 - 6 Klöße je 750-g-Beutel",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Chia Skyr Brötchen,Kaufland Bäckerei,"€ 0,29",Kein vorheriger Preis,"€ 0,29 / Stk -","Weizenkleingebäck mit Skyr, Chiasamen und Haferflocken je Stück",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Mixstrauß,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Hundenassfutter,Pedigree,"€ 1,99",Kein vorheriger Preis,"€ 2,49 / kg -",versch. Sorten je 800-g-Dose,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Bier,Corona Extra,"€ 9,99",Kein vorheriger Preis,"€ 2,35 / l -","Bierspezialität (+ 0.96 Pfand) je Packg. 12 x 0,355-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Haushaltsmehl,Friessinger Mühle,"€ 0,79",Kein vorheriger Preis,"€ 0,79 / kg -",Weizenmehl Type 405 je 1-kg-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Doppel-Monitorhalterung,Switch On,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Primitivo Puglia,Contessa Carola,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / l -","HINWEIS: MIT KAUFLAND CARD 5.49 €, IGT Apulien, Duft nach Kirsche, Pflaume, Brombeere, kräftig, eleg...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Hagebutten Konfitüre Extra,Maintal,"€ 1,69",Kein vorheriger Preis,"€ 4,98 / kg -",aus Hagebuttenmark hergestellt je 340-g-Glas,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Vegan Haferdrink,Natrue Drinks,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / l -",Barista Haferdrink oder Mandeldrink 0 % Zucker je 1-l-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
USB Datenkabel,Fontastic,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Mortadella 4 Castelli,Montorsi,"€ 1,99",Kein vorheriger Preis,"€ 16,58 / kg -","nach traditioneller Rezeptur, mit Speckwürfeln je 120-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
