Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Squishy,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -","verschiedene Ausführungen, Größe: ca. 20 cm",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Paradies Creme Vanille,Dr. Oetker,"€ 0,99",Kein vorheriger Preis,"€ 3,30 / l -",HINWEIS: MIT NETTO PLUS APP 0.79 € versch. Sorten 300 ml,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Adventskalender,Windel,"€ 1,49",Kein vorheriger Preis,"€ 19,87 / kg -",versch. Designs 75 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Broccoli-Röschen,Beste Ernte,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / kg -",tiefgekühlt versch. Sorten 1 kg,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Nutella Croissant,Ferrero,"€ 3,49",Kein vorheriger Preis,"€ 10,26 / kg -","oder Muffin 264 – 340 g, tiefgekühlt",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Original Jamón Serrano,Las Cuarenta,"€ 1,69",Kein vorheriger Preis,"€ 16,90 / kg -","11 Monate gereift, mit Meersalz 100 g",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
"5,0 Original Pils",Oettinger,"€ 0,69",Kein vorheriger Preis,"€ 1,38 / l -","versch. Sorten 0,5 Liter zzgl. Pfand 0.25",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Passionfrui,Bacardi,"€ 11,99",Kein vorheriger Preis,"€ 17,13 / l -","27,0 % vol 0,7 Liter",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Grauburgunder,Weinhaus 1112,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / l -","oder Spätburgunder Qualitätswein 0,75 Liter",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Spezialitäten Snack,Funny Frisch,"€ 1,29",Kein vorheriger Preis,"€ 10,75 / kg -","HINWEIS: MIT NETTO PLUS APP 0.99 € oder Cornados 90 – 120 g, versch. Sorten",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Bayerischer Leberkäse,Hofmaier,"€ 2,49",Kein vorheriger Preis,"€ 6,23 / kg -",2 x 200 g fein,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Saure Drachenzungen Croissant,Hitschler,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",HINWEIS: MIT NETTO APP 0.89€ gefüllt mit Original hitschies „Saure Drachenzungen Stück,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Cocktail-Rispentomaten,MarktTag,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -","Italien, Kl. I 500 g Schale",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Feine Kugeln,Santa Claus in Town,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -",versch. Sorten 100 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Waschmittel,Perwoll,"€ 5,49",Kein vorheriger Preis,"€ 0,29 / Stk -",versch. Sorten 19 Waschladungen – 27 Waschladungen,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Schokokugeln,Santa Claus in Town,"€ 2,99",Kein vorheriger Preis,"€ 19,93 / kg -",Massiv 150 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Wildkamera WCT-8016ED,Denver,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt.,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Mini Hohlfiguren im Reiterbeutel,Santa Claus in Town,"€ 2,29",Kein vorheriger Preis,"€ 22,90 / kg -",versch. Sorten 100 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Kitkat Mini Mix,Nestlé,"€ 34,99",Kein vorheriger Preis,"€ 14,80 / kg -","12er Pack 197,4 g",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Keimöl,Mazola,"€ 3,79",Kein vorheriger Preis,"€ 5,05 / l -",750 ml,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Kinder Choco Fresh,Ferrero,"€ 1,69",Kein vorheriger Preis,"€ 16,10 / kg -","oder Paradiso 5 x 20,5 g, 4 x 29 g gekühlt",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED-Solar-Leuchte,EzSolar,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt.,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Fertiggerichte,Frosta,"€ 2,99",Kein vorheriger Preis,"€ 5,98 / kg -","HINWEIS: MIT NETTO APP 2.49€ tiefgekühlt, versch. Sorten 450 – 500 g",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Celebrations,Mars,"€ 19,99",Kein vorheriger Preis,"€ 13,93 / kg -","1,435 kg",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED-Deckenleuchten,Star-Q,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Felix Katzennahrung,Purina,"€ 3,99",Kein vorheriger Preis,"€ 3,91 / kg -",HINWEIS: MIT NETTO APP 3.79€ Mutipack versch. Sorten 12 x 85 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Original,Lätta,"€ 1,19",Kein vorheriger Preis,"€ 2,64 / kg -",HINWEIS: MIT NETTO PLUS APP 0.99 € versch. Sorten 450 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Adventskalender,Sugar Gang,"€ 9,99",Kein vorheriger Preis,"€ 23,07 / kg -",433 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Milch-Haselnuss Creme,Lieblings,"€ 2,49",Kein vorheriger Preis,"€ 10,38 / kg -",400 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Geschirrspültabs,Somat,"€ 7,99",Kein vorheriger Preis,"€ 0,13 / kg -",54 – 63 WL versch. Sorten,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Stieleis,Magnum,"€ 2,49",Kein vorheriger Preis,"€ 9,76 / l -","tiefgekühlt, versch. Sorten 255 ml – 330 ml",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Der Himmlische Röstkaffee,Mövenpick,"€ 6,49",Kein vorheriger Preis,"€ 12,98 / kg -","500 g Kaffee gemahlen oder ganze Bohnen,",Nein,25.10. - 25.10.,2025-10-25,2025-10-25
Adventskalender,Haribo,"€ 7,99",Kein vorheriger Preis,"€ 26,63 / kg -",300 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Pizzateig mit Tomatensauce Vegan,Genuss Welt,"€ 1,79",Kein vorheriger Preis,"€ 2,98 / kg -",400 g + 200 g Sauce gekühlt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Kochhinterschinken,Hofmaier,"€ 1,39",Kein vorheriger Preis,"€ 6,95 / kg -",200 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Elektrische Reinigungsbürste,Star-Q,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Fertiggericht Indian Style Linsencurry,YouCook,"€ 3,49",Kein vorheriger Preis,"€ 8,31 / kg -","420 g gekühlt, versch. Sorten",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Linsenchips,Clarky's,"€ 1,19",Kein vorheriger Preis,"€ 13,22 / kg -",Paprika oder Joghurt Gurke 90 – 100 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Wiener Würstchen,Hofmaier,"€ 2,79",Kein vorheriger Preis,"€ 6,97 / kg -",2 x 200 g über Buchenholz geräuchert,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Saft,Hohes C,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / l -",versch. Sorten 1 Liter zzgl. Pfand 0.25,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Nippon Häppchen Puffreis-Schokolade,Hosta,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",versch. Sorten 200 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Halloween Käsescheiben Gouda,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -",gekühlt 100 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Stabfeuerzeug,BIC,"€ 3,99",Kein vorheriger Preis,"€ 2,00 / Stk -",Details im Prospekt.,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Chefsessel LY006-GRA,Keine Marke,"€ 159,99",Kein vorheriger Preis,"€ 159,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Weltmeisterbrot,Netto Backstube,"€ 1,79",Kein vorheriger Preis,"€ 2,39 / kg -",750 g Gilt nur in Filialen mit Backautomat!,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Knoblauch-Ecken,Knack & Back,"€ 1,99",Kein vorheriger Preis,"€ 7,11 / kg -","gekühlt, 280 g",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Fettarmer Kalinka Kefir,Müller,"€ 0,89",Kein vorheriger Preis,"€ 1,78 / kg -",oder Ayran 500 g / 500 ml gekühlt zzgl. Pfand 0.25,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Whirlpool Oslo,Juskys,"€ 1.999,00",Kein vorheriger Preis,"€ 1.999,00 / Stk -",Details im Prospekt.,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Mini Cherryrispentomaten,Lieblings,"€ 2,49",Kein vorheriger Preis,"€ 12,45 / kg -","Niederlande, Kl. I 200 g Schale",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Matjesfilethappen Nach Kolberger Art,Kapitan Navi,"€ 4,49",Kein vorheriger Preis,"€ 5,61 / kg -",gekühlt 800 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Erdnüsse,MarktTag,"€ 1,99",Kein vorheriger Preis,"€ 4,97 / kg -","Ägypten, 400 g Beutel",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Bier,Kulmbacher Mönchshof,"€ 10,99",Kein vorheriger Preis,"€ 1,10 / l -","versch. Sorten, 20 x 0,5 Liter Kiste, zzgl. Pfand 4.50",Nein,25.10. - 25.10.,2025-10-25,2025-10-25
Bepflanzte Schalen,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt.,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Pistazien-Donut,Netto Backstube,"€ 0,79",Kein vorheriger Preis,"€ 0,79 / Stk -",Stück,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Bepflanzte Herbstschale,Keine Marke,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",Details im Prospekt.,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Eier aus Bodenhaltung,Ein Herz für Erzeuger,"€ 2,09",Kein vorheriger Preis,"€ 0,21 / Stk -",10 Stück,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Trinkflasche,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",mit praktischem Trinkhalm zum AufklappenFüllmenge ca. 600 ml,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Küchenschrank,VCM,"€ 229,99",Kein vorheriger Preis,"€ 229,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Börekstick Spinat Feta,Netto Backstube,"€ 0,59",Kein vorheriger Preis,"€ 0,59 / Stk -",Stück,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Stielkasserolle,Diamant,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Münchner Weißwurst,Hofmaier,"€ 2,49",Kein vorheriger Preis,"€ 8,30 / kg -",mit Petersilie verfeinert 300 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Infrarotkabine Helsinki,Artsauna,"€ 1.499,00",Kein vorheriger Preis,"€ 1.499,00 / Stk -",Details im Prospekt.,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Herren Komfort Gel Slipper,Vitopelle,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Marinierte Garnelenspieße,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 26,60 / kg -","versch. mariniert, geschält, 150 g",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Gurken,Keine Marke,"€ 0,55",Kein vorheriger Preis,"€ 0,55 / Stk -","Spanien, Kl. I Stück",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Doppelwandige Thermo Espressogläser,Dekor,"€ 2,99",Kein vorheriger Preis,"€ 0,75 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Schweine-Rücken,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / kg -","pro kg ohne Knochen, vakuumverpackt, ca. 1,7 kg",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Suppenfleisch vom Rind,Gut Ponholz,"€ 6,49",Kein vorheriger Preis,"€ 12,98 / kg -",ohne Knochen 500 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Bacon,Ein Herz für Erzeuger,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","milder Frühstücksspeck, geräuchert, 100 g",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Bugbraten vom Irischen Weiderind,Keine Marke,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -","mindestens 180 Tage Weidehaltung, vakuumverpackt, ca. 1 kg, pro 100 g",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Gulasch vom Rind,Gut Ponholz,"€ 6,49",Kein vorheriger Preis,"€ 12,98 / kg -",500 g zart und saftig,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Kochhinterschinken,Ein Herz für Erzeuger,"€ 1,69",Kein vorheriger Preis,"€ 8,45 / kg -",200 g Regionale Verpackungsabweichungen möglich,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Kabellose Smart-Home Kamera EB3 2K,Ezviz,"€ 79,99",Kein vorheriger Preis,"€ 79,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Longlife Batterien,Varta,"€ 6,99",Kein vorheriger Preis,"€ 0,29 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED-Stehleuchte RGB,Star-Q,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Intelligentes Schloss DL01 Pro,Ezviz,"€ 119,99",Kein vorheriger Preis,"€ 119,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Blätterteig,Genuss Welt,"€ 0,99",Kein vorheriger Preis,"€ 3,60 / kg -","gekühlt, 275 g",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Dekokissen,Dekor,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -","mit Streifen und dekorativen Knöpfen, Bezug waschbar bei ca. 30°C Maße: 40 x 60 cm oder 50 x 50 cm",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Salz Brezel,Clarky's,"€ 0,99",Kein vorheriger Preis,"€ 3,96 / kg -",250 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Sylter Schokoladen Pudding,Zum Dorfkrug,"€ 1,79",Kein vorheriger Preis,"€ 4,77 / kg -","Grütze oder Milchreis 360 – 375 g gekühlt, versch. Sorten",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Salzstangen,Clarky's,"€ 0,69",Kein vorheriger Preis,"€ 2,76 / kg -",Laugengebäck mit Meersalz 250 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Tortilla Chips,Clarky's,"€ 1,59",Kein vorheriger Preis,"€ 5,30 / kg -",versch. Sorten 300 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Buchtresor 80915 Städtetrip,HMF,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Dip,Clarky's,"€ 1,39",Kein vorheriger Preis,"€ 4,88 / kg -",versch. Sorten 285 – 310g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Spray-Mopp,Clean Maxx,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Stapelchips,Clarky's,"€ 1,49",Kein vorheriger Preis,"€ 8,51 / kg -",versch. Sorten 175 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Original,Bifi,"€ 1,99",Kein vorheriger Preis,"€ 16,58 / kg -","6 x 20 g, 3 x 45 g, 3 x 40 g versch. Sorten",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Knabbersnack,Clarky's,"€ 0,95",Kein vorheriger Preis,"€ 7,60 / kg -",100 – 125 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Dusche,Axe,"€ 2,99",Kein vorheriger Preis,"€ 7,48 / l -",versch. Sorten 400 ml,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Minis Halloween Mix,Fritt,"€ 2,99",Kein vorheriger Preis,"€ 8,54 / kg -",350 g,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Eistee,Durstlöscher,"€ 0,69",Kein vorheriger Preis,"€ 1,38 / l -","oder Fruchtsaftgetränk versch. Sorten 0,5 Liter",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Grabgesteck,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt.,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Grab-Bouquet,Keine Marke,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -","je Stück ca. 80 cm lang, versch. Ausführungen",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED-Deckenleuchten,Star-Q,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Räucherhaus,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt.,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Gnocchi Amore Rosso,Hilcona,"€ 2,49",Kein vorheriger Preis,"€ 8,89 / kg -","gekühlt, versch. Sorten 280 g",Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Becher,Leonardo,"€ 3,99",Kein vorheriger Preis,"€ 2,00 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED-Schneeballschweif,Keine Marke,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt.,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Schwarzwurst,Fleisch Schwamm,"€ 1,99",Kein vorheriger Preis,"€ 6,63 / kg -",im Ring 300 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Damen-Wellnesshose,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -","oder Herren Wellnesshose mit elastischem Bund, zwei Eingrifftaschen seitlich Größen: M – XXL",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Vodka,Grey Goose,"€ 32,99",Kein vorheriger Preis,"€ 47,13 / l -","40,0 % vol 0,7 Liter",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED Lichterkette,Dekor,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt.,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Küchenläufer,Dekor,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -","rutschhemmende Rückseite, geeignet für Fußbodenheizung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Adventskalender,Lindt,"€ 9,99",Kein vorheriger Preis,"€ 50,97 / kg -",versch. Motive 196 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Thunfischfilets,Dreimaster,"€ 1,11",Kein vorheriger Preis,"€ 5,69 / kg -",versch. Sorten 150 g – 195 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Schnittbrötchen,Netto Backstube,"€ 1,00",Kein vorheriger Preis,"€ 0,14 / Stk -",7 Stück Einzelpreis: 0.19,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Konfitüre Extra,Schwartau,"€ 2,69",Kein vorheriger Preis,"€ 9,61 / kg -",versch. Sorten 280 – 340 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Möhren,Heimat,"€ 0,99",Kein vorheriger Preis,"€ 0,49 / kg -","Deutschland, Kl. I 2 kg Beutel",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Samt Konfitüre,Schwartau,"€ 2,69",Kein vorheriger Preis,"€ 9,96 / kg -",versch. Sorten 270 g,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
