Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Damen-Rollkragenshirts,Up2Fashion,"€ 9,99",Kein vorheriger Preis,"€ 5,00 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Kinder Weste,Lily & Dan,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Silikon-Backhelfer,Crofton,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Feiner Rübenzucker,Südzucker,"€ 1,39","€ 1,69","€ 1,39 / kg -",1-kg-Packung,Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Auto-Smartphone-Zubehör,Hama,"€ 6,99","€ 9,99","€ 6,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Waschmaschinen Hygiene-Reiniger,Dr. Beckmann,"€ 2,65",Kein vorheriger Preis,"€ 10,60 / kg -",250-g-Packung,Nein,07.11. - 08.11.,2025-11-07,2025-11-08
Kinder-Backset,Crofton,"€ 3,99",Kein vorheriger Preis,"€ 0,40 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Original polnische Krakauer,Landbeck,"€ 3,99",Kein vorheriger Preis,"€ 11,40 / kg -","Versch. Sorten, geräuchert, je 350-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Winterschutz-Kokosscheiben,Gardenline,"€ 2,99",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Steinpilze getrocknet,Le Gusto,"€ 3,99",Kein vorheriger Preis,"€ 66,50 / kg -","Versch. Sorten, je 50-, 60-, 75- bzw. 100-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Auto-Vollgarage,Ride & Go,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Kälteschutzvlies-Sortiment,Gardenline,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Weihnachtsfiguren,Wintertraum,"€ 1,79","€ 2,39","€ 17,90 / kg -","Versch. Sorten, aus feiner Vollmilchschokolade, je 100-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Grabpflanze,Gardenline,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Puderzucker,Diadem,"€ 0,49",Kein vorheriger Preis,"€ 1,96 / kg -",250-g-Packung,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Fairtrade-Rosen,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Weihnachtsmännchen,Wintertraum,"€ 1,99","€ 2,79","€ 15,92 / kg -","Aus Vollmilchschokolade, 125-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Herren Leichtsteppjacke,Up2Fashion,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
LED-Grablicht,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Weihnachtsmann,Wintertraum,"€ 2,49","€ 2,99","€ 12,45 / kg -","Vollmilchschokolade, 200-g-Figur",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Kinder Strumpfhosen,Lily & Dan,"€ 3,99",Kein vorheriger Preis,"€ 1,33 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Streudekore,Back Family,"€ 0,89",Kein vorheriger Preis,"€ 14,83 / kg -","Versch. Sorten, je 20-, 60-, 65-, 80- bzw. 95-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Vitalis Müsli,Dr. Oetker,"€ 2,49","€ 3,99","€ 5,53 / kg -","Versch. Sorten, je 400-, 450-, 500- bzw. 600-g Packung",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Nuss Nougat,Back Family,"€ 1,59",Kein vorheriger Preis,"€ 12,72 / kg -",125-g-Packung,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Schlagsahne,Milsani,"€ 0,79","€ 0,99","€ 3,95 / kg -","Mind. 30 % Fett, 200-g-Becher",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Holz-Spielwelt,Toylino,"€ 19,99",Kein vorheriger Preis,"€ 0,74 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Cheesecakes,Mondelez,"€ 2,29","€ 2,99","€ 14,31 / kg -","Versch. Sorten, je 2 Stück, je 160- bzw. 170-g-Packung",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Backpapierzuschnitte,Power Force,"€ 0,95",Kein vorheriger Preis,"€ 0,03 / Stk -","30 Blatt, Maße je ca.: 38 x 42 cm, je Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Kinder-Pilotenjacke,Lily & Dan,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Schweine-Spießbraten,Meine Metzgerei,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / kg -","gefüllt mit Bauchspeck, Röstzwiebeln und Senf, versch. Gewichte, z. B. 1000 g",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Milch Drink,Milsani,"€ 0,85","€ 0,99","€ 0,85 / l -","ab 0.85, Versch. Sorten, je 1-l-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Schwedisch Vodka,Absolut,"€ 10,99","€ 14,99","€ 15,70 / l -","40 % vol., 0,7-l-Flasche",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Kräuter,Le Gusto,"€ 0,99",Kein vorheriger Preis,"€ 19,80 / kg -","Versch. Sorten, je 6-, 8-, 13-, 15-, 20-, 25-, 30-, 35-, 50- bzw. 70-g-Packung bzw. 2 Stück",Nein,07.11. - 08.11.,2025-11-07,2025-11-08
Mini-Tafeln,Choceur,"€ 2,19","€ 2,79","€ 10,95 / kg -","Versch. Sorten, je 5 x 40 g = 200-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
XXL-Puten Geschnetzeltes,Meine Metzgerei,"€ 5,99",Kein vorheriger Preis,"€ 7,49 / kg -",800-g-Packung,Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Matjesfilets XXL,Nordsee,"€ 3,49","€ 4,99","€ 12,46 / kg -",oder Backfisch Je 280- bzw. 310-g Packung,Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Rösti-Sterne,Gourmet Finest Cuisine,"€ 2,29",Kein vorheriger Preis,"€ 3,82 / kg -",600-g-Packung,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Holz-Küchen-Accessoires,Toylino,"€ 9,99",Kein vorheriger Preis,"€ 0,62 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Kinder Maxi Mix Advents­­­kalender,Ferrero,"€ 12,99",Kein vorheriger Preis,"€ 37,01 / kg -","Mit z. B. kinder-Überraschung, kinder-Schoko-Bons und kinder Country, 351-g-Packung",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Adventskalender,Milka,"€ 6,99",Kein vorheriger Preis,"€ 34,95 / kg -","Versch. Motive, je 200-g Packung",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Rinderfond,Gourmet Finest Cuisine,"€ 1,39",Kein vorheriger Preis,"€ 3,47 / kg -","Versch. Sorten, je 400-ml-Glas",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Milch-Mäuse-Adventskalender,Choceur,"€ 3,99",Kein vorheriger Preis,"€ 28,50 / kg -",140-g-Packung,Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Gourmet-Pflaumen,Gourmet Finest Cuisine,"€ 2,49",Kein vorheriger Preis,"€ 8,16 / kg -","Versch. Sorten, z. T. mit Alkohol, je 580-ml-Glas, Abtropfgewicht 305 g",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Salami,Gourmet Finest Cuisine,"€ 3,99",Kein vorheriger Preis,"€ 19,95 / kg -","Versch. Sorten, je 200-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Magnesium Sticks,Vitalis,"€ 0,89",Kein vorheriger Preis,"€ 29,67 / kg -","Nahrungsergänzungsmittel, mit Magnesium, 250 mg, Vitamin E und Süßungsmittel, versch. Geschmacksrich...",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Ingwertee,Westminster Tea,"€ 1,19",Kein vorheriger Preis,"€ 27,05 / kg -","Versch. Sorten, je 43,75-, 45- bzw. 50-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Hot Wheels Action-Crash-Spiral,Mattel Games,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Sahne Kefir,Milsani,"€ 0,59",Kein vorheriger Preis,"€ 2,36 / kg -","auf Frucht Versch. Sorten, je 250-g-Becher",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Aufbewahrungskörbe,Home Creation,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Sahne­pudding,Milsani,"€ 0,49",Kein vorheriger Preis,"€ 2,45 / kg -","Versch. Sorten, je 200-g-Becher",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Bio Hafercookies,Bio Smiley,"€ 1,79","€ 2,19","€ 8,95 / kg -","Versch. Sorten, je 200-g-Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Knusper Backfisch,Golden Seafood,"€ 2,79","€ 3,49","€ 9,96 / kg -","oder -Kibbelinge Aus Alaska-Seelachsfilet, je 280- bzw. 300-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Buttermilchdessert,Milsani,"€ 0,65",Kein vorheriger Preis,"€ 3,25 / kg -","Versch. Sorten, je 200-g-Becher",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
G5TS stationärer 5G Router,Zte,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",Details im Prospekt,Nein,25.10. - 25.10.,2025-10-25,2025-10-25
Schweine-Gyros,Meine Metzgerei,"€ 2,99","€ 4,29","€ 5,98 / kg -","Vom Schwein, nach Gyros-Art, küchenfertig zubereitet, 500-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Suppenfleisch,Fair & Gut,"€ 6,69","€ 7,99","€ 13,38 / kg -","Vom Rind, ohne Knochen, 500-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Gänsebrustfilet,Gourmet Finest Cuisine,"€ 8,49",Kein vorheriger Preis,"€ 21,22 / kg -","Mit Haut, mariniert, in Backofen-Schale, 400-g-Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Bilderbuch zum Vorlesen,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Barbarie-Entenbrustfilet,Gourmet Finest Cuisine,"€ 5,29",Kein vorheriger Preis,"€ 17,99 / kg -","Mit Haut, HKL A, versch. Gewichte, z. B. 294 g",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Holz-Puppenhaus,Toylino,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Bio-Landhähnchen Flügel,Nur Nur Natur,"€ 2,39","€ 2,99","€ 4,78 / kg -","Versch. Sorten, je 350-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Hafermastgans,Jack’s Farm,"€ 39,56",Kein vorheriger Preis,"€ 8,99 / kg -","HKL A, mit Innereien (bratfertig), versch. Gewichte, z. B. 4,4 kg",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Junge Ente,Jack’s Farm,"€ 13,99",Kein vorheriger Preis,"€ 5,83 / kg -","HKL A, mit Innereien, 2,4-kg-Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Minibuch Adventskalender,Keine Marke,"€ 1,79",Kein vorheriger Preis,"€ 0,45 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Smartphone Redmi 15C,Mi,"€ 99,00",Kein vorheriger Preis,"€ 99,00 / Stk -",Details im Prospekt,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Taschki,Dovgan,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / kg -","Versch. Sorten, je 1-kg-Packung",Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Damen Weihnachtspullover,Aldi Mania,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",Details im Prospekt,Nein,08.11. - 08.11.,2025-11-08,2025-11-08
Paprika Rot,Keine Marke,"€ 1,69",Kein vorheriger Preis,"€ 1,69 / kg -","lose Ursprung: Spanien/ Marokko, Klasse I, kg-Preis",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Crunchips Stackers Sour Cream,Lorenz,"€ 1,99",Kein vorheriger Preis,"€ 11,37 / kg -","Versch. Sorten, je 175-g-Packung",Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Damen Ski-Fleece-Handschuhe,Crane,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Serrano Gran Reserva hauchfein,Gourmet Finest Cuisine,"€ 1,99",Kein vorheriger Preis,"€ 28,43 / kg -",70-g-Packung,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Duschabstreifer,Home Creation,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Fruchtgummi,Haribo,"€ 3,49",Kein vorheriger Preis,"€ 5,37 / kg -","Versch. Sorten, z. B. Balla-Balla, 650-g-Packung",Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Akku-Schallzahnbürste,Ambiano,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
LED-Weihnachtsmann,Home Creation,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt,Nein,06.11. - 08.11.,2025-11-06,2025-11-08
Mousse au Chocolat,Gourmet Finest Cuisine,"€ 1,69",Kein vorheriger Preis,"€ 21,13 / kg -","Versch. Sorten, je 80-g-Glas",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Fruchtgummi,Haribo,"€ 1,19",Kein vorheriger Preis,"€ 5,95 / kg -","Versch. Sorten, z. B. Balla-Balla, 200-g-Packung",Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Vitel Tonnè,Gourmet Finest Cuisine,"€ 3,99",Kein vorheriger Preis,"€ 24,94 / kg -","Rindfleisch in Thunfischsauce, 160-g-Packung",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Fruchtgummi,Haribo,"€ 0,79",Kein vorheriger Preis,"€ 4,94 / kg -","Versch. Sorten, z. B. Balla-Balla, 160-g-Packung",Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Bio-Champignon,Bio Smiley,"€ 1,45",Kein vorheriger Preis,"€ 5,80 / kg -","braun Ursprung: Deutschland/Niederlande/Polen, Klasse I, 250-g-Schale",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Zuckerhutfichte,Gardenline,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,06.11. - 08.11.,2025-11-06,2025-11-08
Herren Rollkragenpullover,Up2Fashion,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Joghurt & Knuspermüsli,Bio Smiley,"€ 0,95",Kein vorheriger Preis,"€ 6,33 / kg -","Versch. Sorten, je 150-g-Becher",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Feines Butter-Schmalz,Meggle,"€ 3,33","€ 5,39","€ 13,32 / kg -",250-g-Packung,Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Kleinkinder Velours-Pyjama,Lily & Dan,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
LED-Lichterbaum,Home Creation,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,06.11. - 08.11.,2025-11-06,2025-11-08
Weihnachts-Sticker,Home Creation,"€ 0,49",Kein vorheriger Preis,"€ 0,16 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Bio-Steak,Bio Smiley,"€ 5,99","€ 7,32","€ 24,55 / kg -","Vom Rind, versch. Sorten und Gewichte, z. B. 244 g",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Puten-Minifilets,Fair & Gut,"€ 3,79","€ 4,79","€ 10,83 / kg -","Aus dem Putenbrustfilet, 350-g-Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Körniger Frischkäse,Bio Smiley,"€ 0,89","€ 1,45","€ 4,45 / kg -",200-g-Packung,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED-Fensterdekoration,Home Creation,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,06.11. - 08.11.,2025-11-06,2025-11-08
Landbrötchen,Bio Smiley,"€ 1,39",Kein vorheriger Preis,"€ 4,96 / kg -","Versch. Sorten, zum Fertigbacken, je 4 Stück, je 250- bzw. 280-g-Packung",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
LED-Rattan-Figur,Belavi,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Käsescheiben,Bio Smiley,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -","Versch. Sorten, je 200-g-Packung",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Schokolade,Ritter Sport,"€ 1,11","€ 1,99","€ 11,10 / kg -","Versch. Sorten, je 100-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Schoko Rosinen,Choceur,"€ 1,29","€ 1,69","€ 6,45 / kg -",200-g-Packung,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED-Papier-Weihnachtsstern,Home Creation,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Spülung,Pantene Pro-V,"€ 4,99","€ 5,95","€ 14,26 / l -","oder Shampoo Versch. Sorten, je 350-mlTube bzw. 500-ml-Flasche",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Emmentaler,Milsani,"€ 1,69","€ 1,99","€ 6,76 / kg -","Nussig-mild, gerieben, 250-g-Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Bio Saure Sahne,Bio Smiley,"€ 0,85",Kein vorheriger Preis,"€ 4,25 / kg -","10 % Fett, 200-g-Becher",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Duftkerze,Home Creation,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Eistee,Fuze Tea,"€ 1,29","€ 1,69","€ 1,03 / l -","Versch. Sorten, je 1,25-l Flasche, zzgl. Pfand 0.25 Auch als 6er-Pack erhältlich",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Milchmäuse XXL,Choceur,"€ 3,29",Kein vorheriger Preis,"€ 10,97 / kg -","Versch. Sorten, je 300-g-Packung",Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Gefütterte Clogs,Up2Fashion,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Deospray,Axe,"€ 4,49","€ 5,79","€ 6,41 / l -","oder Duschgel Versch. Sorten, z. B. Duschgel, Dark Temptation, 700-ml-Flasche",Nein,31.10. - 01.11.,2025-10-31,2025-11-01
Elektrische Kuschel-Heizdecke,Ambiano,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Damen Pullover,Up2Fashion,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Geschenktaschen-Set,Home Creation,"€ 1,29",Kein vorheriger Preis,"€ 1,29 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Weihnachts-Bastelset,Home Creation,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Winterjersey-Kissenbezüge,Novitesse,"€ 6,99",Kein vorheriger Preis,"€ 3,50 / Stk -",Details im Prospekt,Nein,06.11. - 08.11.,2025-11-06,2025-11-08
Weihnachtskarten,Home Creation,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Zimtsterne,Wintertraum,"€ 2,29","€ 2,99","€ 13,09 / kg -",175-g-Packung,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Heizsortiment,Ambiano,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Monster High Puppe,Mattel Games,"€ 12,99","€ 19,99","€ 12,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Damen Hausballerinas,Up2Fashion,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,06.11. - 08.11.,2025-11-06,2025-11-08
Alkaline-Batterien,Activ Energy,"€ 1,99",Kein vorheriger Preis,"€ 0,10 / Stk -",Details im Prospekt,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Milch-Mäuse-Schneebälle,Choceur,"€ 1,79","€ 2,29","€ 13,77 / kg -","Versch. Sorten, je 130-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Diamond Painting,Home Creation,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Herren Schlafanzug,Up2Fashion,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,06.11. - 08.11.,2025-11-06,2025-11-08
