Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Malbücher,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / Stk -",Details im Prospekt.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Zierkürbisse in Spankorb,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Linzer Stangerl,Gaber,"€ 2,49",Kein vorheriger Preis,"€ 11,07 / kg -",oder Linzer Augen 225 – 250 g,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Der Gute Eierlikör,Pott,"€ 8,99",Kein vorheriger Preis,"€ 12,84 / l -","HINWEIS: MIT NETTO APP 8.49 € oder Pott Rum Echter Übersee Rum 16 – 40 % Vol. 0,7 Liter",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Ananas,Keine Marke,"€ 1,69",Kein vorheriger Preis,"€ 1,69 / Stk -","Stück, Costa Rica, Kl. I",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Salzburger Dürre,Ablinger,"€ 3,49",Kein vorheriger Preis,"€ 6,98 / kg -",500 g nach Art einer Kochsalami,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Fasssauna Spitzbergen,Artsauna,"€ 1.399,00",Kein vorheriger Preis,"€ 1.399,00 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Wassersprudler Duo Titan,Sodastream,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Matcha Latte,Krüger,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",versch. Sorten 250 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Überwachungskamera Argus Series B310,Reolink,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Aluguss Kochtopf,Ceraflon,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -","ab, Details im Prospekt – Preis variiert je nach Größe und Variante",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Gulaschsuppe,Lieblings,"€ 1,49",Kein vorheriger Preis,"€ 3,10 / l -",480 ml,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Peperoni Baguette,Netto Backstube,"€ 1,19",Kein vorheriger Preis,"€ 3,97 / kg -",310g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Estragon Senf,Mautner Markhof,"€ 1,29",Kein vorheriger Preis,"€ 6,45 / kg -",200 g versch. Sorten,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Leibniz Choco Kekse,Bahlsen,"€ 1,99",Kein vorheriger Preis,"€ 15,92 / kg -",HINWEIS: MIT NETTO APP 1.69 € versch. Sorten 125 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Malkoffer XXL,Dekor,"€ 4,99",Kein vorheriger Preis,"€ 0,07 / Stk -",Details im Prospekt.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
MSK Vodka & Maracuja,Moskovskaya,"€ 24,99",Kein vorheriger Preis,"€ 6,31 / l -","HINWEIS: NUR ONLINE VERFÜGBAR 10 % Vol., 12 x 0,33 Liter Einzelpreis: 2.08",Ja,06.10. - 11.10.,2025-10-06,2025-10-11
Weltmeisterbrötchen,Netto Backstube,"€ 0,99",Kein vorheriger Preis,"€ 0,33 / Stk -","Sonnenblumenbrötchen, Roggenbrötchen oder Kürbiskernbrötchen 3 Stück, Einzelpreis: 0.39 – 0.49",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Die Dose,Kleiner Feigling,"€ 22,99",Kein vorheriger Preis,"€ 7,66 / l -","HINWEIS: NUR ONLINE VERFÜGBAR 10 % Vol., 12 x 0,25 Liter Einzelpreis: 1.67",Ja,06.10. - 11.10.,2025-10-06,2025-10-11
Kalbsschnitzel,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 29,13 / kg -","240 g aus der Oberschale, für Wiener Schnitzel",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Gurke,Keine Marke,"€ 0,49",Kein vorheriger Preis,"€ 0,49 / Stk -","Stück, Spanien, Kl. I",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kasseler-Kotelett,Gut Ponholz,"€ 5,49",Kein vorheriger Preis,"€ 7,84 / kg -","vom Schwein, gepökelt, goldgelb geräuchert 700 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Fix Spaghetti Bolognese,Knorr,"€ 0,49",Kein vorheriger Preis,"€ 12,25 / kg -",26 – 100 g versch. Sorten,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Haselnusskerne,Backfee,"€ 2,69",Kein vorheriger Preis,"€ 13,45 / kg -",naturbelassen und gemahlen 200 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Leberkäse,Hofmaier,"€ 2,79",Kein vorheriger Preis,"€ 6,75 / kg -",fein 2 x 200 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Edel-Marzipan Pralinen,Santa Claus in Town,"€ 2,49",Kein vorheriger Preis,"€ 19,92 / kg -","versch. Sorten, enthält Alkohol 125 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Feinschmecker Waldpilz Suppe,Knorr,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / l -","versch. Sorten ergibt 0,5 – 0,75 Liter",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Säfte,Capri Sun,"€ 2,14",Kein vorheriger Preis,"€ 1,07 / l -","10 x 0,2 l versch. Sorten",Nein,10.10. - 10.10.,2025-10-10,2025-10-10
Paprika-Mix,MarktTag,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -","500 g Packung Spanien, Kl. I",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Infrarotkabine Kiruna,Artsauna,"€ 899,00",Kein vorheriger Preis,"€ 899,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,06.10. - 11.10.,2025-10-06,2025-10-11
Rosenkohl,MarktTag,"€ 0,99",Kein vorheriger Preis,"€ 1,32 / kg -","750 g Netz Belgien/Niederlande, Kl. I",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Steinofenbrötchen,Lieblings,"€ 0,99",Kein vorheriger Preis,"€ 3,30 / kg -","Weizen & Dinkel, 300 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Glass Shaver,Vitalmaxx,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Minipflaumen-Tomaten,MarktTag,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -","500 g Schale Marokko/Spanien, Kl. I",Nein,11.10. - 11.10.,2025-10-11,2025-10-11
Herbsttulpen,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -","je Bund versch. Farben, ca. 35 cm lang",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Shiatsu-Massagegerät,Vitalmaxx,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
360° Schall-Zahnbürste,Vitalmaxx,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Lemon & Cucumber,Voss Water,"€ 19,99",Kein vorheriger Preis,"€ 6,06 / l -","HINWEIS: NUR ONLINE VERFÜGBAR 10 x 0,33 Liter",Ja,06.10. - 11.10.,2025-10-06,2025-10-11
Geschirr-Reiniger,Finish,"€ 15,99",Kein vorheriger Preis,"€ 0,16 / Stk -","Supersparpack versch. Sorten, 100 – 121 Waschladungen",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Mandeln,Backfee,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",naturbelassene und ganze Kerne 200 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Damen Nicki Hausanzug,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Bio-Kürbis Hokkaido,BioBio,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / kg -","Deutschland, 1 kg",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Bio-Erdnüsse,BioBio,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -","Ägypten, 250 g Beutel",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Bio-Ingwer,BioBio,"€ 0,59",Kein vorheriger Preis,"€ 5,90 / kg -","China, 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Weichkäse-Spezialitäten,Bergader,"€ 1,99",Kein vorheriger Preis,"€ 10,47 / kg -","HINWEIS: MIT NETTO APP 1.79, 190 g gekühlt, versch. Sorten",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Backformenset 3-tlg.,Original Kaiser,"€ 7,99",Kein vorheriger Preis,"€ 2,66 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Sushi-Box Takashi,Keine Marke,"€ 2,29",Kein vorheriger Preis,"€ 12,05 / kg -","HINWEIS: MIT NETTO APP 1.99 € oder Yamato mit Sojasauce, Ingwer, Wasabi und Essstäbchen 190 g – 200 ...",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Rückenkorrektor,Comfortisse Posture,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Pfefferbeißer,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",200 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Feinjoghurt Erdbeere,Mövenpick,"€ 0,69",Kein vorheriger Preis,"€ 4,60 / kg -","oder Sahnepudding gekühlt, versch. Sorten 150 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Zwiebel-Leberkäse,Gugel,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -",100 g ofengebacken,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Schnitzel XXL,Tillman‘s,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",250 g versch. Sorten,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Energy Drink Juneberry Jam Gönrgy,Gönrgy,"€ 24,99",Kein vorheriger Preis,"€ 2,08 / l -","HINWEIS: NUR ONLINE VERFÜGBAR 24 x 0,5 Liter",Ja,06.10. - 11.10.,2025-10-06,2025-10-11
Damen Komfort-BH seamless,Spirit of Colours,"€ 14,99",Kein vorheriger Preis,"€ 3,00 / Stk -",Details im Prospekt,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Kokosraspel,Backfee,"€ 0,85",Kein vorheriger Preis,"€ 4,25 / kg -",200 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
5 Minuten Terrine,Maggi,"€ 7,00",Kein vorheriger Preis,"€ 21,34 / kg -","versch. Sorten, 8 x 41 – 76 g, Einzelpreis: 1.49",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
BestAGE Seniorenmobil Royal,SachsenRad,"€ 899,00",Kein vorheriger Preis,"€ 899,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,06.10. - 11.10.,2025-10-06,2025-10-11
Chocolaterie,Loacker,"€ 1,99",Kein vorheriger Preis,"€ 13,72 / kg -","versch. Sorten, 145 g",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Nuss Nougat,Backfee,"€ 1,89",Kein vorheriger Preis,"€ 12,60 / kg -",HINWEIS: MIT EDEKA APP 1.70 € 150 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Mikrofasertuchrolle,Priva,"€ 2,99",Kein vorheriger Preis,"€ 1,50 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Limonade,Fanta,"€ 1,11",Kein vorheriger Preis,"€ 0,89 / l -","Sprite oder Mezzo Mix teilw. koffeinhaltig, versch. Sorten 1,25 Liter zzgl. Pfand 0.25",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
XXL Windeln,Pampers,"€ 27,99",Kein vorheriger Preis,"€ 0,26 / Stk -",versch. Sorten 84 – 150 Stück,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
LED-Windlicht,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 5,00 / Stk -",Details im Prospekt.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Küchenwaage Compact 300,Soehnle,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Gefüllte Zapfen,Santa Claus in Town,"€ 2,49",Kein vorheriger Preis,"€ 16,60 / kg -","versch. Sorten, 150 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Jägersauce,Carat,"€ 0,69",Kein vorheriger Preis,"€ 0,92 / l -",versch. Sorten ergibt 3 x 250 ml,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Rispentomaten,Heimat,"€ 1,89",Kein vorheriger Preis,"€ 2,91 / kg -","650 g Schale Deutschland, Kl. I",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Traditionelle Pfannengerichte,Genuss Welt,"€ 2,99",Kein vorheriger Preis,"€ 4,98 / kg -","tiefgekühlt, versch. Sorten 600 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Schweine Hackfleisch,Gut Ponholz,"€ 2,29",Kein vorheriger Preis,"€ 4,58 / kg -",zum Braten 500 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Saft,Multi12,"€ 1,49",Kein vorheriger Preis,"€ 0,99 / l -","1,5 l versch. Sorten zzgl. Pfand 0.25",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Wildgulasch,Heidewild,"€ 3,99",Kein vorheriger Preis,"€ 13,30 / kg -",versch. Sorten 300 g,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
LED Lichterschweif,Keine Marke,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Premium Fertiggericht,Genuss Welt,"€ 2,89",Kein vorheriger Preis,"€ 7,22 / kg -","gekühlt, versch. Sorten 400 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Besenheide,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 0,83 / Stk -","je 6er Pack Callunen, ca. 15 cm hoch, versch. Farben",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Rehkeule,Josef Maier,"€ 14,90",Kein vorheriger Preis,"€ 14,90 / kg -","ohne Knochen, ohne Wade ca. 1,5 kg pro kg",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Mortadella Traum Geflügel,Stockmeyer,"€ 0,99",Kein vorheriger Preis,"€ 12,38 / kg -",mit Paprika und Chili 80 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Joghurt mit der Ecke Schoko Balls Vanille-Geschmack,Müller,"€ 0,33",Kein vorheriger Preis,"€ 2,20 / kg -","113 – 150 g gekühlt, versch. Sorten",Nein,11.10. - 11.10.,2025-10-11,2025-10-11
Kalanchoe,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -","je Topf ca. 25 cm hoch, versch. Farben, Ø = 12 cm",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Pizza-Leberkäse,Gugel,"€ 1,29",Kein vorheriger Preis,"€ 12,00 / kg -",ofengebacken 100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Spezi,Paulaner,"€ 0,69",Kein vorheriger Preis,"€ 2,09 / l -","oder Limonaden teilw. koffeinhaltig, versch. Sorten 0,33 Liter zzgl. Pfand 0.25",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Mandarinen Satsumas,Keine Marke,"€ 1,69",Kein vorheriger Preis,"€ 1,69 / kg -","1 kg Netz, Spanien, Kl. I",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Himbeeren,Driscoll's,"€ 1,99",Kein vorheriger Preis,"€ 15,92 / kg -","Marokko/Portugal, Kl. I 125 g Schale",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Pizza Speciale,Mondo Italiano,"€ 3,49",Kein vorheriger Preis,"€ 5,06 / kg -",tiefgekühlt 690 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kiwi grün,Zespri,"€ 0,39",Kein vorheriger Preis,"€ 0,39 / Stk -","Neuseeland, Kl. I Stück",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Lampion-Set Paw Patrol,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Old Tennessee Whiskey N7,Jack Daniel's,"€ 15,88",Kein vorheriger Preis,"€ 22,69 / l -","HINWEIS: MIT NETTO APP 14.88, 0,7 l 40% Vol.",Nein,11.10. - 11.10.,2025-10-11,2025-10-11
Kapseln,Lavazza,"€ 2,99",Kein vorheriger Preis,"€ 52,46 / kg -",versch. Sorten 57 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
LED Spiegelfigur,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Haselnuss-Krokant,Backfee,"€ 1,59",Kein vorheriger Preis,"€ 10,60 / kg -",HINWEIS: MIT EDEKA APP 1.39 € 150 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kindersortiment,Ferdi Fuchs,"€ 1,29",Kein vorheriger Preis,"€ 9,92 / kg -",versch. Sorten 5 x 26 g; 5 x 20 g; 2 x 24 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Saftiger Krusten-Schinken,Hofmaier,"€ 3,00",Kein vorheriger Preis,"€ 5,63 / kg -","Gebacken, 3 x 100 g, Einzelpreis: 1.69",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Nimm2 Soft,Storck,"€ 1,69",Kein vorheriger Preis,"€ 7,04 / kg -",oder nimm2 Bonbons 240 - 429 g versch. Sorten,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Original 80,Stroh Rum,"€ 12,99",Kein vorheriger Preis,"€ 25,98 / l -","0,5 l Inländer Rum, 80 % Vol.",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Wirtshaus Schinken-Nudeln,Maggi,"€ 1,11",Kein vorheriger Preis,"€ 6,61 / kg -",119 - 168 g versch. Sorten,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Leibniz Kekse,Bahlsen,"€ 1,29",Kein vorheriger Preis,"€ 8,60 / kg -",150 g – 200 g versch. Sorten,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Steirisches Kürbiskernöl,Birnstingl,"€ 4,99",Kein vorheriger Preis,"€ 19,96 / l -",250 ml,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Unser Frischepack Käse,Keine Marke,"€ 1,89",Kein vorheriger Preis,"€ 18,90 / kg -","Ab 1.89 versch. Sorten, 100 g. Ziegenweickäse mit Honig 1.99, Rahmfrischkäse Pfirsich 1.99, Staint A...",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Käsescheiben,Milram,"€ 1,49",Kein vorheriger Preis,"€ 9,93 / kg -","150 g gekühlt, versch. Sorten",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Geflügelmortadella,Hofmaier,"€ 1,11",Kein vorheriger Preis,"€ 5,55 / kg -",versch. Sorten 200 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Walnüsse,Keine Marke,"€ 0,89",Kein vorheriger Preis,"€ 8,90 / kg -","100 g Neuseeland/Frankreich, Kl. I",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Maxtra Pro Pure Performance Wasserfilterkartusche,Brita,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -",Details im Prospekt,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Hähnchen-Ministeaks,Gut Ponholz,"€ 3,79",Kein vorheriger Preis,"€ 9,47 / kg -","frisch, 400 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Waschmittel Universal Pulver,Weißer Riese,"€ 13,99",Kein vorheriger Preis,"€ 0,16 / Stk -",versch. Sorten 90 – 100 Waschladungen,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Pistazien XXL,Clarky's,"€ 3,49",Kein vorheriger Preis,"€ 11,63 / kg -","HINWEIS: MIT NETTO APP 2.99 €, versch. Sorten 300 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Edelstahlmesser,Fiskars,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -","ab, Details im Prospekt – Preis variiert je nach Größe und Variante",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Pizza Donut Diavolo,Netto Backstube,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",belegt mit Salami und Paprikastücken Stück,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Schweinegeschnetzeltes,Keine Marke,"€ 3,79",Kein vorheriger Preis,"€ 7,58 / kg -","aus dem Schinken, mit Paprika und Zwiebeln 500 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Meistertorte,Coppenrath & Wiese,"€ 5,99",Kein vorheriger Preis,"€ 11,98 / kg -","500 – 1200 g tiefgekühlt, versch. Sorten",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Comtess Kuchen,Bahlsen,"€ 1,79",Kein vorheriger Preis,"€ 5,11 / kg -",350 g versch. Sorten,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Halbes Grillhähnchen,Keine Marke,"€ 4,79",Kein vorheriger Preis,"€ 6,39 / kg -",ofenfertig gewürzt 750 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Feiner Rübenzucker,Südzucker,"€ 0,77",Kein vorheriger Preis,"€ 0,77 / kg -",1 kg,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
PTZ Gegensprechkamera,Luvision,"€ 129,99",Kein vorheriger Preis,"€ 129,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,06.10. - 11.10.,2025-10-06,2025-10-11
Edelmarzipan Kugeln,Santa Claus in Town,"€ 2,49",Kein vorheriger Preis,"€ 24,90 / kg -",100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Edelsalami,Hofmaier,"€ 1,39",Kein vorheriger Preis,"€ 9,27 / kg -","150 g, mild geräuchert",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kaiserschmarrn,Toni Kaiser,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",250 g tiefgekühlt,Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Butter Spekulatius,Santa Claus in Town,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",250 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Wiener Würstchen,Hofmaier,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / kg -","HINWEIS: MIT NETTO APP 5.49, 1000 g über Buchenholz geräuchert",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Speisekartoffeln Unsere Besten,Pfanni,"€ 2,29",Kein vorheriger Preis,"€ 0,92 / kg -","Deutschland, versch. Kocheigenschaften 2,5 kg Netz, Kombipack Speisekartoffeln 2 x 2.5 + Zwiebeln 2k...",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Nougathappen,Santa Claus in Town,"€ 2,49",Kein vorheriger Preis,"€ 19,92 / kg -",versch. Sorten 125 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Äpfel,Heimat,"€ 2,49",Kein vorheriger Preis,"€ 1,25 / kg -","rot 2 kg Beutel Deutschland, Kl. ll",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Bio-Kräuterquark,Berchtesgadener Land,"€ 0,89",Kein vorheriger Preis,"€ 4,45 / kg -","gekühlt, mit Sahne verfeinert 200 g",Nein,09.10. - 11.10.,2025-10-09,2025-10-11
Nicer Dicer Plus Jubiläumsedition,Genius,"€ 19,99",Kein vorheriger Preis,"€ 1,82 / Stk -",Details im Prospekt,Nein,10.10. - 10.10.,2025-10-10,2025-10-10
Outdoor Whirlpool Oasis,Artsauna,"€ 2.899,00",Kein vorheriger Preis,"€ 2.899,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,06.10. - 11.10.,2025-10-06,2025-10-11
Puten-Rollbraten,Gut Ponholz,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / kg -","aus der Oberkeule, mit Paprikagewürz, vakuumverpackt 1 kg",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kaffeegebäck,Biscoteria,"€ 1,49",Kein vorheriger Preis,"€ 8,76 / kg -",versch. Sorten 170 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
