Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Bioniq Repair-Zahncreme Plus,Dr. Wolff,"€ 5,99",Kein vorheriger Preis,"€ 79,87 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Shampoo,Neqi,"€ 8,99",Kein vorheriger Preis,"€ 27,24 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Sensitive Professional Zahncreme,Elmex,"€ 5,79",Kein vorheriger Preis,"€ 77,20 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Toilettenpapier,Softis,"€ 4,44",Kein vorheriger Preis,"€ 0,49 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Waschmittel Pulver,Persil,"€ 9,49",Kein vorheriger Preis,"€ 0,19 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Elektrischer Dosenöffner,Rossmann Ideen Welt,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Regenmacher,Babydream,"€ 4,99","€ 5,99","€ 4,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Zahncreme Original,Odol-Med 3,"€ 0,99",Kein vorheriger Preis,"€ 13,20 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Heißluftfritteusen-Einsatz,Rossmann Ideen Welt,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Alkaline Batterien Longlife Power Mignon AA,Varta,"€ 3,99","€ 4,99","€ 1,00 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Fluffy Monster Luv-A-Boos,Rossmann Ideen Welt,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Tierset,Rossmann Ideen Welt,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Haarspray,Jean & Len,"€ 2,59",Kein vorheriger Preis,"€ 10,36 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Sanitas Oberarmblutdruckmessgerät SBM 41,Rossmann Ideen Welt,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Damen Strickkleid,Rossmann Ideen Welt,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Adventskalender 2025 Star Wars 75418,LEGO,"€ 27,99","€ 34,99","€ 27,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Paradiso EdP,Roberto Cavalli,"€ 29,99","€ 49,95","€ 599,80 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Maiskugeln,Billy Tiger,"€ 0,89","€ 0,99","€ 17,80 / kg -",Mix 50 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Woman EdP,Elle L'Edition,"€ 19,99","€ 26,95","€ 666,33 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Green Tea EdT,Elizabeth Arden,"€ 11,99","€ 17,95","€ 239,80 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Adventskalender Stitch,Funko,"€ 24,99","€ 29,99","€ 24,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
1881 Pour Femme EdT,Cerruti,"€ 28,99","€ 54,95","€ 289,90 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Casmir EdP,Chopard,"€ 19,99","€ 22,95","€ 666,33 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Weichspüler Konzentrat,Vernel,"€ 1,49",Kein vorheriger Preis,"€ 0,04 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Trinklernflasche Natural Response,Philips Avent,"€ 8,49",Kein vorheriger Preis,"€ 8,49 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Scenting Experience Inspired Woman EdP,Mexx,"€ 19,99",Kein vorheriger Preis,"€ 399,80 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Wild Flower EDP,LeGer,"€ 13,99",Kein vorheriger Preis,"€ 466,33 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Haarspray,Syoss,"€ 4,49",Kein vorheriger Preis,"€ 11,22 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Cashew Bruch,enerBiO,"€ 5,39",Kein vorheriger Preis,"€ 10,78 / kg -",500 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Edición Oro EdP,Jorge Gonzalez,"€ 8,99","€ 14,95","€ 1,00 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Woman EdP,Carlo Colucci,"€ 29,99","€ 39,95","€ 299,90 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Blade Adventskalender,Craze,"€ 24,99","€ 29,99","€ 24,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Tommy Girl EdT,Tommy Hilfiger,"€ 24,99","€ 49,95","€ 499,80 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Adventskalender Bluey,Moose Toys,"€ 19,99","€ 26,99","€ 19,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Sunflowers EdT,Elizabeth Arden,"€ 12,99","€ 31,95","€ 129,90 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Adventskalender,Paw Patrol,"€ 22,99","€ 29,99","€ 22,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Shampoo,Herbal Essences,"€ 3,29",Kein vorheriger Preis,"€ 9,40 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Statement for Men EdT,Etienne Aigner,"€ 12,99",Kein vorheriger Preis,"€ 103,92 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Herren EdT,Adidas,"€ 5,99",Kein vorheriger Preis,"€ 59,90 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Body milk,Jean & Len,"€ 3,49",Kein vorheriger Preis,"€ 13,96 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Dusche,Playboy,"€ 2,29",Kein vorheriger Preis,"€ 9,16 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Live Coloration,Schwarzkopf,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Maxi Wattepads,Isana,"€ 0,59","€ 0,79","€ 0,01 / Stk -","HINWEIS: MIT ROSSMANN APP COUPON 0.48, Details im Prospekt",Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Tampons Super,Facelle,"€ 1,99",Kein vorheriger Preis,"€ 0,04 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Urea Cica Repair+ Body Milk,Mixa,"€ 3,49",Kein vorheriger Preis,"€ 13,96 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Miracles Ölspray 7in1 Spray,Pantene Pro-V,"€ 7,99",Kein vorheriger Preis,"€ 55,10 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Hafer Drink Natur,enerBiO,"€ 0,89",Kein vorheriger Preis,"€ 0,89 / l -",0% Zucker oder Natur je 1 Liter,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Brillance Coloration,Schwarzkopf,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Excellence Creme Coloration,L'Oréal Paris,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Badreiniger-Spray,Sagrotan,"€ 2,79",Kein vorheriger Preis,"€ 3,72 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Syrah & Garnacha,Alas del Real,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / l -","0,75 Liter",Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Vollwaschmittel,Domol,"€ 2,99",Kein vorheriger Preis,"€ 0,15 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Skin Active Vitamin C 2in1 Glow Booster Serum Crème LSF 25,Garnier,"€ 7,99",Kein vorheriger Preis,"€ 159,80 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
WC-Reiniger,Domol,"€ 1,19",Kein vorheriger Preis,"€ 1,59 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Slipeinlagen Comfort Pockets,Facelle,"€ 0,99",Kein vorheriger Preis,"€ 0,03 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Big Block Protein-Riegel,Power System,"€ 2,49",Kein vorheriger Preis,"€ 24,90 / kg -",100 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Chocolate Bar Salted Peanut Caramel,Ahead,"€ 1,39",Kein vorheriger Preis,"€ 39,71 / kg -",35 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Dominosteine,Schulte Feingebäck,"€ 1,49",Kein vorheriger Preis,"€ 11,92 / kg -",oder Kinkartz Domino Star je 125 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Spiralalbum Ocke,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Elvital Shampoo,L'Oréal Paris,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Sanfte Reinigungsmilch,Nivea,"€ 3,33",Kein vorheriger Preis,"€ 16,65 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Barista Kaffeekapseln,Jacobs,"€ 4,44",Kein vorheriger Preis,"€ 42,69 / kg -",20 Stück/104 g oder Tassimo 8 - 16 Tassen/ 128 - 268 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Derma Control Deo Roll-on,Nivea,"€ 2,99",Kein vorheriger Preis,"€ 59,80 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Luminous Skin Glow Instant Glow Serum,Nivea,"€ 13,49",Kein vorheriger Preis,"€ 449,67 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Nonstop Protection Deospray,Rexona,"€ 2,69",Kein vorheriger Preis,"€ 17,93 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Glaswasserkocher,Rossmann Ideen Welt,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Weichspüler,Lenor,"€ 2,99",Kein vorheriger Preis,"€ 0,05 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Dusche,Duschdas,"€ 1,39",Kein vorheriger Preis,"€ 6,18 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Badezusatz,Tetesept,"€ 0,89",Kein vorheriger Preis,"€ 22,25 / l -","HINWEIS: MIT ROSSMANN APP COUPON 0.72, Details im Prospekt",Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Oberbergener Vulkanfelsen Grauer Burgunder,Kaiserstuhl,"€ 4,99",Kein vorheriger Preis,"€ 6,65 / l -","oder Spätburgunder je 0,75 Liter",Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Oneblade Rasierklingen,Philips,"€ 26,99",Kein vorheriger Preis,"€ 9,00 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Soda Allzweck-Reiniger,Frosch,"€ 1,99",Kein vorheriger Preis,"€ 3,98 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Allzweckreiniger,Der General,"€ 1,59",Kein vorheriger Preis,"€ 2,12 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Resveratrol Lifting Cream,M. Asam,"€ 24,99",Kein vorheriger Preis,"€ 499,80 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Schneidebrett,Rossmann Ideen Welt,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Dampfgareinsatz,Rossmann Ideen Welt,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Leporello Adventskalender,Pixi,"€ 20,00",Kein vorheriger Preis,"€ 20,00 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Intensiv Handcreme Urea,Isana,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Blue 3 Smooth Einwegrasierer,Gillette,"€ 3,49",Kein vorheriger Preis,"€ 0,58 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Dauerbackmatte,Rossmann Ideen Welt,"€ 5,99",Kein vorheriger Preis,"€ 3,00 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Urea Intensivcreme,Fusswohl,"€ 1,79","€ 1,99","€ 23,87 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Raffaello Tafelschokolade,Ferrero,"€ 1,49","€ 2,29","€ 16,56 / kg -",90 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Keramik-Reibe,Rossmann Ideen Welt,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Shampoo,Swiss O Par,"€ 1,95",Kein vorheriger Preis,"€ 7,80 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
CS 5460 Ultra Soft Zahnbürste,Curaprox,"€ 13,99",Kein vorheriger Preis,"€ 4,66 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Poésie Katzenfutter,Vitakraft,"€ 3,99",Kein vorheriger Preis,"€ 3,91 / kg -",Multipack 12 x 85 g oder 8in1 Flavours Hund Snacks 113 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Edelstahlsieb,Rossmann Ideen Welt,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Bio Quetschen,Babydream,"€ 2,09",Kein vorheriger Preis,"€ 5,22 / kg -",4 x 100 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Pro Schmelz Zahncreme,Sensodyne,"€ 4,25",Kein vorheriger Preis,"€ 56,67 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
LED-Teelichte Wachsoptik,Rossmann Ideen Welt,"€ 4,99",Kein vorheriger Preis,"€ 1,25 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Feuchtes Toilettenpapier,Cottonelle,"€ 1,19",Kein vorheriger Preis,"€ 0,03 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Elektrischer Milchaufschäumer,Rossmann Ideen Welt,"€ 19,99","€ 24,99","€ 19,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Digitale Küchenwaage,Rossmann Ideen Welt,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Kinder Zahnbürste,Signal,"€ 1,69",Kein vorheriger Preis,"€ 1,69 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Glas mit Figur,Rossmann Ideen Welt,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Shampoo,Jean & Len,"€ 3,49",Kein vorheriger Preis,"€ 11,63 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Zahncreme Professional Zahnschmelz Stärkung,Oral-B,"€ 4,99",Kein vorheriger Preis,"€ 66,53 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Feuchtes Toilettenpapier Kids,Alouette,"€ 4,88","€ 5,49","€ 1,22 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Winter-Schutzhaube,Rossmann Ideen Welt,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Zahncreme Pro-Expert Professioneller Schutz,Oral-B,"€ 3,59",Kein vorheriger Preis,"€ 47,87 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Katze Feine Pastete & Häppchen,Winston,"€ 2,59",Kein vorheriger Preis,"€ 2,16 / kg -",12 x 100 g,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Damen Kuschel-Hausschuhe,Rossmann Ideen Welt,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Gesichtsmaske,Schaebens,"€ 0,55",Kein vorheriger Preis,"€ 36,67 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Damen Cardigan,Rossmann Ideen Welt,"€ 16,99",Kein vorheriger Preis,"€ 16,99 / Stk -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Brit Sheer EdT,Burberry,"€ 24,99","€ 45,45","€ 833,00 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Shampoo,Monday Haircare,"€ 4,99",Kein vorheriger Preis,"€ 14,26 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Men Seductive Blue Homme EdT,Guess,"€ 13,59","€ 16,95","€ 453,00 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
Donna Karan Be Delicious Body Mist,DKNY,"€ 9,99","€ 19,95","€ 39,96 / l -",Details im Prospekt,Nein,13.10. - 17.10.,2025-10-13,2025-10-17
