Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Adventuros Nuggets,Purina,"€ 0,99",Kein vorheriger Preis,"€ 8,25 / kg -",versch. Sorten je 90 - 120-g-Beutel,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Pikanter Brotaufstrich,Popp,"€ 1,00",Kein vorheriger Preis,"€ 6,67 / kg -",versch. Sorten je 150-g-Becher,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Nimm 2 Fruchtbonbons,Storck,"€ 1,69",Kein vorheriger Preis,"€ 3,93 / kg -","Soft oder Lollies mit Vitaminen, versch. Sorten je 200 - 429-g-Packg.",Nein,29.09. - 01.10.,2025-09-29,2025-10-01
Sandwichscheiben,K-Classic,"€ 2,00",Kein vorheriger Preis,"€ 10,00 / kg -","Gouda, Emmentaler oder Cheddar, 45 % Fett i. Tr. je 200-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Veganer Schinken Spicker Mortadella,Rügenwalder Mühle,"€ 1,00",Kein vorheriger Preis,"€ 12,50 / kg -","versch. Sorten, oder Mühlensalami je 80-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Happy Day Säfte,Rauch,"€ 1,89",Kein vorheriger Preis,"€ 1,89 / l -","Saft-Getränk, versch. Sorten je 1-l-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Müsli,Kölln,"€ 2,00",Kein vorheriger Preis,"€ 3,33 / kg -","Vollkornhaferflocken mit leckeren Zutaten, versch. Sorten je 400 - 600-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Soft-Touch-Bettdecke,Hip & Hopps,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Backmischungen,Dr. Oetker,"€ 2,00",Kein vorheriger Preis,"€ 4,32 / kg -","für Cinnamon Rolls, Brookies, Muffins oder Brownies, versch. Sorten je 280 - 462-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Spiced Gold,Captain Morgan,"€ 9,88",Kein vorheriger Preis,"€ 14,11 / l -","oder White Rum Rum-Getränk bzw. Rum aus Jamaica, 35 - 37,5 Vol. %, Spiced Gold auch alkoholfrei 0,0 ...",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kommode,Liv&Bo,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Sanitär-Silikon,Parkside,"€ 2,99",Kein vorheriger Preis,"€ 9,65 / l -","Dichtmittel oder Acryl je 310-ml Kartusche, Sanitärsilikon je 310-ml-Kartusche oder Montagekleber je...",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Haselnüsse gemahlen,Dr. Oetker,"€ 2,99",Kein vorheriger Preis,"€ 29,90 / kg -",oder gehackt je 100-g-Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Pilsener,Jever,"€ 10,99",Kein vorheriger Preis,"€ 1,10 / l -","oder Fun Alkoholfrei friesisch-herb (+ 3.10 Pfand) je Ka. 20 x 0,5-l-Fl.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kakao zum Backen,Dr. Oetker,"€ 2,99",Kein vorheriger Preis,"€ 29,90 / kg -",ideal auch für Desserts und Trinkschokolade je 100-g-Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
XXL-Kasseler Nacken,K-Purland,"€ 5,69",Kein vorheriger Preis,"€ 5,69 / kg -","vom Schwein, ohne Knochen, am Stück, goldgelb geräuchert je kg",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kürbisse,Keine Marke,"€ 4,00",Kein vorheriger Preis,"€ 4,00 / kg -","ose Halloween, Speiseund Schnitzkürbis je Stück",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Mittelscharfer Delikatess Senf,Thomy,"€ 0,99",Kein vorheriger Preis,"€ 4,95 / l -",je 200-ml-Tube,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Coffee Shop Caramel Sirup,Schwartau,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / l -","versch. Sorten, ideal zum Verfeinern von Milchschaumkaffee je 200-ml-Fl.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
AdBlue,My Project,"€ 4,44",Kein vorheriger Preis,"€ 0,89 / l -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Deutschländer,Meica,"€ 4,00",Kein vorheriger Preis,"€ 12,12 / kg -",knackig-zarter Würstchen-Klassiker je 6 St. = 660-g-Glas Abtropfgewicht 330 g,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Mini-Kompressor MPMK 10 E4,My Project,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Classico,Illy,"€ 6,99",Kein vorheriger Preis,"€ 27,96 / kg -","Arabica, Filterkaffee ganze Bohnen oder Espresso gemahlen je 250-g-Dose",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Rinderschmorbraten,K-Purland,"€ 13,99",Kein vorheriger Preis,"€ 13,99 / kg -","vom Jungbullen, aus der Keule je kg",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Reines Rapsöl,K-Classic,"€ 1,19",Kein vorheriger Preis,"€ 1,19 / l -",vielseitig einsetzbar je 1-l-Fl.,Nein,29.09. - 01.10.,2025-09-29,2025-10-01
Korn-Cereal,Balisto,"€ 1,79",Kein vorheriger Preis,"€ 12,09 / kg -","HINWEIS: MIT KAUFLAND CARD 1.49, oder Twix Schokoriegel versch. Sorten je 5 - 8 St. = 148 - 250-g-Pa...",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Schinken Käse-Croissant,Kaufland Bäckerei,"€ 0,59",Kein vorheriger Preis,"€ 0,59 / Stk -",gefülltes Plunderteighörnchen mit Schinken und Käsecreme je Stück,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Hydraulik-Rangierwagenheber,My Project,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Croissants,7 Days,"€ 1,79",Kein vorheriger Preis,"€ 7,46 / kg -","HINWEIS: MIT KAUFLAND CARD 1.59, mit Cremefüllung, versch. Sorten je 4 St. = 240-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
LED-Tischleuchte,Liv&Bo,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Schinkenkrustenbraten,K-Purland,"€ 5,49",Kein vorheriger Preis,"€ 5,49 / kg -","vom Schwein, mit Speck und Schwarte je kg",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kindersitz Four360 S i-Size,osann,"€ 129,00",Kein vorheriger Preis,"€ 129,00 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Ice Cream,Mars,"€ 2,22",Kein vorheriger Preis,"€ 8,98 / l -","oder Snickers Ice Cream bekannte Schokoriegel als Eis je 5 St. = 247,5 - 251,5-ml-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Bio-Schnittkäse,Käse Rebellen,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -","oder Hartkäse mit besonderen Rezepturen, versch. Sorten, 45 - 50 % Fett i. Tr. je 100 g",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Jahrgangssekt,Mumm & Co.,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / l -","HINWEIS: MIT KAUFLAND CARD 3.66 versch. Sorten, auch alkoholfrei je 0,75-l-Fl.",Nein,29.09. - 01.10.,2025-09-29,2025-10-01
Weizenmehl Klassik,Aurora,"€ 1,11",Kein vorheriger Preis,"€ 0,11 / kg -","Type 405 Klassik, Type 405 je 1-kg-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Grüne Oliven,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",mit Mandeln je 100 g,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Herren-Lightweight-Weste,Townland,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Hüftsteak,K-Purland,"€ 3,79",Kein vorheriger Preis,"€ 18,95 / kg -","vom Jungbullen, mind. 14 Tage gereift z. B. 200-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Maler-Starter-Set,Parkside,"€ 6,99",Kein vorheriger Preis,"€ 1,00 / Stk -",umfangreiches Zubehör je 7-teilig,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Seelachsfilet,Keine Marke,"€ 1,39",Kein vorheriger Preis,"€ 13,90 / kg -","ohne Haut, praktisch grätenfrei, gefangen im Nordatlantik je 100 g",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Hähnchen-Minutenschnitzel,K-Purland,"€ 3,79",Kein vorheriger Preis,"€ 9,48 / kg -","aus dem Hähnchenbrustfilet, mariniert, versch. Sorten je 400-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Haarcoloration,Syoss,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",o. Aufheller versch. Farben je Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Damen-Stulpensocken,Oyanda,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Süss-Sauer Extra Gemüse,Ben's Original,"€ 1,79",Kein vorheriger Preis,"€ 4,48 / kg -",versch. Sorten je 400-g-Glas,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Backaroma,Ruf,"€ 0,59",Kein vorheriger Preis,"€ 18,44 / l -",versch. Sorten je 4 St. = 8-ml-Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kinder Sneakersocken 6 Paar,Chiemsee,"€ 5,99",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Seelenwärmer Schokolade,Dr. Oetker,"€ 0,79",Kein vorheriger Preis,"€ 13,16 / kg -","Tassen-Cremepudding zum Anrühren, versch. Sorten je 58 - 60-g-Beutel",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Champignons,Lutèce,"€ 2,22",Kein vorheriger Preis,"€ 7,05 / kg -","2. Wahl, in Scheiben je 530-g-Glas Abtropfgewicht 315 g",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Zwiebeln XXL,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 0,60 / kg -",Dtsch. Kl. II je 5-kg-Sack,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Möhren XXL,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 0,50 / kg -",Dtsch. Kl. I je 3-kg-Beutel,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Rettich,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -","weiß, lose KI. I je Stück",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Eistee,Fuze Tea,"€ 1,29",Kein vorheriger Preis,"€ 1,03 / l -","versch. Sorten (+ 0.25 Pfand) je 1,25-l-PET-Fl.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Secconade,Rotkäppchen,"€ 1,69",Kein vorheriger Preis,"€ 5,12 / l -","weinhaltiges Getränk mit Limonade mit Fruchtanteil, versch. Sorten je 0,33-l-Fl.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kartoffel-Gnocchi,Henglein,"€ 1,89",Kein vorheriger Preis,"€ 3,78 / kg -",versch. Sorten je 500-g-Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Sardellenfilets,Delicius,"€ 2,99",Kein vorheriger Preis,"€ 37,38 / kg -","in Sonnenblumenöl, klassisch oder scharf gewürzt mit Chili je 80-g-Glas",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Mais Käse Snack,Fonzies,"€ 1,39",Kein vorheriger Preis,"€ 13,90 / kg -",oder mit ErdnussGeschmack je 100-g-Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Pflanzliches Streichfett,Rama,"€ 1,89",Kein vorheriger Preis,"€ 2,61 / kg -","auch ideal zum Backen und Kochen, 60 % Fett je 725-g-Großpackg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Bier,Corona Extra,"€ 5,99",Kein vorheriger Preis,"€ 2,81 / l -","oder Cero 0.0 % Bierspezialität, Original oder alkoholfrei (+ 0.48 Pfand) je Packg. 6 x 0,355-l-Fl.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Original Taste,Coca-Cola,"€ 10,99",Kein vorheriger Preis,"€ 0,92 / l -","Fanta, Sprite oder Mezzo Mix Erfrischungsgetränke teilweise koffeinhaltig, versch. Sorten (+ 3.30 Pf...",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Steckschlüsselset,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Krautsalat,Hengstenberg,"€ 1,99",Kein vorheriger Preis,"€ 8,65 / kg -","verzehrfertig, Paprika oder Orange-Chili je 380-g-Glas Abtropfgewicht 230 g",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Grauer Burgunder,Martin Schongauer,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / l -","Weißburgunder oder Spätburgunder Qualitätsweine, Baden, z. B. Grauburgunder: feinfruchtig, frisch, n...",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kasseler Lachs,K-Wertschätze,"€ 8,90",Kein vorheriger Preis,"€ 8,90 / kg -","goldgelb geräuchert, aus eigener Herstellung je kg",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Pom Bär Kartoffelsnack,Funny Frisch,"€ 1,00",Kein vorheriger Preis,"€ 13,34 / kg -",versch. Sorten je 75-g-Beutel,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Ouzo of Plomari,Isidoros Arvanitis,"€ 8,79",Kein vorheriger Preis,"€ 12,56 / l -","Griech. Anisspirituose 40 Vol. % je 0,7-l-Fl.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Zarte Heringsfilets,Appel,"€ 1,11",Kein vorheriger Preis,"€ 5,55 / kg -",in versch. Saucen je 190 - 200-g-Dose,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Coco-Fleur,Henry Lambertz,"€ 1,00",Kein vorheriger Preis,"€ 8,00 / kg -",Balena oder Divina zartes Kaffeegebäck je 113 - 125-g-Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Akku-Teleskop Heckenschere PTHSA 20-Li D5,Parkside,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Akku-Astschere PAAS 20-Li B1,Parkside,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Feuchtes Toilettenpapier,Cottonelle,"€ 1,00",Kein vorheriger Preis,"€ 0,02 / Stk -",versch. Sorten je 42-St.-Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Damen Lederjacke,Mustang,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -","HINWEIS: MIT KAUFLAND CARD 89.99, Details im Prospekt",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Bienenhonig,Langnese,"€ 3,33",Kein vorheriger Preis,"€ 6,66 / kg -",Sommerblüte goldklar oder Landhonig goldcremig je 500-g-Glas,Nein,29.09. - 01.10.,2025-09-29,2025-10-01
Fertiggericht,YouCook,"€ 3,49",Kein vorheriger Preis,"€ 8,31 / kg -","zur Zubereitung in der Mikrowelle, versch. Sorten je 420-g-Packg.",Nein,29.09. - 01.10.,2025-09-29,2025-10-01
Apfel-Zwiebel-Leberwurst,Du Darfst,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -",oder Kalbsleberwurst je 100-g-Stück,Nein,29.09. - 01.10.,2025-09-29,2025-10-01
Avocado,Ready to eat,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / Stk -","Peruan./südafrik. lose Sorte: »Hass«, Kl. I je Stück",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Gartenhandschuhe,Parkside,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Spannzwingenset,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Frucht Buttermilch,Müller,"€ 0,79",Kein vorheriger Preis,"€ 1,58 / l -",versch. Sorten (+ 0.25 Pfand) je 500-g-Fl.,Nein,29.09. - 01.10.,2025-09-29,2025-10-01
Herren Hemd,Mustang,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Blühpflanzen,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -","z. B. Alpenveilchen, Kalanchoe oder Rose, versch. Farben, Topf Ø 10,5 - 12 cm ohne Übertopf",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Herren-Sweathose,Mustang,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Herbstpflanzen,Keine Marke,"€ 2,22",Kein vorheriger Preis,"€ 2,22 / Stk -","Calluna oder Erica, einfarbig oder dreifarbig, Topf Ø 11 - 12 cm, je",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Damen Hausschuhe,Oyanda,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kinder-Wendebettwäsche-Set,Hip & Hopps,"€ 12,99",Kein vorheriger Preis,"€ 6,50 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Original Bier,Oettinger,"€ 6,99",Kein vorheriger Preis,"€ 0,70 / l -","oder Biermischgetränk Pils, Export, Schankbier Alkoholfrei, Radler, Radler Alkoholfrei, Hell oder Ma...",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Original Irische Butter,Kerrygold,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -",250-g-Packg. oder je 200-g-Becher,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Hitschies,Hitschler,"€ 1,79",Kein vorheriger Preis,"€ 8,52 / kg -","HINWEIS: MIT KAUFLAND CARD 1.49 € Original, Sour oder Berry Mix je 200 - 210-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Advanced Care Duschcreme,Dove,"€ 2,29",Kein vorheriger Preis,"€ 10,18 / l -",versch. Sorten je 225-ml-Fl.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Folgemilch,Aptamil,"€ 14,99",Kein vorheriger Preis,"€ 18,74 / kg -",Folgemilch 2 oder 3 nach dem 6. bzw. ab dem 10. Monat je 800-g-Packg.,Nein,29.09. - 01.10.,2025-09-29,2025-10-01
Tafeltrauben,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / kg -","Ital./span.Tafeltrauben, hell Sorte laut Auszeichnung, Kl. I je 500-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Rotkohl,Kühne,"€ 1,29",Kein vorheriger Preis,"€ 1,99 / kg -",oder Apfelrotkohl fein abgeschmeckt je 680-g-Glas,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Kinder-Spannbettlaken,Hip & Hopps,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
LED-Akku-Stableuchte,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Die Ofenfrische Margherita,Dr. Oetker,"€ 2,00",Kein vorheriger Preis,"€ 4,81 / kg -",oder Pizza Tradizionale versch. Sorten je 385 - 415-g-Packg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Stirn-Fieberthermometer SFT 88,Switch On,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Soft-Touch-Kopfkissen,Hip & Hopps,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Proteinriegel,Barebells,"€ 1,99",Kein vorheriger Preis,"€ 36,18 / kg -",versch. Sorten je 55-g-Stück,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Rosato Primitivo Puglia,Doppio Passo,"€ 4,88",Kein vorheriger Preis,"€ 6,51 / l -","IGT Apulien, Italien, Aromen von Brombeeren, roten Johannisbeeren, passt zu Fisch und Pastagerichten...",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Bratkartoffeln mit Speck und Zwiebeln,K-Classic,"€ 1,00",Kein vorheriger Preis,"€ 1,88 / kg -","Rosmarinkartoffeln oder Kartoffelgratin, pfannenfertig je 500 - 530-g-Packg.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Cevapcici XXL,K-Purland,"€ 3,99",Kein vorheriger Preis,"€ 6,65 / kg -",aus Putenfleisch je 600-g-Großpackg.,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Fiero,Martini,"€ 6,79",Kein vorheriger Preis,"€ 9,05 / l -","Aperitif Weinaperitif Bianco, Rosso oder Fiero, 14,4 Vol. %, Floreale oder Vibrante, alkoholfrei je ...",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Sekt Piccolo,Henkell Sekt,"€ 0,99",Kein vorheriger Preis,"€ 4,95 / l -","trocken oder Rosé je 0,2-l-Fl.",Nein,25.09. - 01.10.,2025-09-25,2025-10-01
Nutella Nuss-Nugat Creme,Ferrero,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / kg -",je 1-kg-Glas,Nein,25.09. - 01.10.,2025-09-25,2025-10-01
