Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Sultaninen,Backfee,"€ 2,79",Kein vorheriger Preis,"€ 5,58 / kg -",500 g,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Joghurt Drink,Berchtesgadener Land,"€ 0,89",Kein vorheriger Preis,"€ 2,23 / kg -","gekühlt, versch. Sorten 400 g",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Bio-Süßrahmbutter,BioBio,"€ 2,79",Kein vorheriger Preis,"€ 11,16 / kg -",gekühlt 250 g,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Landbier,Zirndorfer,"€ 11,99",Kein vorheriger Preis,,"Dieses Angebot ist leider nicht mehr verfügbar.
Aktuelle Angebote:Bier,ALDI SÜD,PENNY",Nein,06.10. - 08.10.,2025-10-06,2025-10-08
Erkältungsbalsam,Medicazin,"€ 1,99",Kein vorheriger Preis,"€ 26,53 / l -",75 ml,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Cerealien,Nestlé,"€ 2,79",Kein vorheriger Preis,"€ 6,97 / kg -",200 – 400 g versch. Sorten,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Damen-Weihnachtssocken 2 Paar,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 2,00 / Stk -",Details im Prospekt.,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Lauch,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / kg -","Deutschland/ Niederlande, Kl. I 1 kg Bund",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Pralinen,Lindt,"€ 5,49",Kein vorheriger Preis,"€ 43,92 / kg -",125 g,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Schoko-Reis,Wawi,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",200 g,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Joghurt mit der Ecke,Müller,"€ 0,39",Kein vorheriger Preis,"€ 2,60 / kg -","113 – 150 g gekühlt, versch. Sorten",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Primitivo,San Mondello,"€ 2,29",Kein vorheriger Preis,"€ 3,05 / l -","IGT 0,75 Liter",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Amaryllis,Keine Marke,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / Stk -",Details im Prospekt.,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Café Royal Lungo,CoffeeB,"€ 3,49",Kein vorheriger Preis,"€ 68,43 / kg -",versch. Sorten 51 g,Nein,03.11. - 08.11.,2025-11-03,2025-11-08
Schinken-Gulasch,Gut Ponholz,"€ 3,29",Kein vorheriger Preis,"€ 6,58 / kg -","500 g besonders mager, vom Schwein",Nein,03.11. - 08.11.,2025-11-03,2025-11-08
