Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Fix Kartoffel Gratin,Maggi,"€ 0,49",Kein vorheriger Preis,"€ 11,39 / kg -",je 43-g-Btl. oder Airfryer Paprika Pommes Frites je 34-g-Btl.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Chicken Nuggets XXL,Keine Marke,"€ 6,66",Kein vorheriger Preis,"€ 6,66 / kg -",je 1000-g-Pckg.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kaergarden,Arla,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -","versch. Sorten, je 200-g-Becher",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kantsalami,Ostermeier,"€ 1,59",Kein vorheriger Preis,"€ 15,90 / kg -",oder Puszta Kantsalami je 100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Pils,Becker's Pils,"€ 3,99",Kein vorheriger Preis,"€ 2,01 / l -","versch. Sorten, je 6 x 0,33-l-Fl.- Sixpack zzgl. 0.48 Pfand",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Rinderbraten,Metzgerei Landbauern,"€ 1,89",Kein vorheriger Preis,"€ 18,90 / kg -","oder Rinder-Gulasch aus der Schulter, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Strohschweinebraten,Metzgerei Landbauern,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -","Strohschwe-Gulasch oder Strohschwe-Schnitzel aus dem Schinken, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Hokkaido Kürbis,Rewe Regional,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / kg -",je 1 kg,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Besenheide,Keine Marke,"€ 1,00",Kein vorheriger Preis,"€ 1,00 / Stk -","versch. Farben, pflegeleichter Herbstklassiker, je Topf",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Steinbeißerfilet,Keine Marke,"€ 2,59",Kein vorheriger Preis,"€ 25,90 / kg -","festes, fettarmes Fleisch, ideal zum Braten oder Dünsten, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kräftig-Würzig,Appenzeller Switzerland,"€ 2,29",Kein vorheriger Preis,"€ 22,90 / kg -","Schweizer Hartkäse, mind. 48% Fett i.Tr., je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Grasbrunner Kartoffelsalat,Kuglers Köstliche,"€ 0,59",Kein vorheriger Preis,"€ 5,90 / kg -",je 100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Leberwurst,Thalheimer Bauernwurst,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","fein, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Aufsteckbürsten Pro Precision Clean,Oral-B,"€ 12,99",Kein vorheriger Preis,"€ 2,60 / Stk -",je 5-St.-Pckg.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Zahncreme Classic,Blend-a-Med,"€ 0,99",Kein vorheriger Preis,"€ 13,20 / l -","oder Frisch, je 75-ml-Tube",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Family Mix,Rewe Beste Wahl,"€ 1,59",Kein vorheriger Preis,"€ 5,30 / kg -",je 300-g-Btl.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Passionsfrucht,Keine Marke,"€ 0,59",Kein vorheriger Preis,"€ 0,59 / Stk -","Kolumbien, je St.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Tafelbirnen,Rewe Beste Wahl,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / kg -","Sorte: siehe Etikett, Kl. I, je 1 kg",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Essreife Mango Osteen,Rewe Beste Wahl,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -","Kl. I, je St.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Leicht,Patros,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -","HINWEIS: MIT APP 0.20 € REWE BONUS Weichkäse, je 150-g-Pckg. oder Natur Weichkäse, je 180-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Original,Leerdammer,"€ 1,11",Kein vorheriger Preis,"€ 11,10 / kg -","holl. Schnittkäse, 45% Fett i.Tr., je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Polnischer Kesselschinken,Tarczyński,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -",je 100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Original Mini-Salami,Bifi,"€ 1,99",Kein vorheriger Preis,"€ 16,58 / kg -",je 6 x 20-g-Pckg. oder Roll Original je 3 x 45-g-Pckg.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Thermo Hygrometer,Mebus,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Mix-Sortiment,Coca-Cola,"€ 7,99",Kein vorheriger Preis,"€ 1,33 / l -","versch. Sorten, koffeinhaltig, je 6 x 1-l-Fl.-Kasten zzgl. 2.40 Pfand",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Premium Pils,Bitburger,"€ 10,99",Kein vorheriger Preis,"€ 1,09 / l -","od. alkoholfrei versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3.10 Pfand. 2 Dosen gratis je 0,5-l,...",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Original Seeluftschinken,Der Norderneyer,"€ 1,79",Kein vorheriger Preis,"€ 25,57 / kg -","versch. Sorten, je 70-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Konfitüre Weniger Zucker,Bonne Maman,"€ 2,49",Kein vorheriger Preis,"€ 7,43 / kg -","mehr Frucht Konfitüre Erdbeere, je 335-g-Glas oder Konfitüre Aprikose, je 370-g-Glas",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kräutertee,Teekanne,"€ 1,59",Kein vorheriger Preis,"€ 35,33 / Stk -",HINWEIS: MIT REWE APP COUPON 0.10 € Pfefferminze je 45-g-Pckg. oder Früchtetee Waldbeere je 50-g-Pck...,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Küsschen Klassik,Ferrero,"€ 2,99",Kein vorheriger Preis,"€ 16,79 / kg -",je 178-g-Pckg. oder Mon Chéri je 157-g-Pckg.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kalbsleber,Keine Marke,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -",je 100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Almighurt,Ehrmann,"€ 0,39",Kein vorheriger Preis,"€ 2,60 / kg -","versch. Sorten, je 150-g-Becher",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Gabel Salami Milano,Keine Marke,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -",je 100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Energy Drink,Red Bull,"€ 0,99",Kein vorheriger Preis,"€ 3,96 / l -","versch. Sorten, koffeinhaltig, je 0,25-l-Dose zzgl. 0.25 Pfand",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Strohschweinbauch,Metzgerei Landbauern,"€ 0,88",Kein vorheriger Preis,"€ 8,80 / kg -","ohne Knochen, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Rinder-Brust,Metzgerei Landbauern,"€ 1,69",Kein vorheriger Preis,"€ 16,90 / kg -","ohne Knochen, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Blumenstrauß Herbstbouquet,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -","mit floraler Schnittblumenmischung, je Bund",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Heidekraut Duo,Keine Marke,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / Stk -","zwei Farben je Topf in rot-weiß, je Topf",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Lachsforellen-Filet,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 24,90 / kg -","rotfleischig, mild im Geschmack, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Hähnchenbrustpastete,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","mit Putenfleisch, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Strohschwein Salami,Schiller,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -","GQB, light je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Wäscheparfüm Aprilfrisch,Lenor,"€ 3,59",Kein vorheriger Preis,"€ 23,16 / kg -","versch. Sorten, je 155-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Discreet Inkontinenzeinlagen Long,Always,"€ 2,99",Kein vorheriger Preis,"€ 0,25 / Stk -","HINWEIS: MIT APP 0.10 € REWE BONUS je 12-St.-Pckg. oder Discreet Inkontinenzeinlagen Normal, je 16-S...",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Allzweckreiniger,Meister Proper,"€ 2,29",Kein vorheriger Preis,"€ 2,86 / l -",je 800-ml-Fl.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Mineralwasser,Rewe Beste Wahl,"€ 0,29",Kein vorheriger Preis,"€ 0,29 / l -","versch. Sorten, je 1-l-Fl. zzgl. 0.25 Pfand",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Staudensellerie,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -","Kl. I, je St.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Mango Osteen,Rewe Beste Wahl,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -","Kl. I, je St.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Gourmetschinken,Rewe Beste Wahl,"€ 2,29",Kein vorheriger Preis,"€ 15,27 / kg -","geschnitten, geräuchert, je 150-g-Pckg.Details im Prospekt",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Karottini,Rewe to go,"€ 0,79",Kein vorheriger Preis,"€ 3,16 / kg -",je 250-g-Btl.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Bergbauern-Käse Mild-nussig,Bergader,"€ 1,79",Kein vorheriger Preis,"€ 11,93 / kg -","Schnittkäse, 48% Fett i.Tr., je 150-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Hähnchen-Fleischwurst,Gutfried,"€ 2,99",Kein vorheriger Preis,"€ 8,54 / kg -","würzig-frisch, je 350-g-Pckg. oder Geflügel-Fleischwurst fein-würzig, je 400-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Sesam & Vollkorn,Wasa,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -",je 200-g-Pckg. oder Vollkorn Roggen je 260-g-Pckg.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Digitales Fieberthermometer SFT/01,Sanitas,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -","quecksilberfrei, 100% wasserdicht, Temperaturmessung ca. 35,5-42°C je St.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Senseo Original Eco Kaffeepadmaschine HD7806/50,Philips,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Pilsener,Jever,"€ 11,99",Kein vorheriger Preis,"€ 1,19 / l -","HINWEIS: MIT APP 1.00 € REWE BONUS oder Fun versch. Sorten, je 20 x 0,5-l-Fl.-Kasten zzgl. 3.10 Pfan...",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Baguette,Rewe Back-Station,"€ 0,89",Kein vorheriger Preis,"€ 2,69 / kg -",je 330-g-St.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Erdnüsse Geröstet & Gesalzen,Ültje,"€ 1,69",Kein vorheriger Preis,"€ 9,39 / kg -","je 180-g-Dose oder Fusion Peanuts Paprika Flamed Style, je 150-g-Btl.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Hell,Bayreuther Brauhaus,"€ 13,99",Kein vorheriger Preis,"€ 1,49 / l -","je 20 x 0,5-l-Fl.-Kasten zzgl. 3.10 Pfand",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Pasta Pot Käse & Sahne,Knorr,"€ 0,99",Kein vorheriger Preis,"€ 15,71 / kg -",HINWEIS: MIT REWE APP COUPON 0.10 € je 63-g-Becher,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Gewürzgurken,Kühne,"€ 1,59",Kein vorheriger Preis,"€ 4,41 / kg -","360-g-Abtropfgew., je 670-g-Glas",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kasseler Nacken,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -","vom Schwein, ohne Knochen, am Stück, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Bio Schweine-Minutensteaks,Rewe Bio,"€ 29,90",Kein vorheriger Preis,"€ 29,90 / kg -","Naturland SB-verpackt, je 1 kg",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Meisterschinken,Keine Marke,"€ 1,59",Kein vorheriger Preis,"€ 15,90 / kg -","gegart, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Filegro-Ofen-Backfisch,Iglo,"€ 2,99",Kein vorheriger Preis,"€ 12,45 / kg -","HINWEIS: MIT REWE APP COUPON 0.20 € tiefgefroren, je 240-g-Pckg. oder Schlemmerfilet Bordelaise Clas...",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Nastro Azzurro,Peroni,"€ 4,99",Kein vorheriger Preis,"€ 2,52 / l -","je 6 x 0,33-l-Fl.- Sixpack zzgl. 0.48 Pfand",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Schweinefilet,Keine Marke,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -",je 100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Rindersteakhüfte,Metzgerei Landbauern,"€ 2,99",Kein vorheriger Preis,"€ 29,90 / kg -","am Stück oder in Scheiben, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Bio Spaghetti Kürbis,Rewe Bio,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / kg -",je 1 kg,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Scholle,Keine Marke,"€ 1,59",Kein vorheriger Preis,"€ 15,90 / kg -","küchenfertig, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kabanos Klassik,Houdek,"€ 1,59",Kein vorheriger Preis,"€ 15,90 / kg -",je 100 g,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Shampoo,Head & Shoulders,"€ 3,79",Kein vorheriger Preis,"€ 15,16 / l -","HINWEIS: MIT APP 0.10 € REWE BONUS 2in1, je 250-ml-Fl. oder Shampoo Classic, je 300-ml-Fl.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Spinat-Ricotta Tortelloni,Rewe Beste Wahl,"€ 2,79",Kein vorheriger Preis,"€ 5,58 / kg -","versch. Sorten, je 500-g-Btl.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Rasierklingen Venus Spa Breeze Comfortglide,Gillette,"€ 13,99",Kein vorheriger Preis,"€ 3,50 / Stk -",je 4-St.-Pckg. oder Mach 3 Rasierklingen je 6-St.-Pckg.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kapern Surfines,Rewe Beste Wahl,"€ 0,69",Kein vorheriger Preis,"€ 11,50 / kg -","Surfines in mildem Weinessig, 60-g Abtropfgew., je 100-g-Glas",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Tafeläpfel,Rewe Regional,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / kg -","Sorte: siehe Etikett, Kl. I, je 1-kg-Schale",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Delikatess Frikadellen,Rewe Beste Wahl,"€ 2,49",Kein vorheriger Preis,"€ 10,38 / kg -","versch. Sorten, je 240-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Mandarinen,Rewe Beste Wahl,"€ 2,22",Kein vorheriger Preis,"€ 2,96 / kg -","Peru/Südafrika: Sorte: siehe Etikett, Kl. I, je 750-g-Netz",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Oliven,Rewe Beste Wahl,"€ 1,39",Kein vorheriger Preis,"€ 10,29 / kg -","geschwärzt, ohne Stein, 135-g-Abtropfgew., je 290-g-Glas",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Triple Smoothies,True Fruits,"€ 2,29",Kein vorheriger Preis,"€ 9,16 / l -","versch. Sorten, je 250-ml-Fl.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Watzmann Bergkäse,Bergader,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -","Hartkäse, 45% Fett i.Tr., je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Iberico Fuetec Spanische Salami,ElPozo,"€ 2,99",Kein vorheriger Preis,"€ 19,93 / kg -","je 150-g-Pckg. oder Original Fuetec spanische Salami luftgetrocknet, je 170-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Burger Buns Brioche,Butcher’s Burger,"€ 0,99",Kein vorheriger Preis,"€ 3,30 / kg -","mit Sesam, je 300-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Fieberthermometer SFT 53,Sanitas,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -","Infrarotmessung, Ohrmessung, Fieberalarm, Abschaltautomatik je St.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Funkwanduhr,Mebus,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
OptiGrill GC7P08,Tefal,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",je St.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Premium Pils,Hasseröder,"€ 9,99",Kein vorheriger Preis,"€ 0,99 / l -","je 20 x 0,5-l-Fl.-Kasten zzgl. 3.10 Pfand",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Czech Premium Lager,Budweiser Budvar (CZ),"€ 14,99",Kein vorheriger Preis,"€ 1,49 / l -","je 20 x 0,5-l-Fl.-Kst., zzgl. 3.10 Pfand",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Solaz Tempranillo & Cabernet Sauvignon,Osborne,"€ 4,49",Kein vorheriger Preis,"€ 5,99 / l -","Spanien/Tierra de Castilla, trocken, je 0,75-l-Fl.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kinder Riegel,Ferrero,"€ 1,99",Kein vorheriger Preis,"€ 9,47 / kg -",HINWEIS: MIT REWE APP COUPON 0.20 € je 10 x 21-g-Pckg. oder Duplo je 10 x 18.2-g-Pckg.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Hähnchen-Brustfilet,Rewe Regional,"€ 6,99",Kein vorheriger Preis,"€ 12,70 / kg -","Teilstück, je 550-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Für Genießer Zwiebelsuppe,Maggi,"€ 0,89",Kein vorheriger Preis,"€ 1,19 / l -","ausreichend für 750 ml, je Btl. oder Für Genießer Pfefferrahmsauce ausreichend für 250 ml, je Btl.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Duroc Schweinenacken,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -","ohne Knochen, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kaninchen,Keine Marke,"€ 12,90",Kein vorheriger Preis,"€ 12,90 / kg -","mit Kopf und Nieren, SB-verpackt, je 1 kg",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Kasselernacken,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -","vom Schwein, ohne Knochen, am Stück, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Quark Genuss,Exquisa,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -","HINWEIS: MIT REWE APP COUPON 0.10 € versch. Sorten, je 500-g-Becher",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Apéritif,Lillet,"€ 10,99",Kein vorheriger Preis,"€ 14,65 / l -","HINWEIS: MIT REWE APP COUPON 0.50 € versch. Sorten, 17% Vol., je 0,75-l-Fl.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Putenschnitzel,Keine Marke,"€ 1,59",Kein vorheriger Preis,"€ 15,90 / kg -","natur oder mariniert, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Geräuchertes Schwarzer Heilbutt,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 24,90 / kg -","Mittelstücke, reich an ungesättigten Fettsäuren, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Meeresfrüchte Capri,Keine Marke,"€ 2,29",Kein vorheriger Preis,"€ 22,90 / kg -","Feinkostsalat mit zarten Meeresfrüchten, knackigem Gemüse und einer raffinierten, fruchtigen Kräuter...",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Schnittkäse,Dolomitenkönig,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -","ital. Schnittkäse, mind. 45% Fett i.Tr., je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Schiller Strohschwein Bierkugel,Metzgerei Landbauern,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","GQB, je 100 g",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Delikatess Lachsschinken,Rewe Beste Wahl,"€ 1,79",Kein vorheriger Preis,"€ 22,37 / kg -",je 80-g-Pckg.,Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Slipeinlagen Daily Protect XL,Always,"€ 2,59",Kein vorheriger Preis,"€ 0,06 / Stk -","mit Duft, je 40-St.-Pckg. oder Slipeinlagen Daily Fresh Normal, je 56-St.-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Repair & Care Spülung,Pantene Pro-V,"€ 3,29",Kein vorheriger Preis,"€ 16,45 / l -","je 200-ml-Fl. oder Shampoo Repair & Care, je 300-ml-Fl.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
Blätterteig,Rewe Beste Wahl,"€ 1,19",Kein vorheriger Preis,"€ 2,64 / kg -","6 Scheiben zum Selberformen und Fertigbacken, tiefgefroren, je 450-g-Pckg.",Nein,06.10. - 11.10.,2025-10-06,2025-10-11
