Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Hähnchen-Innenfilets,Meine Metzgerei,"€ 3,99","€ 4,99","€ 9,97 / kg -",400-g-Packung,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Eis Bourbon Vanille,Mövenpick,"€ 1,59","€ 3,99","€ 1,77 / l -","Versch. Sorten, je 800- bzw. 900-ml Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Tortillas Nacho Cheese,Chio,"€ 1,00","€ 1,99","€ 9,09 / kg -","Versch. Sorten, je 110-g Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Oliven Vegan,King's Crown,"€ 1,79",Kein vorheriger Preis,"€ 12,79 / kg -","Schwarze türkische Oliven Ofengetrocknet, mit Stein, trocken eingelegt, 140-g-Dose",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Mini-Pack-Bohnen,King's Crown,"€ 2,49",Kein vorheriger Preis,"€ 6,38 / kg -","Versch. Sorten, je 3 x 200-g-Dose = 600-g-Packung, Abtropfgewicht 3 x 130 g = 390 g",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Herzhafte Geflügelspezialit,Gut Drei Eichen,"€ 1,49","€ 2,19","€ 11,46 / kg -",oder Güldenhof Rindfleischsalami Je 100- bzw. 130-g Packung,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Cashewkerne,Farmer's Snack,"€ 1,79","€ 2,49","€ 11,93 / kg -","Versch. Sorten, je 150-g-Dose",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Pinsa,Cucina,"€ 1,49","€ 1,99","€ 6,48 / kg -","Unbelegter Boden, handgeformt, 230-g-Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Mehl-Spezialität,Cucina Nobile,"€ 0,69","€ 0,99","€ 0,69 / kg -","Versch. Sorten, je 1-kg-Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Halloween-Dekoration,Jes Collection,"€ 1,00",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Halloween Tasse,Crofton,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Kinder Anti-Rutsch-Socken 2 Paar,Lily & Dan,"€ 2,99",Kein vorheriger Preis,"€ 1,50 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Halloween-Plüschtier,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Haarschmuck,Lacura,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Federkissen,Novitesse,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Walnussbrötchen,Meine Backwelt,"€ 0,35","€ 0,59","€ 0,35 / Stk -","Aus dem Steinbackofen, mit 15 % Walnüssen, je Stück",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Whey Protein Balls,Aldi Sports,"€ 1,49",Kein vorheriger Preis,"€ 33,11 / kg -","Versch. Sorten, je 45-g-Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Katzen-Trockenfutter Wild Roots,Cachet,"€ 2,99",Kein vorheriger Preis,"€ 3,99 / kg -","Versch. Sorten, je 750-g-Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Greens-Powder,Aldi Sports,"€ 8,99",Kein vorheriger Preis,"€ 59,93 / kg -","Nahrungsergänzungsmittel, versch. Sorten, je 150-g-Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Feine Dominosteine,Wintertraum,"€ 3,49",Kein vorheriger Preis,"€ 13,96 / kg -","Versch. Sorten, je 250-g-Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Marzipanhappen,Wintertraum,"€ 1,99",Kein vorheriger Preis,"€ 15,92 / kg -","Lübecker Edelmarzipan mit Zartbitterschokolade, 125-g-Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Mini-Stollen,Wintertraum,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -","Versch. Sorten, je 200-g-Packung",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Saftorangen,rio d'oro,"€ 2,29",Kein vorheriger Preis,"€ 1,53 / kg -","Ursprung: siehe Etikett, Klasse I, 1,5-kg-Netz",Nein,13.10. - 18.10.,2025-10-13,2025-10-18
Crunchips XXL,Lorenz,"€ 1,79",Kein vorheriger Preis,"€ 8,14 / kg -","oder Erdnuß-Locken Versch. Sorten, je 220- bzw. 240-g-Packung",Nein,17.10. - 18.10.,2025-10-17,2025-10-18
Sandwichgurken vegan,American,"€ 1,59",Kein vorheriger Preis,"€ 4,42 / kg -","In Scheiben, süßwürzig, 720-ml-Glas, Abtropfgewicht 360 g",Nein,17.10. - 18.10.,2025-10-17,2025-10-18
Original polnische Krakauer,Landbeck,"€ 3,99",Kein vorheriger Preis,"€ 11,40 / kg -","Versch. Sorten, geräuchert, je 350-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Geräucherte Sprotten,Almare,"€ 1,79",Kein vorheriger Preis,"€ 11,19 / kg -","Versch. Sorten, je 160-g-Dose",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Hähnchen-Brustfilets,Meine Metzgerei,"€ 8,19","€ 9,99","€ 8,19 / kg -",1-kg-Packung,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
GeNuss-Mix,Farmer naturals,"€ 2,19","€ 3,29","€ 10,95 / kg -","Versch. Sorten, je 200-g Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Pulled Pork,Meine Metzgerei,"€ 4,99",Kein vorheriger Preis,"€ 9,07 / kg -","Vom Schwein, flüssig und trocken gewürzt, zart gegart, 500 g + 50 g Sauce = 550-g-Packung",Nein,17.10. - 18.10.,2025-10-17,2025-10-18
Linsenchips,Sun Snacks,"€ 0,79","€ 1,19","€ 8,78 / kg -","Versch. Sorten, je 90-g Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Adventskalender,Pringles,"€ 24,99",Kein vorheriger Preis,"€ 25,24 / kg -","24 Dosen in 6 versch. Sorten, 23 x 40 g + 1 x 70 g = 990-g-Packung",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Soft Ice Becher,American,"€ 2,49",Kein vorheriger Preis,"€ 5,93 / l -","Versch. Sorten, je 3 x 140 ml = 420-ml-Packung",Nein,17.10. - 18.10.,2025-10-17,2025-10-18
Mini-Muffins,American,"€ 1,59",Kein vorheriger Preis,"€ 7,07 / kg -","Kleine Rührkuchen mit Schokoladenstückchen, versch. Sorten, je 225-g-Packung",Nein,17.10. - 18.10.,2025-10-17,2025-10-18
Kinder Thermo-Jeans,Lily & Dan,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Backfüllung,Back Family,"€ 1,49",Kein vorheriger Preis,"€ 5,96 / kg -","Versch. Sorten, je 250-g-Packung",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Bio-Steak,Bio Smiley,"€ 5,99","€ 7,32","€ 24,55 / kg -","Vom Rind, versch. Sorten und Gewichte, z. B. 244 g",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Holz-Lebensmittel-Set,Toylino,"€ 9,99",Kein vorheriger Preis,"€ 1,43 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Holz-Küchen-Accessoires,Toylino,"€ 9,99",Kein vorheriger Preis,"€ 0,62 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
Apfelschorle,rio d'oro,"€ 0,89","€ 1,19","€ 0,59 / l -","1,5-l-Flasche zzgl. Pfand 0.25",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
LED-Weihnachtshänger,Casalux,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
LED-Rattan-Figur,Belavi,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Bastelset,Schleich,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 01.11.,2025-10-30,2025-11-01
LED-Metallstecker Stern,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Chips,Pringles,"€ 1,49","€ 2,49","€ 9,03 / kg -","Versch. Sorten, je 165-g Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Feta,Bio Smiley,"€ 1,99","€ 2,65","€ 9,95 / kg -","Aus Bio-Schafs- und -Ziegenmilch, 200-g Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Eistee,Fuze Tea,"€ 1,29","€ 1,69","€ 1,03 / l -","Versch. Sorten, je 1,25-l Flasche, zzgl. Pfand 0.25 Auch als 6er-Pack erhältlich",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Gefütterte Clogs,Up2Fashion,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Unsere Goldstücke Weizenbrötchen,Coppenrath & Wiese,"€ 1,29",Kein vorheriger Preis,"€ 2,87 / kg -","ab 1.29 Versch. Sorten, 9 Stück, 450-g-Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Adventskalender-Bastelset,Home Creation,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Magnetbausatz,Toylino,"€ 12,99",Kein vorheriger Preis,"€ 0,26 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Monster High Puppe,Mattel Games,"€ 12,99","€ 19,99","€ 12,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
1000-tlg. Puzzle,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Bio-Bourbonvanille-Extrakt,Gut Bio,"€ 2,59",Kein vorheriger Preis,"€ 51,80 / l -",50-ml-Flasche,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Bio Fairtrade Kaffeepads,Barissimo,"€ 2,29","€ 2,69","€ 16,36 / kg -","20 Pads, 140-g-Packung",Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Alpenfrischkäse,Almette,"€ 1,11","€ 1,99","€ 7,40 / kg -","Versch. Sorten, je 150-g-Packung",Nein,24.10. - 25.10.,2025-10-24,2025-10-25
Kinder Regenjacke,Lily & Dan,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",Details im Prospekt,Nein,20.10. - 25.10.,2025-10-20,2025-10-25
Fenster-Schablonen,Home Creation,"€ 2,99",Kein vorheriger Preis,"€ 0,60 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Profi-Backzubehör,Crofton,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
Streudekore,Back Family,"€ 0,89",Kein vorheriger Preis,"€ 14,83 / kg -","Versch. Sorten, je 20-, 60-, 65-, 80- bzw. 95-g-Packung",Nein,27.10. - 01.11.,2025-10-27,2025-11-01
Profi-Backformen,Crofton,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,23.10. - 25.10.,2025-10-23,2025-10-25
