Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Iced Coffee Macchiato,Mövenpick,"€ 0,99",Kein vorheriger Preis,"€ 4,95 / kg -",oder Cappuccino je 200-g-Becher,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Winter Beauty,Shopping Queen,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Hähnchen-Schenkel XXL,K-Purland,"€ 6,79",Kein vorheriger Preis,"€ 3,40 / kg -","mit Rückenstück, natur, HKL A je 2-kg-Großpackg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Ultra Weichspüler,Softlan,"€ 1,29",Kein vorheriger Preis,"€ 1,29 / l -","versch. Sorten, = 31 - 45 Anwendungen je 0,65 - 1-l-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Gemüsemais zart & natursüß,K-Classic,"€ 1,59",Kein vorheriger Preis,"€ 3,79 / kg -",je 3 x 150-g-Dose,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Das Beste,Sunil,"€ 11,99",Kein vorheriger Preis,"€ 2,00 / kg -",oder Colorwaschmittel = 120 Anwendungen je 6-kg-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Tafeltrauben,SanLucar,"€ 2,99",Kein vorheriger Preis,"€ 4,98 / kg -","Ital. Tafeltrauben, hell oder rot Sorte laut Auszeichnung, Kl. I je 600-g-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Natives Olivenöl Extra Classico,Filippo Berio,"€ 4,99",Kein vorheriger Preis,"€ 9,98 / l -",HINWEIS: MIT KAUFLAND CARD 4.44 € oder Fruttato je 500-ml-Fl.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Bihun Suppe,Indonesia,"€ 2,49",Kein vorheriger Preis,"€ 3,19 / l -",pikante Glasnudelsuppe mit Hühnerfleisch je 780-ml-Dose,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kraft-Aktiv,WC Frisch,"€ 3,79",Kein vorheriger Preis,"€ 25,27 / kg -","Duft- oder Blauspüler, versch. Sorten je 3 St. = 150-g-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Für Genießer Sauce,Maggi,"€ 0,79",Kein vorheriger Preis,"€ 2,63 / l -","für 250 - 300 ml, versch. Sorten je Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kids Bibi&Tina Roter Fruchtmix,Valensina,"€ 0,88",Kein vorheriger Preis,"€ 2,67 / l -","oder Gelb, versch. Designs (+ 0.25 Pfand) je 0,33-l-PET-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Gyoza Teigtaschen,Vici,"€ 2,49",Kein vorheriger Preis,"€ 8,30 / kg -","Korean Style, mit Huhn und Gemüse oder mit Barbecue Art je 300-g-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Winter Cream Likör,Berentzen,"€ 6,99",Kein vorheriger Preis,"€ 9,99 / l -","Caramel-Cream oder Chocolate-Macadamia, 17 Vol. % je 0,7-l-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Fruchtaufstrich,St. Dalfour,"€ 2,99",Kein vorheriger Preis,"€ 10,53 / kg -","original aus Frankreich, ohne Kristallzucker, versch. Sorten je 284-g-Glas",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Mineralwasser,San Pellegrino,"€ 0,89",Kein vorheriger Preis,"€ 0,89 / l -",oder S.PELLEGRINO Mineralwasser ohne bzw. mit Kohlensäure (+ 0.25 Pfand) je 1-l-PET-Fl.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Sriracha Sauce,Flying Goose,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / l -","sehr scharfe Chilisauce oder würzige, cremig-scharfe Mayo je 200-ml-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Trocken Sekt,Henkell Sekt,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / l -","oder brut je 0,75-l-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Werther's Original Caramel Popcorn,Storck,"€ 1,79",Kein vorheriger Preis,"€ 12,79 / kg -",Classic oder Salted Caramel je 140-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Herren Outdoor-Boots,Gin Tonic,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Damen Outdoorschuhe,Trekk Star,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Excellence Schokolade,Lindt,"€ 2,99",Kein vorheriger Preis,"€ 29,90 / kg -","in sehr flacher Tafelform, versch. Sorten je 50 - 100-g-Tafel",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Dönerback Hähnchen,Alzarro Dönerworld,"€ 5,55",Kein vorheriger Preis,"€ 12,34 / kg -","mit Hähnchenfleisch, Salat und Kräutersoße je 450-g-Schale",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Gnocchi,Hilcona,"€ 1,99",Kein vorheriger Preis,"€ 7,11 / kg -","crunchy & easy, Pesto amore oder Amore rosso je 280-g-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kinder-SOS-Smartwatch 70900,Mebus,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Quarktasche,Kaufland Bäckerei,"€ 0,69",Kein vorheriger Preis,"€ 0,69 / Stk -",Plundergebäck mit 40 % Quarkfüllung je Stück,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Tortelloni,K-Classic,"€ 1,49",Kein vorheriger Preis,"€ 3,72 / kg -","gefüllte Teigtaschen, versch. Sorten je 400-g-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Schinken Käse-Croissant,Kaufland Bäckerei,"€ 0,69",Kein vorheriger Preis,"€ 0,69 / Stk -",gefülltes Plunderteighörnchen mit Schinken und Käsecreme je Stück,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Soundbar HS1000,Hisense,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Zero Sugar,Coca-Cola,"€ 3,84",Kein vorheriger Preis,"€ 1,94 / l -","koffeinhaltig, auch als Zero (+ 0.90 Pfand) je Packg. 6 x 0,33-l-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Werkzeugbox,Keine Marke,"€ 2,00",Kein vorheriger Preis,"€ 2,00 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Vegan Lakritz,Katjes,"€ 0,69",Kein vorheriger Preis,"€ 3,95 / kg -","oder Lakritze ohne tierische Gelatine, versch. Sorten je 175-g-Beutel",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Tafelspitz,K-Purland,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / kg -",vom Jungbullen je kg,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kaffeebecher,Keine Marke,"€ 2,00",Kein vorheriger Preis,"€ 2,00 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Pralinés Von Liebe,Milka,"€ 1,99",Kein vorheriger Preis,"€ 18,09 / kg -",oder Hauchzarte Herzen versch. Sorten je 110 - 130-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Schweinefilet,K-Purland,"€ 8,88",Kein vorheriger Preis,"€ 8,88 / kg -","am Stück, für Grill und Pfanne je kg",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kuhlschrank Organizer-Set,Rotho,"€ 4,99",Kein vorheriger Preis,"€ 1,66 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Spülmittel,Frosch,"€ 1,69",Kein vorheriger Preis,"€ 2,25 / l -","Spülmittel, -Lotion oder -Gel versch. Sorten je 500 - 750-ml-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Wirsing,Konrad Böhnlein,"€ 3,69",Kein vorheriger Preis,"€ 7,38 / kg -","gekocht, tafelfertig je 500-g-Rolle",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Dany Pudding-Dessert,Danone,"€ 0,99",Kein vorheriger Preis,"€ 4,31 / kg -","Schoko oder Schoko-Vanille, oder Mousse Schoko je 2 x 60 - 115-g-Becher",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Frische Eier,Eichenbühler,"€ 2,99",Kein vorheriger Preis,"€ 0,30 / Stk -","aus Bodenhaltung, HKL A, Größe M/L je 10-St.-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Robby Früchte-Quark,Ehrmann,"€ 1,11",Kein vorheriger Preis,"€ 3,70 / kg -","Halbfettstufe, versch. Sorten je 6 x 50-g-Becher",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kombi-Service Nordic Fjord Blue 30-tlg.,Creatable,"€ 119,99",Kein vorheriger Preis,"€ 4,00 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Krustenbrot,Kaufland Bäckerei,"€ 1,29",Kein vorheriger Preis,"€ 1,29 / kg -","Roggenmischbrot, mit Natursauerteig gebacken je 1-kg-Stück",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kinder Adventskalender,Ferrero,"€ 5,99",Kein vorheriger Preis,"€ 39,67 / kg -",Stern oder Mini Mix je 149 - 151-g-Packg,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Merci Adventskalender,Storck,"€ 8,99",Kein vorheriger Preis,"€ 34,19 / kg -","Mischung versch. Sorten aus Finest Selection, Together und Petit je 263-g-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Gelbwurst,Konrad Böhnlein,"€ 2,49",Kein vorheriger Preis,"€ 10,38 / kg -",im Ring je 240-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kinder Überraschungs-Ei Maxi,Ferrero,"€ 2,99",Kein vorheriger Preis,"€ 29,90 / kg -","extragroßes Schoko-Ei mit Überraschung, Classic- oder Rosa-Ei je 100-g-Stück",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Marzipanbrot,K-Winter,"€ 1,49",Kein vorheriger Preis,"€ 8,51 / kg -",mit feiner Schokolade umhüllt je 175-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Diplomat Kümmel,Bauer,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -","oder Jalapeño-Chili Schnittkäse, herzhaft, vollmundig, 55 % Fett i. Tr. je 100 g",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Memory Einlegesohlen,Cleanfeet,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Damen Hausstiefel,Oyanda,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Premium Pilsener,Warsteiner,"€ 10,49",Kein vorheriger Preis,"€ 1,05 / l -","HINWEIS: MIT KAUFLAND CARD 9.99, auch alkoholfrei (+ 3.10 Pfand) je Ka. 20 x 0,5-l-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Asche-Eimer,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Heizkörper-Reflexionsfolie,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Mineralwasser,Franken Brunnen,"€ 0,69",Kein vorheriger Preis,"€ 0,43 / l -","versch. Sorten (+ 0.25 Pfand) je 1,5-l-PET-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Heißluftfritteuse,Philips,"€ 79,99",Kein vorheriger Preis,"€ 79,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Doppel-Türbodendichtung,Parkside,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Back-Set,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Rührschüssel-Set 3-tlg.,Spice & Soul,"€ 9,99",Kein vorheriger Preis,"€ 3,33 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
P!ckers,McCain,"€ 2,22",Kein vorheriger Preis,"€ 8,07 / kg -",Onion Rings oder Cheese Triangles je 9 - 14 St. = 230 - 275-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Oro di Parma Tomaten Stückig,Hengstenberg,"€ 1,29",Kein vorheriger Preis,"€ 3,23 / kg -","oder passierte Tomaten, Pizzasauce oder Tomatenmark, versch. Sorten je 200-g-Tube oder 400-g-Dose",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Die Ofenfrische Pizza,Dr. Oetker,"€ 1,99",Kein vorheriger Preis,"€ 4,79 / Stk -",oder Pizza Tradizionale versch. Sorten je 385 - 415-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Tiefkühlgemüse,Frosta,"€ 1,69",Kein vorheriger Preis,"€ 3,75 / kg -","Brokkoliröschen, Erbsen und Karotten, Prinzessbohnen oder Junge Erbsen fein und zart je 300 - 450-g-...",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Omas Glühweinbude,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / l -",Glühwein mit feinen Gewürzen abgeschmeckt je 1-l-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Schnellladegerät GaN,Switch On,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
XXL-Hähnchen-Minutenschnitzel,K-Purland,"€ 6,99",Kein vorheriger Preis,"€ 8,74 / kg -",aus dem Brustfilet je 800-g-Großpackg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Powerbank,Grundig,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Cremefine,Rama,"€ 0,88",Kein vorheriger Preis,"€ 3,52 / l -","oder vegane Creme zum Aufschlagen oder Kochen, 7 - 31 % Fett, versch. Sorten je 200 - 250-mlFl./-Bec...",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Stirnlampe HD70B,Ansmann,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Hackfleisch Gemischt,K-Wertschätze,"€ 10,90",Kein vorheriger Preis,"€ 10,90 / kg -","vom Schwein und Rind, zum Braten, je kg",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kulturheidelbeeren,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 9,97 / kg -",Kl. I je 300-g-Packg,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Speisefrühkartoffeln,Keine Marke,"€ 1,79",Kein vorheriger Preis,"€ 0,72 / kg -","verschiedene Kocheigenschaften, Sorten laut Auszeichnung, Qualität I je 2,5-kg-Sack",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Haltbare Landmilch,Landliebe,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / l -","1,5 % oder 3,5 %Fett je 1-l-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Retro-boxer 4 Stück,Puma,"€ 19,99",Kein vorheriger Preis,"€ 5,00 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Schokolade,Milka,"€ 0,95",Kein vorheriger Preis,"€ 10,55 / kg -",versch. Sorten je 85 - 90-g-Tafel,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Herren-Trainingshose,Puma,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Petersilienwurzeln,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 3,72 / kg -",Dtsch. oder Pastinaken Kl. I je 400-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Herren Sweathoodie NFL Germany Games,Keine Marke,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Möhren,Keine Marke,"€ 0,89",Kein vorheriger Preis,"€ 0,89 / kg -",Dtsch. Kl. I je 1-kg-Schale,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Hirtenkäse,K-Classic,"€ 1,49",Kein vorheriger Preis,"€ 5,96 / kg -","aus Kuhmilch, 45 % Fett i. Tr. je 250-g-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Gefüllte Croissants,K-Classic,"€ 1,19",Kein vorheriger Preis,"€ 4,96 / kg -",versch. Sorten je 5 St. = 240-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Barista Crema,Melitta,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / kg -",ganze Bohnen je 1-kg-Beutel,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Kochhinterschinken,K-Classic,"€ 1,39",Kein vorheriger Preis,"€ 6,95 / kg -",gepökelt je 200-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Honigmelone,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -","Brasil., lose Kl. I je Stück",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Fleischwurst,HeideGrund,"€ 1,99",Kein vorheriger Preis,"€ 3,98 / kg -",auch mit Knoblauch verfeinert je 500-g-Stück,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Sonntagsknödel,Burgis,"€ 1,79",Kein vorheriger Preis,"€ 3,58 / kg -",oder Knödelinos hergestellt aus frischen Kartoffeln je 375 - 500-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Zitronensäure,Surig,"€ 1,49",Kein vorheriger Preis,"€ 1,99 / l -",flüssig je 440-ml-Fl. 50 ml gratis,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
"Asia Instant Nudelsuppen Teriyaki-Taste,",K-Classic,"€ 0,79",Kein vorheriger Preis,"€ 10,54 / kg -",versch. Sorten je 75-g-Becher,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Hähnchenbraten Roast Chicken,Gutfried,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","gepökelt und gegart, mit Geflügelbouillon verfeinert je 100-g-Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Asia Erdnüsse Wasabi Style,K-Classic,"€ 1,19",Kein vorheriger Preis,"€ 7,94 / kg -",im Knuspermantel je 150-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Nori-Blätter,Bamboo Garden,"€ 2,99",Kein vorheriger Preis,"€ 0,60 / Stk -","Seetangblätter, getrocknet und geröstet je 5-St.-Beutel",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Taft Haarlack,Schwarzkopf,"€ 3,33",Kein vorheriger Preis,"€ 13,32 / l -","Haarspray oder Schaumfestiger, versch. Sorten je 150 - 250-ml-Dose",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Préférence Haarfarbe,L'Oréal Paris,"€ 7,49",Kein vorheriger Preis,"€ 7,49 / Stk -","permanente Haarfarbe, mit GlanzTechnologie, versch. Farben je Packg.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Orchidee,Keine Marke,"€ 15,99",Kein vorheriger Preis,"€ 15,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Lippenpflege,Emyo,"€ 2,49",Kein vorheriger Preis,"€ 355,71 / l -","Mermaid Fantasy oder Blueberry Bay, mit Fruchtgeschmack, vegan je 7-ml-Stück",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Hafer-Porridge,Kölln,"€ 2,49",Kein vorheriger Preis,"€ 6,64 / kg -",versch. Sorten je 350 - 375-g-Packg.,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Käse,Emmentaler Switzerland,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -","AOP aus Rohmilch, schnittfähig und geschmeidig, leicht nussig und mild, 45 % Fett i. Tr. je 100 g",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Orchidee,Keine Marke,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Hausschoppen Rot,Laurenziuskeller Volkach,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / l -","Deutscher Wein, leicht und fruchtig, passt zu deftiger Brotzeit je 1-l-Fl.",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Universal Pulver,Persil,"€ 15,99",Kein vorheriger Preis,"€ 0,21 / Stk -","oder Colorwaschmittel versch. Sorten, Pulver 4,5 kg, Gel 3,6 l oder versch. Sorten Discs 1 - 1,02 kg...",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Rödelseer Schlossberg Silvaner,GWF Franken,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / l -","Qualitätswein, Franken, feine Sortenart, säurefrisch, langer Nachhall, passt zu Fisch, kräftigem Bra...",Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Yo & Go,Bauer,"€ 0,79",Kein vorheriger Preis,"€ 3,51 / kg -",versch. Sorten je 225-g-Becher,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
Adventskalender Super Mario,Jakks,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt,Nein,30.10. - 05.11.,2025-10-30,2025-11-05
